month,Rm,SMB,HML,MOM,stock_count,Rm_cum,SMB_cum,HML_cum,MOM_cum
2024-10-01,0.03471083799814078,0.08474333089245878,-0.05333802647740133,0.08729108311842507,5285,0.5144656915798559,0.6302427822854726,0.9181437090226388,21.09159085738072
2024-11-01,0.012896143054225557,0.03641203311982021,0.014798569065105887,0.06532478050558517,5322,0.5211003147349608,0.6531912033475787,0.9317309221123027,22.46939440065272
2024-12-01,-0.07446250241741471,-0.11307846076004427,0.0152763000960357,0.14958272897023986,5335,0.4822978812892932,0.5793293474910335,0.9459643232872462,25.830427733410982
2025-01-01,-0.029539788794505997,-0.003874456694604407,-0.009466807407297547,0.07678573078793827,5341,0.4680509037399697,0.577084761022266,0.9370090612245113,27.81383600348597
2025-02-01,0.04821287961821058,0.023756336752758317,-0.05295964232762477,0.010921138606160521,5356,0.4906169856171796,0.590794180939996,0.8873853964843178,28.11759476164906
2025-03-01,-0.017365452585429788,-0.02009824602649673,0.027671670606179734,0.09613831506936868,5364,0.48209719961583797,0.5789202541404413,0.911940832876566,30.820772945837305
2025-04-01,0.04802599165554641,0.08140996250030659,-0.05024631660054252,0.1033659924080086,5374,0.5052503957017505,0.6260501303206827,0.8661191650668877,34.00659272816568
2025-05-01,0.02155849387429378,0.048823978745659385,0.011708755724202682,0.06866143598033944,5380,0.5161428332624712,0.6566163885771771,0.8762603427987062,36.341534217680106
2025-06-01,0.027095921040776426,-0.0035322649229623283,-0.021446556520517107,0.07467598625849703,5391,0.5301281987183137,0.6542970455399637,0.8574675758301861,39.05537412753229
2025-07-01,0.02033634280154496,-0.032980804249737664,0.004580989276578396,0.09615564709981642,5400,0.5409090674962149,0.6327178027598285,0.8613956256000779,42.81076889949058
2025-08-01,0.04997883573131938,-0.08230751440396296,-0.0531531053972257,0.09479790856686462,5407,0.5679430729261894,0.5806403730955301,0.8156097731238477,46.869140255301666
2025-09-01,-0.017635525275083008,-0.05378557109317167,-0.0029467540970467693,0.09871748461855998,5415,0.5579270985087913,0.5494102990288348,0.8132063716833037,51.49594388753953
2025-10-01,0.0006307058499943467,0.0320203254608734,0.028513204181382326,0.038538489480188357,5421,0.5582789863936912,0.5670025956152938,0.8363934910007107,53.480519779321845
2025-11-01,-0.027247485843019788,0.00016094088674424578,0.004620521450226969,0.06547412814977938,5433,0.5430672876154736,0.5670938495158183,0.8402580650667097,56.98211018486997
2025-12-01,-0.005356338089654882,-0.08144488671714237,-0.03632898617895156,0.11538240693714912,5451,0.5401584356175733,0.5209069551840143,0.8097323414341487,63.5568432103581
