ts_code,trade_date,adj_factor
002273.SZ,20251231,15.3462
002273.SZ,20251230,15.3462
002273.SZ,20251229,15.3462
002273.SZ,20251226,15.3462
002273.SZ,20251225,15.3462
002273.SZ,20251224,15.3462
002273.SZ,20251223,15.3462
002273.SZ,20251222,15.3462
002273.SZ,20251219,15.3462
002273.SZ,20251218,15.3462
002273.SZ,20251217,15.3462
002273.SZ,20251216,15.3462
002273.SZ,20251215,15.3462
002273.SZ,20251212,15.3462
002273.SZ,20251211,15.3462
002273.SZ,20251210,15.3462
002273.SZ,20251209,15.3462
002273.SZ,20251208,15.3462
002273.SZ,20251205,15.3462
002273.SZ,20251204,15.3462
002273.SZ,20251203,15.3462
002273.SZ,20251202,15.3462
002273.SZ,20251201,15.3462
002273.SZ,20251128,15.3462
002273.SZ,20251127,15.3462
002273.SZ,20251126,15.3462
002273.SZ,20251125,15.3462
002273.SZ,20251124,15.3462
002273.SZ,20251121,15.3462
002273.SZ,20251120,15.3462
002273.SZ,20251119,15.3462
002273.SZ,20251118,15.3462
002273.SZ,20251117,15.3462
002273.SZ,20251114,15.3462
002273.SZ,20251113,15.3462
002273.SZ,20251112,15.3462
002273.SZ,20251111,15.3462
002273.SZ,20251110,15.3462
002273.SZ,20251107,15.3462
002273.SZ,20251106,15.3462
002273.SZ,20251105,15.3462
002273.SZ,20251104,15.3462
002273.SZ,20251103,15.3462
002273.SZ,20251031,15.3462
002273.SZ,20251030,15.3462
002273.SZ,20251029,15.3462
002273.SZ,20251028,15.3462
002273.SZ,20251027,15.3462
002273.SZ,20251024,15.3462
002273.SZ,20251023,15.3462
002273.SZ,20251022,15.3462
002273.SZ,20251021,15.3462
002273.SZ,20251020,15.3462
002273.SZ,20251017,15.3462
002273.SZ,20251016,15.3462
002273.SZ,20251015,15.3462
002273.SZ,20251014,15.3462
002273.SZ,20251013,15.3462
002273.SZ,20251010,15.3462
002273.SZ,20251009,15.3462
002273.SZ,20250930,15.3462
002273.SZ,20250929,15.3462
002273.SZ,20250926,15.3462
002273.SZ,20250925,15.3462
002273.SZ,20250924,15.3462
002273.SZ,20250923,15.3462
002273.SZ,20250922,15.3462
002273.SZ,20250919,15.3462
002273.SZ,20250918,15.3462
002273.SZ,20250917,15.3462
002273.SZ,20250916,15.3462
002273.SZ,20250915,15.3462
002273.SZ,20250912,15.3462
002273.SZ,20250911,15.3462
002273.SZ,20250910,15.3462
002273.SZ,20250909,15.2868
002273.SZ,20250908,15.2868
002273.SZ,20250905,15.2868
002273.SZ,20250904,15.2868
002273.SZ,20250903,15.2868
002273.SZ,20250902,15.2868
002273.SZ,20250901,15.2868
002273.SZ,20250829,15.2868
002273.SZ,20250828,15.2868
002273.SZ,20250827,15.2868
002273.SZ,20250826,15.2868
002273.SZ,20250825,15.2868
002273.SZ,20250822,15.2868
002273.SZ,20250821,15.2868
002273.SZ,20250820,15.2868
002273.SZ,20250819,15.2868
002273.SZ,20250818,15.2868
002273.SZ,20250815,15.2868
002273.SZ,20250814,15.2868
002273.SZ,20250813,15.2868
002273.SZ,20250812,15.2868
002273.SZ,20250811,15.2868
002273.SZ,20250808,15.2868
002273.SZ,20250807,15.2868
002273.SZ,20250806,15.2868
002273.SZ,20250805,15.2868
002273.SZ,20250804,15.2868
002273.SZ,20250801,15.2868
002273.SZ,20250731,15.2868
002273.SZ,20250730,15.2868
002273.SZ,20250729,15.2868
002273.SZ,20250728,15.2868
002273.SZ,20250725,15.2868
002273.SZ,20250724,15.2868
002273.SZ,20250723,15.2868
002273.SZ,20250722,15.2868
002273.SZ,20250721,15.2868
002273.SZ,20250718,15.2868
002273.SZ,20250717,15.2868
002273.SZ,20250716,15.2868
002273.SZ,20250715,15.2868
002273.SZ,20250714,15.2868
002273.SZ,20250711,15.2868
002273.SZ,20250710,15.2868
002273.SZ,20250709,15.2868
002273.SZ,20250708,15.2868
002273.SZ,20250707,15.2868
002273.SZ,20250704,15.2868
002273.SZ,20250703,15.2868
002273.SZ,20250702,15.2868
002273.SZ,20250701,15.2868
002273.SZ,20250630,15.2868
002273.SZ,20250627,15.2868
002273.SZ,20250626,15.2868
