ts_code,trade_date,adj_factor
920185.BJ,20251231,10.7609
920185.BJ,20251230,10.7609
920185.BJ,20251229,10.7609
920185.BJ,20251226,10.7609
920185.BJ,20251225,10.7609
920185.BJ,20251224,10.7609
920185.BJ,20251223,10.7609
920185.BJ,20251222,10.7609
920185.BJ,20251219,10.7609
920185.BJ,20251218,10.7609
920185.BJ,20251217,10.7609
920185.BJ,20251216,10.7609
920185.BJ,20251215,10.7609
920185.BJ,20251212,10.7609
920185.BJ,20251211,10.7609
920185.BJ,20251210,10.7609
920185.BJ,20251209,10.7609
920185.BJ,20251208,10.7609
920185.BJ,20251205,10.7609
920185.BJ,20251204,10.7609
920185.BJ,20251203,10.7609
920185.BJ,20251202,10.7609
920185.BJ,20251201,10.7609
920185.BJ,20251128,10.7609
920185.BJ,20251127,10.7609
920185.BJ,20251126,10.7609
920185.BJ,20251125,10.7609
920185.BJ,20251124,10.7609
920185.BJ,20251121,10.7609
920185.BJ,20251120,10.7609
920185.BJ,20251119,10.7609
920185.BJ,20251118,10.7609
920185.BJ,20251117,10.7609
920185.BJ,20251114,10.7609
920185.BJ,20251113,10.7609
920185.BJ,20251112,10.7609
920185.BJ,20251111,10.7609
920185.BJ,20251110,10.7609
920185.BJ,20251107,10.7609
920185.BJ,20251106,10.7609
920185.BJ,20251105,10.7609
920185.BJ,20251104,10.7609
920185.BJ,20251103,10.7609
920185.BJ,20251031,10.7609
920185.BJ,20251030,10.7609
920185.BJ,20251029,10.7609
920185.BJ,20251028,10.7609
920185.BJ,20251027,10.7609
920185.BJ,20251024,10.7609
920185.BJ,20251023,10.7609
920185.BJ,20251022,10.7609
920185.BJ,20251021,10.7609
920185.BJ,20251020,10.7609
920185.BJ,20251017,10.7609
920185.BJ,20251016,10.7609
920185.BJ,20251015,10.7609
920185.BJ,20251014,10.7609
920185.BJ,20251013,10.7609
920185.BJ,20251010,10.7609
920185.BJ,20251009,10.7609
920185.BJ,20250930,10.7609
920185.BJ,20250929,10.7609
920185.BJ,20250926,10.7609
920185.BJ,20250925,10.7609
920185.BJ,20250924,10.7609
920185.BJ,20250923,10.7609
920185.BJ,20250922,10.7609
920185.BJ,20250919,10.7609
920185.BJ,20250918,10.7609
920185.BJ,20250917,10.7609
920185.BJ,20250916,10.7609
920185.BJ,20250915,10.7609
920185.BJ,20250912,10.7609
920185.BJ,20250911,10.7609
920185.BJ,20250910,10.7609
920185.BJ,20250909,10.7609
920185.BJ,20250908,10.7609
920185.BJ,20250905,10.7609
920185.BJ,20250904,10.7609
920185.BJ,20250903,10.7609
920185.BJ,20250902,10.7609
920185.BJ,20250901,10.7609
920185.BJ,20250829,10.7609
920185.BJ,20250828,10.7609
920185.BJ,20250827,10.7609
920185.BJ,20250826,10.7609
920185.BJ,20250825,10.7609
