ts_code,trade_date,adj_factor
002568.SZ,20251231,9.1149
002568.SZ,20251230,9.1149
002568.SZ,20251229,9.1149
002568.SZ,20251226,9.1149
002568.SZ,20251225,9.1149
002568.SZ,20251224,9.1149
002568.SZ,20251223,9.1149
002568.SZ,20251222,9.1149
002568.SZ,20251219,9.1149
002568.SZ,20251218,9.1149
002568.SZ,20251217,9.1149
002568.SZ,20251216,9.1149
002568.SZ,20251215,9.1149
002568.SZ,20251212,9.1149
002568.SZ,20251211,9.1149
002568.SZ,20251210,9.1149
002568.SZ,20251209,9.1149
002568.SZ,20251208,9.1149
002568.SZ,20251205,9.1149
002568.SZ,20251204,9.1149
002568.SZ,20251203,9.1149
002568.SZ,20251202,9.1149
002568.SZ,20251201,9.1149
002568.SZ,20251128,9.1149
002568.SZ,20251127,9.1149
002568.SZ,20251126,9.1149
002568.SZ,20251125,9.1149
002568.SZ,20251124,9.1149
002568.SZ,20251121,9.1149
002568.SZ,20251120,9.1149
002568.SZ,20251119,9.1149
002568.SZ,20251118,9.1149
002568.SZ,20251117,9.1149
002568.SZ,20251114,9.1149
002568.SZ,20251113,9.1149
002568.SZ,20251112,9.1149
002568.SZ,20251111,9.1149
002568.SZ,20251110,9.1149
002568.SZ,20251107,9.1149
002568.SZ,20251106,9.1149
002568.SZ,20251105,9.1149
002568.SZ,20251104,9.1149
002568.SZ,20251103,9.1149
002568.SZ,20251031,9.1149
002568.SZ,20251030,9.1149
002568.SZ,20251029,9.1149
002568.SZ,20251028,9.1149
002568.SZ,20251027,9.1149
002568.SZ,20251024,9.1149
002568.SZ,20251023,9.1149
002568.SZ,20251022,9.1149
002568.SZ,20251021,9.1149
002568.SZ,20251020,9.1149
002568.SZ,20251017,9.1149
002568.SZ,20251016,9.1149
002568.SZ,20251015,9.1149
002568.SZ,20251014,9.1149
002568.SZ,20251013,9.1149
002568.SZ,20251010,9.1149
002568.SZ,20251009,9.1149
002568.SZ,20250930,9.1149
002568.SZ,20250929,9.1149
002568.SZ,20250926,9.1149
002568.SZ,20250925,9.1149
002568.SZ,20250924,9.1149
002568.SZ,20250923,9.1149
002568.SZ,20250922,9.1149
002568.SZ,20250919,9.1149
002568.SZ,20250918,9.1149
002568.SZ,20250917,9.1149
002568.SZ,20250916,9.1149
002568.SZ,20250915,9.1149
002568.SZ,20250912,9.1149
002568.SZ,20250911,9.1149
002568.SZ,20250910,9.1149
002568.SZ,20250909,9.1149
002568.SZ,20250908,9.1149
002568.SZ,20250905,9.1149
002568.SZ,20250904,9.1149
002568.SZ,20250903,9.1149
002568.SZ,20250902,9.1149
002568.SZ,20250901,9.1149
002568.SZ,20250829,9.1149
002568.SZ,20250828,9.1149
002568.SZ,20250827,9.1149
002568.SZ,20250826,9.1149
002568.SZ,20250825,9.1149
002568.SZ,20250822,9.1149
002568.SZ,20250821,9.1149
002568.SZ,20250820,9.1149
002568.SZ,20250819,9.1149
002568.SZ,20250818,9.1149
002568.SZ,20250815,9.1149
002568.SZ,20250814,9.1149
002568.SZ,20250813,9.1149
002568.SZ,20250812,9.1149
002568.SZ,20250811,9.1149
002568.SZ,20250808,9.1149
002568.SZ,20250807,9.1149
002568.SZ,20250806,9.1149
002568.SZ,20250805,9.1149
002568.SZ,20250804,9.1149
002568.SZ,20250801,9.1149
002568.SZ,20250731,9.1149
002568.SZ,20250730,9.1149
002568.SZ,20250729,9.1149
002568.SZ,20250728,9.1149
002568.SZ,20250725,9.1149
002568.SZ,20250724,9.1149
002568.SZ,20250723,9.1149
002568.SZ,20250722,9.1149
002568.SZ,20250721,9.1149
002568.SZ,20250718,9.1149
002568.SZ,20250717,9.1149
002568.SZ,20250716,9.1149
002568.SZ,20250715,9.1149
002568.SZ,20250714,9.1149
002568.SZ,20250711,9.1149
002568.SZ,20250710,9.1149
002568.SZ,20250709,9.1149
002568.SZ,20250708,9.1149
002568.SZ,20250707,9.1149
002568.SZ,20250704,9.1149
002568.SZ,20250703,9.1149
002568.SZ,20250702,9.1149
002568.SZ,20250701,9.1149
