ts_code,trade_date,adj_factor
920729.BJ,20251231,4.4415
920729.BJ,20251230,4.4415
920729.BJ,20251229,4.4415
920729.BJ,20251226,4.4415
920729.BJ,20251225,4.4415
920729.BJ,20251224,4.4415
920729.BJ,20251223,4.4415
920729.BJ,20251222,4.4415
920729.BJ,20251219,4.4415
920729.BJ,20251218,4.4415
920729.BJ,20251217,4.4415
920729.BJ,20251216,4.4415
920729.BJ,20251215,4.4415
920729.BJ,20251212,4.4415
920729.BJ,20251211,4.4415
920729.BJ,20251210,4.4415
920729.BJ,20251209,4.4415
920729.BJ,20251208,4.4415
920729.BJ,20251205,4.4415
920729.BJ,20251204,4.4415
920729.BJ,20251203,4.4415
920729.BJ,20251202,4.4415
920729.BJ,20251201,4.4415
920729.BJ,20251128,4.4415
920729.BJ,20251127,4.4415
920729.BJ,20251126,4.4415
920729.BJ,20251125,4.4415
920729.BJ,20251124,4.4415
920729.BJ,20251121,4.4415
920729.BJ,20251120,4.4415
920729.BJ,20251119,4.4415
920729.BJ,20251118,4.4415
920729.BJ,20251117,4.4415
920729.BJ,20251114,4.4415
920729.BJ,20251113,4.4415
920729.BJ,20251112,4.4415
920729.BJ,20251111,4.4415
920729.BJ,20251110,4.4415
920729.BJ,20251107,4.4415
920729.BJ,20251106,4.4415
920729.BJ,20251105,4.4415
920729.BJ,20251104,4.4415
920729.BJ,20251103,4.4415
920729.BJ,20251031,4.4415
920729.BJ,20251030,4.4415
920729.BJ,20251029,4.4415
920729.BJ,20251028,4.4415
920729.BJ,20251027,4.4415
920729.BJ,20251024,4.4415
920729.BJ,20251023,4.4415
920729.BJ,20251022,4.4415
920729.BJ,20251021,4.4415
920729.BJ,20251020,4.4415
920729.BJ,20251017,4.4415
920729.BJ,20251016,4.4415
920729.BJ,20251015,4.4415
920729.BJ,20251014,4.4415
920729.BJ,20251013,4.4415
920729.BJ,20251010,4.4415
920729.BJ,20251009,4.4415
920729.BJ,20250930,4.4415
920729.BJ,20250929,4.4415
920729.BJ,20250926,4.4415
920729.BJ,20250925,4.4415
920729.BJ,20250924,4.4415
920729.BJ,20250923,4.4415
920729.BJ,20250922,4.4415
920729.BJ,20250919,4.4415
920729.BJ,20250918,4.4415
920729.BJ,20250917,4.4415
920729.BJ,20250916,4.4415
920729.BJ,20250915,4.4415
920729.BJ,20250912,4.4415
920729.BJ,20250911,4.4415
920729.BJ,20250910,4.4415
920729.BJ,20250909,4.4415
920729.BJ,20250908,4.4415
920729.BJ,20250905,4.4415
920729.BJ,20250904,4.4415
920729.BJ,20250903,4.4415
920729.BJ,20250902,4.4415
920729.BJ,20250901,4.4415
920729.BJ,20250829,4.4415
920729.BJ,20250828,4.4415
920729.BJ,20250827,4.4415
920729.BJ,20250826,4.4415
920729.BJ,20250825,4.4415
920729.BJ,20250822,4.4415
920729.BJ,20250821,4.4415
920729.BJ,20250820,4.4415
920729.BJ,20250819,4.4415
920729.BJ,20250818,4.4415
920729.BJ,20250815,4.4415
920729.BJ,20250814,4.4415
920729.BJ,20250813,4.4415
920729.BJ,20250812,4.4415
920729.BJ,20250811,4.4415
920729.BJ,20250808,4.4415
920729.BJ,20250807,4.4415
920729.BJ,20250806,4.4415
920729.BJ,20250805,4.4415
920729.BJ,20250804,4.4415
920729.BJ,20250801,4.4415
920729.BJ,20250731,4.4415
920729.BJ,20250730,4.4415
920729.BJ,20250729,4.4415
920729.BJ,20250728,4.4415
920729.BJ,20250725,4.4415
920729.BJ,20250724,4.4415
920729.BJ,20250723,4.4415
920729.BJ,20250722,4.4415
920729.BJ,20250721,4.4415
920729.BJ,20250718,4.4415
920729.BJ,20250717,4.4415
920729.BJ,20250716,4.4415
920729.BJ,20250715,4.4415
920729.BJ,20250714,4.4415
920729.BJ,20250711,4.4415
920729.BJ,20250710,4.4415
920729.BJ,20250709,4.4415
920729.BJ,20250708,4.4415
920729.BJ,20250707,4.4415
920729.BJ,20250704,4.4415
