ts_code,trade_date,adj_factor
000012.SZ,20251231,30.3449
000012.SZ,20251230,30.3449
000012.SZ,20251229,30.3449
000012.SZ,20251226,30.3449
000012.SZ,20251225,30.3449
000012.SZ,20251224,30.3449
000012.SZ,20251223,30.3449
000012.SZ,20251222,30.3449
000012.SZ,20251219,30.3449
000012.SZ,20251218,30.3449
000012.SZ,20251217,30.3449
000012.SZ,20251216,30.3449
000012.SZ,20251215,30.3449
000012.SZ,20251212,30.3449
000012.SZ,20251211,30.3449
000012.SZ,20251210,30.3449
000012.SZ,20251209,30.3449
000012.SZ,20251208,30.3449
000012.SZ,20251205,30.3449
000012.SZ,20251204,30.3449
000012.SZ,20251203,30.3449
000012.SZ,20251202,30.3449
000012.SZ,20251201,30.3449
000012.SZ,20251128,30.3449
000012.SZ,20251127,30.3449
000012.SZ,20251126,30.3449
000012.SZ,20251125,30.3449
000012.SZ,20251124,30.3449
000012.SZ,20251121,30.3449
000012.SZ,20251120,30.3449
000012.SZ,20251119,30.3449
000012.SZ,20251118,30.3449
000012.SZ,20251117,30.3449
000012.SZ,20251114,30.3449
000012.SZ,20251113,30.3449
000012.SZ,20251112,30.3449
000012.SZ,20251111,30.3449
000012.SZ,20251110,30.3449
000012.SZ,20251107,30.3449
000012.SZ,20251106,30.3449
000012.SZ,20251105,30.3449
000012.SZ,20251104,30.3449
000012.SZ,20251103,30.3449
000012.SZ,20251031,30.3449
000012.SZ,20251030,30.3449
000012.SZ,20251029,30.3449
000012.SZ,20251028,30.3449
000012.SZ,20251027,30.3449
000012.SZ,20251024,30.3449
000012.SZ,20251023,30.3449
000012.SZ,20251022,30.3449
000012.SZ,20251021,30.3449
000012.SZ,20251020,30.3449
000012.SZ,20251017,30.3449
000012.SZ,20251016,30.3449
000012.SZ,20251015,30.3449
000012.SZ,20251014,30.3449
000012.SZ,20251013,30.3449
000012.SZ,20251010,30.3449
000012.SZ,20251009,30.3449
000012.SZ,20250930,30.3449
000012.SZ,20250929,30.3449
000012.SZ,20250926,30.3449
000012.SZ,20250925,30.3449
000012.SZ,20250924,30.3449
000012.SZ,20250923,30.3449
000012.SZ,20250922,30.3449
000012.SZ,20250919,30.3449
000012.SZ,20250918,30.3449
000012.SZ,20250917,30.3449
000012.SZ,20250916,30.3449
000012.SZ,20250915,30.3449
000012.SZ,20250912,30.3449
000012.SZ,20250911,30.3449
000012.SZ,20250910,30.3449
000012.SZ,20250909,30.3449
000012.SZ,20250908,30.3449
000012.SZ,20250905,30.3449
000012.SZ,20250904,30.3449
000012.SZ,20250903,30.3449
000012.SZ,20250902,30.3449
000012.SZ,20250901,30.3449
000012.SZ,20250829,30.3449
000012.SZ,20250828,30.3449
000012.SZ,20250827,30.3449
000012.SZ,20250826,30.3449
000012.SZ,20250825,30.3449
000012.SZ,20250822,30.3449
000012.SZ,20250821,30.3449
000012.SZ,20250820,30.3449
000012.SZ,20250819,30.3449
000012.SZ,20250818,30.3449
000012.SZ,20250815,30.3449
