ts_code,trade_date,adj_factor
920374.BJ,20251231,5.5678
920374.BJ,20251230,5.5678
920374.BJ,20251229,5.5678
920374.BJ,20251226,5.5678
920374.BJ,20251225,5.5678
920374.BJ,20251224,5.5678
920374.BJ,20251223,5.5678
920374.BJ,20251222,5.5678
920374.BJ,20251219,5.5678
920374.BJ,20251218,5.5678
920374.BJ,20251217,5.5678
920374.BJ,20251216,5.5678
920374.BJ,20251215,5.5678
920374.BJ,20251212,5.5678
920374.BJ,20251211,5.5678
920374.BJ,20251210,5.5678
920374.BJ,20251209,5.5678
920374.BJ,20251208,5.5678
920374.BJ,20251205,5.5678
920374.BJ,20251204,5.5678
920374.BJ,20251203,5.5678
920374.BJ,20251202,5.5678
920374.BJ,20251201,5.5678
920374.BJ,20251128,5.5678
920374.BJ,20251127,5.5678
920374.BJ,20251126,5.5678
920374.BJ,20251125,5.5678
920374.BJ,20251124,5.5678
920374.BJ,20251121,5.5678
920374.BJ,20251120,5.5678
920374.BJ,20251119,5.5678
920374.BJ,20251118,5.5678
920374.BJ,20251117,5.5678
920374.BJ,20251114,5.5678
920374.BJ,20251113,5.5678
920374.BJ,20251112,5.5678
920374.BJ,20251111,5.5678
920374.BJ,20251110,5.5678
920374.BJ,20251107,5.5678
920374.BJ,20251106,5.5678
920374.BJ,20251105,5.5678
920374.BJ,20251104,5.5678
920374.BJ,20251103,5.5678
920374.BJ,20251031,5.5678
920374.BJ,20251030,5.5678
920374.BJ,20251029,5.5678
920374.BJ,20251028,5.5678
920374.BJ,20251027,5.5678
920374.BJ,20251024,5.5678
920374.BJ,20251023,5.5678
920374.BJ,20251022,5.5678
920374.BJ,20251021,5.5678
920374.BJ,20251020,5.5678
920374.BJ,20251017,5.5678
920374.BJ,20251016,5.5678
920374.BJ,20251015,5.5678
920374.BJ,20251014,5.5678
920374.BJ,20251013,5.5678
920374.BJ,20251010,5.5678
920374.BJ,20251009,5.5678
920374.BJ,20250930,5.5678
920374.BJ,20250929,5.5678
920374.BJ,20250926,5.5678
920374.BJ,20250925,5.5678
920374.BJ,20250924,5.5678
920374.BJ,20250923,5.5678
920374.BJ,20250922,5.5678
920374.BJ,20250919,5.5678
920374.BJ,20250918,5.5678
920374.BJ,20250917,5.5678
920374.BJ,20250916,5.5678
920374.BJ,20250915,5.5678
920374.BJ,20250912,5.5678
920374.BJ,20250911,5.5678
920374.BJ,20250910,5.5678
920374.BJ,20250909,5.5678
920374.BJ,20250908,5.5678
920374.BJ,20250905,5.5678
920374.BJ,20250904,5.5678
920374.BJ,20250903,5.5678
920374.BJ,20250902,5.5678
920374.BJ,20250901,5.5678
920374.BJ,20250829,5.5678
920374.BJ,20250828,5.5678
920374.BJ,20250827,5.5678
920374.BJ,20250826,5.5678
920374.BJ,20250825,5.5678
920374.BJ,20250822,5.5678
920374.BJ,20250821,5.5678
920374.BJ,20250820,5.5678
920374.BJ,20250819,5.5678
920374.BJ,20250818,5.5678
920374.BJ,20250815,5.5678
920374.BJ,20250814,5.5678
920374.BJ,20250813,5.5678
920374.BJ,20250812,5.5678
920374.BJ,20250811,5.5678
920374.BJ,20250808,5.5678
920374.BJ,20250807,5.5678
920374.BJ,20250806,5.5678
920374.BJ,20250805,5.5678
920374.BJ,20250804,5.5678
920374.BJ,20250801,5.5678
920374.BJ,20250731,5.5678
920374.BJ,20250730,5.5678
920374.BJ,20250729,5.5678
920374.BJ,20250728,5.5678
920374.BJ,20250725,5.5678
920374.BJ,20250724,5.5678
920374.BJ,20250723,5.5678
920374.BJ,20250722,5.5678
920374.BJ,20250721,5.5678
920374.BJ,20250718,5.5678
920374.BJ,20250717,5.5678
920374.BJ,20250716,5.5678
920374.BJ,20250715,5.5678
920374.BJ,20250714,5.5678
920374.BJ,20250711,5.5678
920374.BJ,20250710,5.5678
920374.BJ,20250709,5.5678
920374.BJ,20250708,5.5678
920374.BJ,20250707,5.5678
920374.BJ,20250704,5.5678
920374.BJ,20250703,5.5678
920374.BJ,20250702,5.5678
920374.BJ,20250701,5.5678
920374.BJ,20250630,5.5678
920374.BJ,20250627,5.5678
920374.BJ,20250626,5.5678
920374.BJ,20250625,5.5678
920374.BJ,20250624,5.5678
920374.BJ,20250623,5.5484
920374.BJ,20250620,5.5484
920374.BJ,20250619,5.5484
920374.BJ,20250618,5.5484
920374.BJ,20250617,5.5484
920374.BJ,20250616,5.5484
920374.BJ,20250613,5.5484
920374.BJ,20250612,5.5484
920374.BJ,20250611,5.5484
920374.BJ,20250610,5.5484
920374.BJ,20250609,5.5484
920374.BJ,20250606,5.5484
920374.BJ,20250605,5.5484
920374.BJ,20250604,5.5484
920374.BJ,20250603,5.5484
920374.BJ,20250530,5.5484
920374.BJ,20250529,5.5484
920374.BJ,20250528,5.5484
920374.BJ,20250527,5.5484
920374.BJ,20250526,5.5484
920374.BJ,20250523,5.5484
920374.BJ,20250522,5.5484
920374.BJ,20250521,5.5484
920374.BJ,20250520,5.5484
920374.BJ,20250519,5.5484
920374.BJ,20250516,5.5484
920374.BJ,20250515,5.5484
920374.BJ,20250514,5.5484
920374.BJ,20250513,5.5484
920374.BJ,20250512,5.5484
920374.BJ,20250509,5.5484
920374.BJ,20250508,5.5484
920374.BJ,20250507,5.5484
920374.BJ,20250506,5.5484
920374.BJ,20250430,5.5484
