ts_code,trade_date,adj_factor
600717.SH,20251231,34.8547
600717.SH,20251230,34.8547
600717.SH,20251229,34.8547
600717.SH,20251226,34.8547
600717.SH,20251225,34.8547
600717.SH,20251224,34.8547
600717.SH,20251223,34.8547
600717.SH,20251222,34.8547
600717.SH,20251219,34.8547
600717.SH,20251218,34.8547
600717.SH,20251217,34.8547
600717.SH,20251216,34.8547
600717.SH,20251215,34.8547
600717.SH,20251212,34.8547
600717.SH,20251211,34.8547
600717.SH,20251210,34.8547
600717.SH,20251209,34.8547
600717.SH,20251208,34.8547
600717.SH,20251205,34.8547
600717.SH,20251204,34.8547
600717.SH,20251203,34.8547
600717.SH,20251202,34.8547
600717.SH,20251201,34.8547
600717.SH,20251128,34.8547
600717.SH,20251127,34.8547
600717.SH,20251126,34.8547
600717.SH,20251125,34.8547
600717.SH,20251124,34.8547
600717.SH,20251121,34.8547
600717.SH,20251120,34.8547
600717.SH,20251119,34.8547
600717.SH,20251118,34.8547
600717.SH,20251117,34.8547
600717.SH,20251114,34.8547
600717.SH,20251113,34.8547
600717.SH,20251112,34.8547
600717.SH,20251111,34.8547
600717.SH,20251110,34.8547
600717.SH,20251107,34.8547
600717.SH,20251106,34.8547
600717.SH,20251105,34.8547
600717.SH,20251104,34.8547
600717.SH,20251103,34.8547
600717.SH,20251031,34.8547
600717.SH,20251030,34.8547
600717.SH,20251029,34.8547
600717.SH,20251028,34.8547
600717.SH,20251027,34.8547
600717.SH,20251024,34.8547
600717.SH,20251023,34.8547
600717.SH,20251022,34.8547
600717.SH,20251021,34.8547
600717.SH,20251020,34.8547
600717.SH,20251017,34.8547
600717.SH,20251016,34.8547
600717.SH,20251015,34.8547
600717.SH,20251014,34.8547
600717.SH,20251013,34.8547
600717.SH,20251010,34.8547
600717.SH,20251009,34.8547
600717.SH,20250930,34.8547
600717.SH,20250929,34.8547
600717.SH,20250926,34.8547
600717.SH,20250925,34.8547
600717.SH,20250924,34.8547
600717.SH,20250923,34.8547
600717.SH,20250922,34.8547
600717.SH,20250919,34.8547
600717.SH,20250918,34.8547
600717.SH,20250917,34.8547
600717.SH,20250916,34.8547
600717.SH,20250915,34.8547
600717.SH,20250912,34.8547
600717.SH,20250911,34.8547
600717.SH,20250910,34.8547
600717.SH,20250909,34.8547
600717.SH,20250908,34.8547
600717.SH,20250905,34.8547
600717.SH,20250904,34.8547
600717.SH,20250903,34.8547
600717.SH,20250902,34.8547
600717.SH,20250901,34.8547
600717.SH,20250829,34.8547
600717.SH,20250828,34.8547
600717.SH,20250827,34.8547
600717.SH,20250826,34.8547
600717.SH,20250825,34.8547
600717.SH,20250822,34.8547
600717.SH,20250821,34.8547
600717.SH,20250820,34.8547
600717.SH,20250819,34.8547
600717.SH,20250818,34.8547
600717.SH,20250815,34.8547
600717.SH,20250814,34.8547
600717.SH,20250813,34.8547
600717.SH,20250812,34.8547
600717.SH,20250811,34.8547
600717.SH,20250808,34.8547
600717.SH,20250807,34.8547
600717.SH,20250806,34.8547
600717.SH,20250805,34.8547
600717.SH,20250804,34.8547
600717.SH,20250801,34.8547
600717.SH,20250731,34.8547
600717.SH,20250730,34.8547
600717.SH,20250729,34.8547
600717.SH,20250728,34.8547
600717.SH,20250725,34.8547
600717.SH,20250724,34.8547
600717.SH,20250723,34.8547
600717.SH,20250722,34.8547
600717.SH,20250721,34.8547
600717.SH,20250718,34.8547
600717.SH,20250717,34.8547
600717.SH,20250716,34.8547
600717.SH,20250715,34.8547
600717.SH,20250714,34.8547
600717.SH,20250711,34.8547
600717.SH,20250710,34.8547
600717.SH,20250709,34.8547
