ts_code,trade_date,adj_factor
920339.BJ,20251231,8.1467
920339.BJ,20251230,8.1467
920339.BJ,20251229,8.1467
920339.BJ,20251226,8.1467
920339.BJ,20251225,8.1467
920339.BJ,20251224,8.1467
920339.BJ,20251223,8.1467
920339.BJ,20251222,8.1467
920339.BJ,20251219,8.1467
920339.BJ,20251218,8.1467
920339.BJ,20251217,8.1467
920339.BJ,20251216,8.1467
920339.BJ,20251215,8.1467
920339.BJ,20251212,8.1467
920339.BJ,20251211,8.1467
920339.BJ,20251210,8.1467
920339.BJ,20251209,8.1467
920339.BJ,20251208,8.1467
920339.BJ,20251205,8.1467
920339.BJ,20251204,8.1467
920339.BJ,20251203,8.1467
920339.BJ,20251202,8.1467
920339.BJ,20251201,8.1467
920339.BJ,20251128,8.1467
920339.BJ,20251127,8.1467
920339.BJ,20251126,8.1467
920339.BJ,20251125,8.1467
920339.BJ,20251124,8.1467
920339.BJ,20251121,8.1467
920339.BJ,20251120,8.1467
920339.BJ,20251119,8.1467
920339.BJ,20251118,8.1467
920339.BJ,20251117,8.1467
920339.BJ,20251114,8.1467
920339.BJ,20251113,8.1467
920339.BJ,20251112,8.1467
920339.BJ,20251111,8.1467
920339.BJ,20251110,8.1467
920339.BJ,20251107,8.1467
920339.BJ,20251106,8.1467
920339.BJ,20251105,8.1467
920339.BJ,20251104,8.1467
920339.BJ,20251103,8.1467
920339.BJ,20251031,8.1467
920339.BJ,20251030,8.1467
920339.BJ,20251029,8.1467
920339.BJ,20251028,8.1467
920339.BJ,20251027,8.1467
920339.BJ,20251024,8.1467
920339.BJ,20251023,8.1467
920339.BJ,20251022,8.1467
920339.BJ,20251021,8.1467
920339.BJ,20251020,8.1467
920339.BJ,20251017,8.1467
920339.BJ,20251016,8.1467
920339.BJ,20251015,8.1467
920339.BJ,20251014,8.1467
920339.BJ,20251013,8.1467
920339.BJ,20251010,8.1467
920339.BJ,20251009,8.1467
920339.BJ,20250930,8.1467
920339.BJ,20250929,8.1467
