ts_code,trade_date,adj_factor
601616.SH,20251231,2.2049
601616.SH,20251230,2.2049
601616.SH,20251229,2.2049
601616.SH,20251226,2.2049
601616.SH,20251225,2.2049
601616.SH,20251224,2.2049
601616.SH,20251223,2.2049
601616.SH,20251222,2.2049
601616.SH,20251219,2.2049
601616.SH,20251218,2.2049
601616.SH,20251217,2.2049
601616.SH,20251216,2.2049
601616.SH,20251215,2.2049
601616.SH,20251212,2.2049
601616.SH,20251211,2.2049
601616.SH,20251210,2.2049
601616.SH,20251209,2.2049
601616.SH,20251208,2.2049
601616.SH,20251205,2.2049
601616.SH,20251204,2.2049
601616.SH,20251203,2.2049
601616.SH,20251202,2.2049
601616.SH,20251201,2.2049
601616.SH,20251128,2.2049
601616.SH,20251127,2.2049
601616.SH,20251126,2.2049
601616.SH,20251125,2.2049
601616.SH,20251124,2.2049
601616.SH,20251121,2.2049
601616.SH,20251120,2.2049
601616.SH,20251119,2.2049
601616.SH,20251118,2.2049
601616.SH,20251117,2.2049
601616.SH,20251114,2.2049
601616.SH,20251113,2.2049
601616.SH,20251112,2.2049
601616.SH,20251111,2.2049
601616.SH,20251110,2.2049
601616.SH,20251107,2.2049
601616.SH,20251106,2.2049
601616.SH,20251105,2.2049
601616.SH,20251104,2.2049
601616.SH,20251103,2.2049
601616.SH,20251031,2.2049
601616.SH,20251030,2.2049
601616.SH,20251029,2.2049
601616.SH,20251028,2.2049
601616.SH,20251027,2.2049
601616.SH,20251024,2.2049
601616.SH,20251023,2.2049
601616.SH,20251022,2.2049
601616.SH,20251021,2.2049
601616.SH,20251020,2.2049
601616.SH,20251017,2.2049
601616.SH,20251016,2.2049
601616.SH,20251015,2.2049
601616.SH,20251014,2.2049
601616.SH,20251013,2.2049
601616.SH,20251010,2.2049
601616.SH,20251009,2.2049
601616.SH,20250930,2.2049
601616.SH,20250929,2.2049
601616.SH,20250926,2.2049
601616.SH,20250925,2.2049
601616.SH,20250924,2.2049
601616.SH,20250923,2.2049
601616.SH,20250922,2.2049
601616.SH,20250919,2.2049
601616.SH,20250918,2.2049
601616.SH,20250917,2.2049
601616.SH,20250916,2.2049
601616.SH,20250915,2.2049
601616.SH,20250912,2.2049
601616.SH,20250911,2.2049
601616.SH,20250910,2.2049
601616.SH,20250909,2.2049
601616.SH,20250908,2.2049
601616.SH,20250905,2.2049
601616.SH,20250904,2.2049
601616.SH,20250903,2.2049
601616.SH,20250902,2.2049
601616.SH,20250901,2.2049
601616.SH,20250829,2.2049
601616.SH,20250828,2.2049
601616.SH,20250827,2.2049
601616.SH,20250826,2.2049
601616.SH,20250825,2.2049
