ts_code,trade_date,adj_factor
603027.SH,20251231,8.2956
603027.SH,20251230,8.2956
603027.SH,20251229,8.2956
603027.SH,20251226,8.2956
603027.SH,20251225,8.2956
603027.SH,20251224,8.2956
603027.SH,20251223,8.2956
603027.SH,20251222,8.2956
603027.SH,20251219,8.2956
603027.SH,20251218,8.2956
603027.SH,20251217,8.2956
603027.SH,20251216,8.2956
603027.SH,20251215,8.2956
603027.SH,20251212,8.2956
603027.SH,20251211,8.2956
603027.SH,20251210,8.2956
603027.SH,20251209,8.2956
603027.SH,20251208,8.2956
603027.SH,20251205,8.2956
603027.SH,20251204,8.2956
603027.SH,20251203,8.2956
603027.SH,20251202,8.2956
603027.SH,20251201,8.2956
603027.SH,20251128,8.2956
603027.SH,20251127,8.2956
603027.SH,20251126,8.2956
603027.SH,20251125,8.2956
603027.SH,20251124,8.2956
603027.SH,20251121,8.2956
603027.SH,20251120,8.2956
603027.SH,20251119,8.2956
603027.SH,20251118,8.2956
603027.SH,20251117,8.2956
603027.SH,20251114,8.2956
603027.SH,20251113,8.2956
603027.SH,20251112,8.2956
603027.SH,20251111,8.2956
603027.SH,20251110,8.2956
603027.SH,20251107,8.2956
603027.SH,20251106,8.2956
603027.SH,20251105,8.2956
603027.SH,20251104,8.2956
603027.SH,20251103,8.2956
603027.SH,20251031,8.2956
603027.SH,20251030,8.2956
603027.SH,20251029,8.2956
603027.SH,20251028,8.2956
603027.SH,20251027,8.2956
603027.SH,20251024,8.2956
603027.SH,20251023,8.2956
603027.SH,20251022,6.3242
603027.SH,20251021,6.3242
603027.SH,20251020,6.3242
603027.SH,20251017,6.3242
603027.SH,20251016,6.3242
603027.SH,20251015,6.3242
603027.SH,20251014,6.3242
603027.SH,20251013,6.3242
603027.SH,20251010,6.3242
603027.SH,20251009,6.3242
603027.SH,20250930,6.3242
603027.SH,20250929,6.3242
603027.SH,20250926,6.3242
603027.SH,20250925,6.3242
603027.SH,20250924,6.3242
603027.SH,20250923,6.3242
603027.SH,20250922,6.3242
603027.SH,20250919,6.3242
603027.SH,20250918,6.3242
603027.SH,20250917,6.3242
603027.SH,20250916,6.3242
603027.SH,20250915,6.3242
603027.SH,20250912,6.3242
603027.SH,20250911,6.3242
603027.SH,20250910,6.3242
603027.SH,20250909,6.3242
603027.SH,20250908,6.3242
603027.SH,20250905,6.3242
603027.SH,20250904,6.3242
603027.SH,20250903,6.3242
603027.SH,20250902,6.3242
603027.SH,20250901,6.3242
603027.SH,20250829,6.3242
603027.SH,20250828,6.3242
603027.SH,20250827,6.3242
603027.SH,20250826,6.3242
603027.SH,20250825,6.3242
603027.SH,20250822,6.3242
603027.SH,20250821,6.3242
603027.SH,20250820,6.3242
603027.SH,20250819,6.3242
603027.SH,20250818,6.3242
603027.SH,20250815,6.3242
603027.SH,20250814,6.3242
603027.SH,20250813,6.3242
603027.SH,20250812,6.3242
603027.SH,20250811,6.3242
603027.SH,20250808,6.3242
603027.SH,20250807,6.3242
603027.SH,20250806,6.3242
603027.SH,20250805,6.3242
603027.SH,20250804,6.3242
603027.SH,20250801,6.3242
603027.SH,20250731,6.3242
603027.SH,20250730,6.3242
603027.SH,20250729,6.071
603027.SH,20250728,6.071
603027.SH,20250725,6.071
603027.SH,20250724,6.071
603027.SH,20250723,6.071
603027.SH,20250722,6.071
603027.SH,20250721,6.071
603027.SH,20250718,6.071
603027.SH,20250717,6.071
603027.SH,20250716,6.071
603027.SH,20250715,6.071
603027.SH,20250714,6.071
