ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002058.SZ,20251231,4365,1007.2,6831,1581.34,7649,1765.65,9215,2135.55,8448,1960.78,6907,1599.5,3560,825.29,1069,242.54,970,244.99
002058.SZ,20251230,5512,1243.87,4319,974.83,7068,1595.82,6979,1576.1,5393,1218.22,6593,1488.98,847,190.79,929,208.78,-244,-48.2
002058.SZ,20251229,4511,1036.38,2272,522.33,4832,1110.17,5511,1266.98,2299,528.24,3859,885.48,0,0.0,0,0.0,148,36.28
002058.SZ,20251226,3822,876.54,2950,678.66,6855,1573.81,6429,1478.08,4982,1145.44,6435,1476.73,1482,342.83,1327,305.15,2017,468.83
002058.SZ,20251225,4166,960.3,3857,891.08,6941,1600.19,7441,1717.38,5128,1183.82,4937,1135.85,0,0.0,0,0.0,-4014,-922.55
002058.SZ,20251224,3875,899.35,4830,1125.23,6913,1610.55,8153,1897.6,6545,1523.45,5044,1174.17,1267,297.46,573,133.81,1846,431.3
002058.SZ,20251223,4746,1059.52,5203,1166.92,7747,1734.88,10257,2297.71,5422,1218.41,3095,690.7,2143,478.54,1503,336.02,-432,-87.45
002058.SZ,20251222,4921,1108.05,5755,1297.59,8632,1946.98,9976,2251.36,9083,2052.88,8405,1897.26,3927,893.98,2427,555.68,-1058,-239.88
002058.SZ,20251219,5176,1135.13,6258,1373.12,8365,1834.9,8873,1947.35,7956,1747.47,5611,1230.93,0,0.0,755,166.1,-3623,-788.54
002058.SZ,20251218,2068,439.85,4197,897.25,4721,1009.08,7651,1636.1,9586,2055.36,6007,1289.71,2747,591.07,1267,272.29,1132,240.2
002058.SZ,20251217,3454,704.89,4169,852.38,5473,1118.16,5303,1084.69,2493,510.25,1948,397.48,500,102.25,500,101.0,-832,-166.14
002058.SZ,20251216,7102,1418.07,4753,951.69,6686,1336.92,8438,1685.84,5029,1003.02,5134,1021.06,173,33.91,665,133.34,-234,-45.86
002058.SZ,20251215,5609,1159.71,2169,451.65,7303,1510.75,5364,1113.41,6785,1410.26,6139,1269.26,2117,437.58,8142,1683.99,1364,289.34
002058.SZ,20251212,3190,680.19,2357,502.95,4171,889.28,4182,891.86,2154,459.65,3456,737.27,480,102.96,0,0.0,-2013,-428.37
002058.SZ,20251211,4664,1010.98,3267,709.84,6520,1415.29,5860,1272.34,5576,1212.34,6024,1304.59,1323,286.84,2932,638.68,-10051,-2179.07
002058.SZ,20251210,4345,952.37,4456,977.57,7000,1535.36,6554,1435.28,3730,817.51,2879,631.39,240,52.18,1426,313.18,1059,242.28
002058.SZ,20251209,4805,1060.74,4571,1009.31,9500,2094.58,9829,2166.52,4572,1010.48,3825,846.16,1580,349.2,2231,493.01,-2364,-516.94
002058.SZ,20251208,6177,1350.87,8672,1900.41,14645,3211.14,11993,2626.9,9570,2107.53,8140,1787.5,2829,630.02,4416,984.77,-5465,-1228.84
002058.SZ,20251205,3448,722.97,3409,717.05,5964,1251.4,6300,1323.05,3471,727.93,3141,657.56,907,191.72,940,196.35,-1330,-272.09
002058.SZ,20251204,4914,1029.18,5597,1176.72,8137,1710.57,9644,2030.64,6496,1368.4,5755,1196.16,1451,295.79,2,0.41,-1102,-236.72
002058.SZ,20251203,6240,1305.23,4716,987.3,9199,1922.24,8628,1804.14,5483,1144.53,7578,1580.55,0,0.0,0,0.0,-4924,-1023.76
002058.SZ,20251202,5138,1089.63,3972,843.77,8460,1795.27,8056,1711.49,3145,663.73,3174,670.96,84,17.94,1625,340.35,1157,249.99
002058.SZ,20251201,8466,1798.76,4234,900.84,11501,2441.64,7736,1646.1,10654,2263.99,9554,2022.3,6548,1392.79,15645,3327.94,-229,-35.88
002058.SZ,20251128,9131,1983.73,4264,927.0,10348,2250.71,9297,2022.09,15954,3468.44,8698,1886.37,3288,712.95,16462,3580.36,7235,1575.29
002058.SZ,20251127,5012,1132.29,4106,931.02,8236,1865.09,7971,1807.47,5288,1192.5,3499,794.79,514,114.16,3474,770.76,3136,701.38
002058.SZ,20251126,4192,943.67,3676,830.64,8205,1853.72,6155,1391.44,3156,708.91,4018,901.39,953,217.57,2657,600.39,1194,271.09
002058.SZ,20251125,5495,1234.43,4514,1018.23,8319,1871.72,8317,1871.46,5194,1171.64,5338,1199.98,2570,584.68,3409,772.8,-2118,-480.91
002058.SZ,20251124,5811,1305.73,3567,803.45,8542,1920.63,8510,1917.1,4793,1076.53,5750,1289.82,3000,669.86,4319,962.38,2411,535.97
002058.SZ,20251121,4924,1167.41,1992,475.51,7179,1700.64,4536,1081.33,6029,1434.38,6022,1436.01,3500,820.75,9082,2130.32,2836,648.25
002058.SZ,20251120,3055,749.04,2875,706.98,4732,1161.91,4591,1128.05,5714,1403.97,4990,1223.74,554,136.2,1599,392.34,-1140,-275.29
002058.SZ,20251119,4530,1121.43,3220,799.01,6344,1574.36,5999,1487.7,5960,1469.65,4953,1224.38,5613,1375.24,8275,2029.59,-1339,-340.23
002058.SZ,20251118,4850,1231.25,3909,994.74,7767,1973.32,8598,2183.7,7181,1826.6,6185,1572.92,939,237.21,2045,517.03,-3853,-971.09
002058.SZ,20251117,5667,1441.12,4790,1220.56,9991,2542.99,9457,2406.13,9849,2506.63,12941,3301.3,5341,1365.41,3660,928.17,-6080,-1548.57
002058.SZ,20251114,2514,624.59,4821,1219.21,4727,1179.7,10698,2689.07,10285,2597.34,8221,2086.44,10071,2571.85,3857,978.76,-6823,-1776.59
002058.SZ,20251113,4832,1181.32,4581,1130.0,8527,2092.87,8271,2037.05,8685,2133.14,7598,1868.19,2282,562.57,3876,934.67,-1252,-316.28
002058.SZ,20251112,5340,1307.78,2847,699.15,6757,1654.87,5098,1249.21,5034,1232.85,7269,1778.03,0,0.0,1917,469.12,-2593,-634.55
002058.SZ,20251111,5702,1420.77,3752,935.05,7813,1946.26,6721,1674.29,6945,1730.23,7148,1781.31,550,135.46,3389,842.08,-3748,-933.49
002058.SZ,20251110,8502,2195.92,7512,1946.85,15326,3960.73,15127,3926.31,11544,2995.89,16559,4283.15,6628,1721.89,2802,718.13,-12368,-3191.55
002058.SZ,20251107,3182,812.72,6026,1557.27,7246,1857.57,11302,2913.66,13630,3537.49,7856,2035.1,5943,1558.13,4817,1259.88,-1489,-409.0
002058.SZ,20251106,5154,1276.13,4755,1179.98,9775,2424.95,8908,2207.86,7403,1831.84,8227,2033.58,1312,325.41,1754,436.91,404,102.65
002058.SZ,20251105,7064,1731.84,6394,1575.49,11232,2756.35,11302,2779.7,12507,3079.27,11763,2884.5,837,208.0,2181,535.78,-1200,-271.36
002058.SZ,20251104,7505,1883.56,5997,1509.41,12123,3045.7,11313,2852.52,8359,2108.4,9315,2337.32,982,241.08,2344,579.5,-3061,-761.68
002058.SZ,20251103,7367,1822.27,6240,1548.73,11523,2854.06,11885,2945.3,7538,1866.23,7666,1891.55,949,236.39,1586,393.37,-211,-35.45
002058.SZ,20251031,10093,2547.91,7731,1960.31,14273,3605.05,14112,3570.62,10392,2628.46,13419,3381.62,3822,964.9,3318,833.78,-5008,-1266.23
002058.SZ,20251030,14511,3909.84,8808,2388.7,23689,6407.72,24910,6770.06,19815,5398.83,27262,7406.2,11334,3140.95,8369,2292.39,-15519,-4148.41
002058.SZ,20251029,10935,2941.08,9274,2496.65,20191,5439.89,24662,6639.36,19586,5276.81,20112,5436.94,6893,1885.43,3557,970.27,-17753,-4788.79
002058.SZ,20251028,1907,506.71,2705,721.29,4299,1142.85,6166,1645.13,6343,1694.04,3977,1059.71,2742,737.44,2443,654.91,2843,761.86
002058.SZ,20251027,957,241.18,2170,550.01,2069,525.02,4023,1021.93,6663,1697.93,3584,914.64,1024,261.95,936,239.49,-1445,-374.19
002058.SZ,20251024,6394,1581.46,4559,1130.61,10450,2586.66,10899,2698.04,9356,2315.03,8298,2053.28,500,122.7,2944,723.91,-1190,-293.67
002058.SZ,20251023,10250,2526.45,5903,1457.15,15872,3913.02,10538,2602.92,8180,2015.72,12929,3188.61,421,103.06,5352,1309.56,-1422,-340.32
002058.SZ,20251022,6448,1658.59,4681,1206.3,10909,2805.91,9021,2322.18,4779,1229.65,8028,2062.14,0,0.0,406,103.54,-5886,-1512.9
002058.SZ,20251021,5990,1571.75,6665,1749.79,10493,2755.91,11134,2926.1,8131,2134.5,7013,1837.77,198,51.5,0,0.0,826,226.77
002058.SZ,20251020,6529,1682.17,6332,1634.71,12647,3259.49,10158,2622.19,10021,2573.18,10855,2786.62,2286,586.45,4138,1057.77,2323,598.8
