ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
688426.SH,20251231,4582,1092.09,4579,1091.37,1883,449.19,1670,398.52,100,24.18,317,75.57,0,0.0,0,0.0,-1209,-288.26
688426.SH,20251230,3634,873.08,4192,1006.13,1113,266.69,1166,279.86,706,169.53,96,23.31,0,0.0,0,0.0,-1652,-395.48
688426.SH,20251229,5366,1301.15,5334,1293.31,1596,386.76,1920,465.24,528,128.11,236,57.48,0,0.0,0,0.0,-330,-78.93
688426.SH,20251226,5035,1225.31,5101,1241.02,2146,520.07,2535,614.65,1053,254.67,597,144.38,0,0.0,0,0.0,-801,-193.21
688426.SH,20251225,4251,1038.02,4639,1132.24,2051,501.31,1802,441.09,698,171.36,562,138.13,3,0.78,0,0.0,-1081,-262.52
688426.SH,20251224,4394,1073.19,4679,1142.78,1392,339.11,1179,288.0,852,207.45,332,80.37,0,0.0,446,108.58,84,21.48
688426.SH,20251223,3398,838.31,4039,995.92,1877,462.22,1582,389.56,458,112.42,112,27.47,0,0.0,0,0.0,-1038,-255.7
688426.SH,20251222,8155,2040.82,7424,1857.19,2261,565.43,3092,774.01,1209,302.02,1108,277.07,0,0.0,0,0.0,1353,340.1
688426.SH,20251219,6640,1629.2,6871,1687.38,2038,498.75,2022,495.63,669,167.71,471,116.73,17,4.07,0,0.0,-319,-78.85
688426.SH,20251218,3466,845.59,3394,827.87,1000,243.78,851,207.52,126,30.63,347,84.61,0,0.0,0,0.0,-449,-108.58
688426.SH,20251217,3563,867.03,3882,943.68,1897,461.32,1348,328.31,805,195.51,593,144.95,0,0.0,442,106.92,468,115.33
688426.SH,20251216,5176,1277.92,6344,1566.65,2274,561.14,1051,259.9,379,93.68,722,176.6,977,240.18,690,169.77,-612,-151.97
688426.SH,20251215,9540,2398.55,11222,2825.06,6120,1548.58,5231,1325.87,3499,885.89,3144,795.2,438,113.12,0,0.0,-1651,-428.73
688426.SH,20251212,8088,1980.09,8704,2133.64,5131,1257.74,4289,1050.58,838,207.14,1063,260.75,0,0.0,0,0.0,-2197,-542.96
688426.SH,20251211,5255,1296.79,6172,1523.89,3276,807.79,2094,515.81,1014,248.63,1282,314.07,2,0.57,0,0.0,-600,-150.95
688426.SH,20251210,5534,1388.66,5430,1362.91,2193,550.22,2021,507.84,515,129.03,791,197.16,0,0.0,0,0.0,-593,-149.94
688426.SH,20251209,4466,1137.1,4358,1108.5,2388,607.61,2218,564.37,1099,279.1,316,80.35,0,0.0,1060,270.58,324,84.77
688426.SH,20251208,6427,1658.29,6458,1666.73,3014,777.37,2799,722.39,1423,367.22,1418,365.53,398,101.73,587,149.95,814,208.22
688426.SH,20251205,5179,1344.09,5704,1480.03,1518,393.84,1347,350.6,354,92.71,0,0.0,0,0.0,0,0.0,-77,-20.02
688426.SH,20251204,8311,2150.3,9443,2443.19,4135,1070.02,3190,825.8,1260,323.77,1073,275.11,0,0.0,0,0.0,-1448,-370.58
688426.SH,20251203,6455,1689.25,6217,1626.98,3140,818.93,2798,730.44,830,215.97,1409,366.73,0,0.0,0,0.0,120,31.98
688426.SH,20251202,7181,1938.39,7024,1895.53,2945,792.18,2506,675.34,815,219.85,1411,379.55,0,0.0,0,0.0,-2025,-545.67
688426.SH,20251201,9306,2576.4,11396,3154.7,5019,1387.85,3408,943.25,3091,860.8,2627,731.19,15,4.09,0,0.0,-2535,-703.36
688426.SH,20251128,12998,3540.55,11762,3204.26,3487,950.53,4253,1160.11,2002,550.68,2073,567.51,0,0.0,400,109.88,537,158.72
688426.SH,20251127,21173,5739.97,20770,5632.63,15834,4285.72,18542,5019.93,9166,2488.4,7317,1985.48,1358,364.15,901,240.2,-6118,-1644.09
688426.SH,20251126,12589,3793.82,11880,3590.64,11606,3473.46,10964,3282.48,7695,2265.4,6528,1931.72,1118,348.65,3637,1076.5,-2464,-723.66
688426.SH,20251125,5294,1634.88,4600,1419.69,5890,1818.3,6170,1906.26,2190,676.96,1702,525.16,2050,632.54,2954,911.57,3371,1041.47
688426.SH,20251124,6628,2021.07,5839,1779.12,4504,1377.41,4891,1495.33,2024,616.61,2139,651.59,0,0.0,287,89.04,1465,454.71
688426.SH,20251121,6695,2057.18,7641,2346.55,5582,1705.41,4745,1450.76,4327,1313.4,4159,1260.68,394,118.2,454,136.2,-258,-87.47
