ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002442.SZ,20251231,30993,1925.85,26763,1662.92,12071,749.18,14741,916.44,5900,367.38,9460,587.5,2000,124.45,0,0.0,-3998,-248.23
002442.SZ,20251230,32202,2012.62,29638,1851.28,18695,1167.95,18065,1128.9,9988,623.13,13182,823.52,0,0.0,0,0.0,-1947,-118.01
002442.SZ,20251229,32144,2025.72,28635,1803.43,14852,935.92,16020,1010.2,13417,845.41,17758,1119.25,2000,125.82,0,0.0,-2437,-154.98
002442.SZ,20251226,26124,1666.08,28461,1814.58,17954,1144.86,20041,1277.65,12411,790.19,8464,539.38,477,30.48,0,0.0,-148,-6.37
002442.SZ,20251225,23909,1527.69,20853,1332.92,14968,956.46,15608,997.4,11431,730.79,13826,883.66,3955,252.72,3976,253.69,13065,836.8
002442.SZ,20251224,30489,1946.13,26287,1677.53,13792,879.78,16417,1047.52,10469,667.73,12046,768.59,0,0.0,0,0.0,5956,381.46
002442.SZ,20251223,40238,2560.1,47495,3018.68,25195,1601.78,22890,1456.59,11403,724.15,6451,410.77,0,0.0,0,0.0,-7838,-495.79
002442.SZ,20251222,56301,3628.93,45344,2920.54,32922,2116.5,34938,2250.46,22257,1433.29,25889,1667.13,1568,100.67,6877,441.27,21726,1401.56
002442.SZ,20251219,24212,1511.0,28237,1763.02,22592,1409.11,19500,1216.93,11747,731.85,21465,1341.41,17300,1084.17,6649,414.77,-5097,-320.71
002442.SZ,20251218,26167,1610.73,27637,1703.15,21292,1310.64,22878,1408.55,7962,490.43,10525,648.87,5619,348.76,0,0.0,10154,626.78
002442.SZ,20251217,36679,2212.09,40552,2448.12,34432,2078.4,29028,1751.12,10120,611.24,18892,1137.68,7241,435.19,0,0.0,-15716,-944.15
002442.SZ,20251216,37682,2327.19,44227,2729.89,34996,2163.41,26423,1628.75,18686,1149.9,28156,1737.75,10355,635.6,2913,179.7,-34285,-2114.6
002442.SZ,20251215,31209,1979.75,28864,1830.89,24595,1561.14,19933,1265.77,10973,696.69,19416,1231.52,6136,387.18,4700,296.59,-2263,-137.74
