ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
688535.SH,20251231,8899,10173.89,8972,10264.39,14508,16597.71,16189,18527.36,11918,13633.91,10419,11918.03,3463,3948.65,3209,3644.39,-4038,-4567.47
688535.SH,20251230,9639,11046.87,10191,11672.32,17432,19998.05,17779,20392.88,12550,14372.92,11549,13235.33,3957,4549.06,4059,4666.37,-4229,-4759.52
688535.SH,20251229,10494,12189.91,11490,13335.85,18814,21830.03,19075,22126.56,16065,18628.88,14022,16263.19,3772,4378.26,4558,5301.49,-4082,-4624.61
688535.SH,20251226,13182,15411.09,13314,15568.17,24533,28696.16,24248,28369.1,18901,22097.78,17185,20084.31,5738,6693.67,7606,8877.13,-5707,-6564.32
688535.SH,20251225,17845,20864.86,17625,20636.55,31005,36286.97,29518,34580.19,27613,32335.44,27516,32178.82,15034,17611.46,16839,19703.17,4290,5094.26
688535.SH,20251224,21216,23597.16,22461,24833.29,38769,43168.36,38833,43201.78,34335,38511.41,30530,34300.01,13598,15473.2,16095,18415.06,18791,21872.99
688535.SH,20251223,13524,13912.78,13624,14015.78,20262,20886.3,20737,21358.27,11695,12055.7,11055,11385.99,2698,2777.39,2763,2872.14,-3841,-3870.89
688535.SH,20251222,13100,13405.29,10840,11084.56,15454,15787.0,14511,14829.53,8853,9053.57,11676,11945.92,1580,1619.06,1961,2004.9,5952,6107.5
688535.SH,20251219,15712,15941.83,18495,18734.91,22999,23350.05,23130,23494.26,17024,17307.51,14225,14471.64,5065,5134.71,4949,5033.29,-13963,-14063.9
688535.SH,20251218,14040,15121.52,15991,17222.98,22773,24524.74,24045,25892.57,18574,19974.71,14207,15275.14,3934,4226.4,5076,5456.68,-875,-861.44
688535.SH,20251217,13106,13733.17,14826,15521.44,17670,18529.21,17939,18804.67,12073,12646.67,10363,10874.94,3391,3564.64,3113,3272.65,-100,-44.71
688535.SH,20251216,12076,12421.56,12243,12589.93,14261,14674.23,13259,13641.66,6918,7118.83,7615,7833.21,1147,1171.85,1285,1321.67,-3041,-3113.85
688535.SH,20251215,16437,17440.06,15448,16392.51,19005,20167.24,17370,18428.1,10607,11252.15,12348,13100.47,2708,2868.48,3590,3806.86,-715,-710.27
688535.SH,20251212,23990,24284.33,21667,21996.56,29635,30374.35,29072,29818.16,19828,20534.4,20745,21370.2,8348,8740.55,10317,10748.72,18784,19490.54
688535.SH,20251211,11583,11386.33,13958,13706.5,11802,11639.67,11273,11142.69,7353,7254.38,6183,6112.77,2111,2093.39,1434,1411.8,-4936,-4759.26
688535.SH,20251210,9109,8901.26,9595,9369.52,9336,9122.6,8273,8090.52,5025,4913.63,5481,5361.39,1019,996.04,1140,1112.1,75,117.79
