ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600770.SH,20251231,74013,3795.25,73790,3783.19,43054,2207.61,48956,2511.82,13841,710.57,15340,789.05,7178,370.63,0,0.0,19186,999.51
600770.SH,20251230,57404,2954.66,57087,2937.08,40888,2103.83,37862,1949.16,17064,877.0,18191,935.56,0,0.0,2216,113.69,-15320,-781.92
600770.SH,20251229,46394,2391.65,49356,2543.58,26145,1347.04,24649,1270.35,13423,691.38,9661,498.12,0,0.0,2296,118.01,-10534,-540.42
600770.SH,20251226,57532,2969.36,56487,2914.01,32443,1673.05,31317,1615.63,17879,922.49,19489,1006.37,0,0.0,561,28.89,-18309,-939.65
600770.SH,20251225,56921,2961.81,56550,2942.21,40078,2084.38,33965,1766.98,18259,948.72,21721,1130.09,0,0.0,3022,155.63,2311,121.85
600770.SH,20251224,96302,4932.71,82878,4247.53,54844,2806.38,58650,3005.67,12320,630.12,19642,1008.02,6333,326.83,8630,434.81,47070,2407.13
600770.SH,20251223,49091,2483.67,56305,2848.32,33556,1699.42,29173,1477.68,19964,1010.48,12344,624.45,0,0.0,4789,243.12,-23331,-1176.79
600770.SH,20251222,54728,2789.36,46448,2366.09,28873,1470.49,29081,1482.03,11041,562.48,16350,833.26,0,0.0,2764,140.95,259,16.79
600770.SH,20251219,71711,3622.36,69190,3494.5,34389,1736.87,32176,1626.75,12554,634.73,14929,753.57,0,0.0,2359,119.13,-5557,-277.86
600770.SH,20251218,78088,3935.55,69368,3496.29,35520,1789.42,31399,1583.34,6248,314.1,11051,558.07,0,0.0,8038,401.37,2951,148.31
600770.SH,20251217,85279,4219.22,84439,4178.28,57473,2840.65,53534,2650.04,29315,1452.52,31573,1561.47,15699,773.01,18220,895.62,-16788,-830.89
600770.SH,20251216,71174,3606.89,73016,3698.55,46157,2338.63,43767,2217.01,22024,1115.17,20336,1030.43,0,0.0,2236,114.71,-40132,-2028.42
600770.SH,20251215,58554,3018.35,58237,3000.76,36632,1886.3,37535,1934.56,16451,848.22,12786,660.43,4694,238.92,7773,396.05,1033,56.18
600770.SH,20251212,63616,3276.67,69285,3569.45,43518,2242.95,42702,2205.0,22097,1143.16,14582,750.76,67,3.48,2728,141.04,13265,688.47
600770.SH,20251211,54231,2779.16,59145,3029.88,34371,1761.56,31514,1614.64,12957,663.2,10594,543.79,0,0.0,306,15.61,-42407,-2170.52
600770.SH,20251210,39771,2056.02,43514,2248.59,29322,1516.2,25955,1341.96,10157,524.2,8120,419.45,0,0.0,1662,86.42,-87,-0.93
600770.SH,20251209,41187,2133.25,41739,2161.29,24474,1267.55,25270,1309.3,8492,439.54,7143,369.75,0,0.0,0,0.0,-14051,-724.76
600770.SH,20251208,51412,2669.6,53500,2777.12,33620,1745.8,34348,1783.78,16279,844.77,11264,584.64,2000,103.8,4199,218.43,4655,245.43
600770.SH,20251205,43568,2220.89,36984,1884.85,25851,1317.2,25991,1325.25,7993,407.21,14437,735.19,0,0.0,0,0.0,17342,887.01
600770.SH,20251204,52456,2661.6,52967,2686.21,33549,1701.88,35595,1805.62,19744,1001.35,15942,809.78,2246,113.87,3493,177.1,-16206,-818.62
600770.SH,20251203,72035,3712.82,79507,4098.3,47876,2468.59,43579,2247.79,16868,871.07,19666,1012.87,10870,558.45,4898,251.98,-46885,-2418.28
600770.SH,20251202,49678,2587.41,52526,2734.33,32227,1677.72,27971,1456.41,4566,237.88,8010,417.74,2036,105.46,0,0.0,-12794,-659.92
600770.SH,20251201,46199,2424.95,42949,2253.47,31869,1672.18,33219,1743.64,8995,471.76,13861,727.65,5023,263.93,2058,108.05,-1116,-55.02
600770.SH,20251128,54095,2816.0,50157,2609.58,41619,2167.95,39485,2056.99,11603,603.74,16334,850.85,0,0.0,1341,70.27,5817,310.82
600770.SH,20251127,44918,2349.22,46402,2425.32,36728,1919.59,32426,1695.21,13270,693.52,16088,841.8,0,0.0,0,0.0,-13909,-721.34
600770.SH,20251126,57788,3037.4,65344,3433.61,47579,2499.41,36028,1894.22,14361,755.23,20355,1070.21,2000,106.0,0,0.0,-13503,-700.32
600770.SH,20251125,53197,2796.65,60414,3174.62,38984,2048.89,36166,1900.62,17762,932.85,19363,1017.54,6000,314.4,0,0.0,-18231,-954.23
600770.SH,20251124,70190,3648.16,67756,3516.98,42180,2191.38,41816,2174.53,18183,945.24,21319,1109.3,2400,124.08,2062,108.05,20130,1055.2
600770.SH,20251121,139481,7286.73,150546,7862.39,85279,4453.69,82688,4320.32,40948,2137.23,37195,1943.98,4721,249.04,0,0.0,-58453,-3055.42
600770.SH,20251120,95349,5193.88,98539,5367.86,59052,3215.79,51864,2824.29,24552,1336.83,21691,1181.21,752,40.53,7611,413.66,-38280,-2085.64
600770.SH,20251119,137691,7654.58,149869,8326.99,88209,4901.59,75820,4215.93,32719,1815.21,23056,1279.38,0,0.0,9873,549.09,-63607,-3533.49
