ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000677.SZ,20251231,108221,4757.33,71451,3141.8,50132,2203.92,67233,2956.41,22450,986.11,42120,1849.15,0,0.0,0,0.0,-38153,-1669.65
000677.SZ,20251230,160517,7179.11,89213,3994.54,93017,4158.63,106318,4756.97,37629,1679.22,82055,3662.42,9540,425.92,23118,1028.94,-79194,-3520.44
000677.SZ,20251229,121510,5568.75,154192,7072.8,122996,5640.62,109376,5019.55,79152,3634.4,68142,3122.9,11382,522.99,3330,151.52,4781,238.71
000677.SZ,20251226,167133,7609.45,150790,6866.21,150185,6840.6,151925,6917.61,89380,4070.08,90199,4107.18,6144,278.63,19928,907.75,6983,332.64
000677.SZ,20251225,239889,10854.89,275623,12482.07,271090,12267.37,275490,12474.93,178076,8062.57,105847,4787.78,16547,749.26,48642,2189.31,-111934,-5025.47
000677.SZ,20251224,72209,3106.42,147190,6450.26,91739,3974.18,141921,6219.94,101544,4414.46,90648,3987.03,134326,6054.5,20059,892.32,-35679,-1696.46
000677.SZ,20251223,77392,3231.59,86230,3600.13,76908,3213.93,61015,2549.78,37013,1545.98,46085,1923.3,4950,205.18,2933,123.48,-70458,-2942.7
000677.SZ,20251222,63152,2703.8,79116,3388.98,64834,2778.57,65344,2796.41,69776,2984.94,52227,2235.56,11859,507.23,12934,553.6,45534,1959.63
000677.SZ,20251219,81316,3400.99,63160,2641.73,52968,2214.61,64251,2686.84,36596,1533.4,30425,1274.36,7999,333.77,21043,879.84,28813,1206.74
000677.SZ,20251218,90785,3755.32,64200,2652.71,58815,2429.73,61685,2548.13,44762,1853.31,46478,1925.13,0,0.0,22000,912.4,23921,997.11
000677.SZ,20251217,83099,3341.11,69806,2806.89,60759,2442.86,54910,2209.06,40443,1627.64,45557,1828.25,2759,111.74,16787,679.16,-10371,-405.73
000677.SZ,20251216,55672,2285.5,46416,1905.65,45914,1885.02,44268,1816.34,26581,1091.77,37483,1540.29,0,0.0,0,0.0,-39385,-1614.39
000677.SZ,20251215,81097,3391.61,56419,2360.48,58512,2447.29,57679,2414.7,41004,1715.7,61065,2552.34,10692,451.86,16143,678.95,10085,425.39
000677.SZ,20251212,57762,2397.02,39428,1636.83,42706,1772.91,48712,2021.87,24363,1011.64,35791,1485.33,7000,289.1,7900,326.63,5081,216.5
000677.SZ,20251211,59602,2488.28,38896,1624.2,40531,1691.21,39565,1652.15,21729,906.17,34136,1423.94,1645,68.76,10911,454.13,-29066,-1210.29
000677.SZ,20251210,54955,2322.61,45268,1912.97,38546,1629.5,44111,1864.39,24706,1041.83,24583,1038.24,0,0.0,4246,178.33,-2642,-107.46
000677.SZ,20251209,51003,2162.38,33402,1417.43,55777,2365.57,46653,1978.84,26744,1134.15,38524,1632.69,7890,335.04,22835,968.18,-17952,-756.85
000677.SZ,20251208,67530,2906.48,54248,2333.67,55713,2395.82,47712,2053.6,28831,1241.06,48773,2098.02,8000,343.5,9341,401.56,-47446,-2034.37
000677.SZ,20251205,44626,1928.02,33547,1449.38,33904,1463.89,31786,1373.46,25308,1092.38,33437,1443.67,3606,156.14,8674,373.92,9284,402.06
000677.SZ,20251204,53772,2335.74,40482,1758.1,38213,1658.69,33139,1440.22,21573,937.21,37347,1620.66,0,0.0,2590,112.67,-18513,-797.29
000677.SZ,20251203,44708,1954.75,32735,1431.2,32195,1406.47,33193,1450.86,19685,860.35,26660,1165.51,0,0.0,4000,174.0,-10133,-440.51
000677.SZ,20251202,45699,2011.21,39176,1724.24,34462,1516.06,32023,1409.76,21062,924.51,23761,1045.81,5000,221.3,11263,493.27,-303,-7.85
000677.SZ,20251201,48596,2167.68,41790,1863.44,39429,1757.92,31502,1405.02,26335,1173.01,30778,1372.6,3000,132.9,13290,590.45,-28796,-1276.02
000677.SZ,20251128,52604,2321.87,59667,2635.65,42521,1876.97,54893,2422.82,34573,1526.05,32017,1411.65,16879,745.24,0,0.0,40962,1816.5
000677.SZ,20251127,42672,1863.43,33370,1458.1,31474,1374.31,31947,1395.09,18988,829.76,25280,1102.89,3509,152.64,6046,264.05,-8134,-351.76
000677.SZ,20251126,49431,2184.2,48402,2139.05,39298,1736.3,32729,1446.02,30644,1355.01,33682,1487.18,0,0.0,4560,203.25,-31661,-1393.29
000677.SZ,20251125,48652,2169.33,42275,1885.44,29871,1332.62,31026,1383.73,21788,971.21,23867,1064.27,2500,111.75,5643,251.48,-4910,-215.98
000677.SZ,20251124,52152,2287.84,42631,1870.67,36853,1615.83,35010,1536.67,23820,1043.31,35227,1542.24,2406,105.62,2363,103.03,26069,1149.4
000677.SZ,20251121,68149,3001.71,67181,2962.93,59265,2610.63,44648,1969.51,46497,2050.09,51174,2247.52,0,0.0,10908,482.47,-28362,-1239.68
000677.SZ,20251120,41164,1852.82,36250,1631.7,35253,1586.86,26908,1211.64,13138,592.05,21662,974.37,0,0.0,4735,214.02,-9147,-410.01
000677.SZ,20251119,54297,2462.52,47828,2169.19,38007,1724.25,39985,1812.94,34926,1583.66,29089,1315.74,0,0.0,10329,472.57,-24530,-1104.47
