ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
300817.SZ,20251231,29852,6338.6,23126,4913.67,28292,6008.34,30502,6477.58,11884,2523.6,14609,3103.04,3604,767.89,5395,1144.15,-12794,-2712.06
300817.SZ,20251230,34070,7223.76,54036,11491.22,45717,9698.77,48578,10313.04,37687,8036.42,24228,5165.54,12557,2682.84,3189,671.99,10342,2218.67
300817.SZ,20251229,28541,5840.12,26518,5438.27,25580,5235.71,29339,6012.05,19007,3907.14,17208,3525.59,977,201.51,1040,208.57,12604,2596.13
300817.SZ,20251226,31394,6375.41,21105,4290.23,23529,4781.96,30524,6204.83,12080,2455.67,14872,3017.96,736,149.88,1238,249.9,-13746,-2794.83
300817.SZ,20251225,33225,6779.52,35169,7184.79,39867,8134.85,39606,8085.39,23673,4834.22,18432,3756.61,2471,506.13,6028,1227.92,5085,1050.3
300817.SZ,20251224,29511,5907.15,32057,6432.06,30796,6172.69,31959,6408.59,14908,2995.19,15285,3059.12,5306,1067.65,1220,242.92,779,156.16
300817.SZ,20251223,44577,8907.44,45262,9043.74,47133,9431.81,42151,8442.13,21422,4300.09,21761,4361.11,2112,426.09,6070,1218.45,-22392,-4455.17
300817.SZ,20251222,55021,11398.43,69356,14376.83,64157,13338.72,66429,13827.23,47856,9962.23,35308,7364.6,9288,1943.16,5229,1073.87,14765,3076.39
300817.SZ,20251219,13358,2538.65,9622,1828.71,5635,1071.23,8135,1545.7,2100,399.8,2586,491.57,0,0.0,750,143.7,379,74.63
300817.SZ,20251218,16246,3059.69,12920,2432.54,10718,2018.0,12151,2288.81,2673,503.83,5081,956.75,514,96.58,0,0.0,2444,462.18
300817.SZ,20251217,13547,2487.43,13449,2470.2,12064,2212.26,10798,1981.07,2708,496.78,4072,745.2,0,0.0,0,0.0,-3537,-646.44
