ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
300098.SZ,20251231,213354,13028.84,159263,9732.57,176164,10751.87,173043,10572.32,125036,7640.15,142027,8668.85,28320,1730.36,68541,4177.48,-48109,-2901.83
300098.SZ,20251230,229745,14071.83,228646,14038.16,213140,13072.38,239412,14693.61,157777,9691.76,195579,11997.72,104668,6450.84,41691,2557.33,40584,2541.16
300098.SZ,20251229,286670,17425.7,164587,10007.27,187785,11413.43,210040,12771.84,138304,8406.45,183342,11141.85,13369,812.66,68158,4137.29,-73162,-4421.53
300098.SZ,20251226,306675,18865.91,255503,15738.88,296076,18230.91,307413,18933.3,221350,13646.18,243946,15021.4,62105,3828.15,79344,4877.57,-140387,-8564.83
300098.SZ,20251225,268875,16564.34,252305,15551.88,264055,16264.56,249637,15384.77,207573,12785.88,187656,11561.09,48862,3014.96,99767,6132.0,-121846,-7464.92
300098.SZ,20251224,368047,22689.25,457936,28252.95,400795,24719.33,368041,22702.53,273706,16877.12,228287,14072.11,83860,5182.09,72144,4440.19,168921,10459.02
300098.SZ,20251223,376295,22792.39,277247,16788.59,312565,18945.63,314851,19079.62,185394,11235.09,245728,14887.58,31026,1876.19,67455,4093.51,-229954,-13921.28
300098.SZ,20251222,442472,27463.02,391882,24335.0,438488,27227.49,491032,30496.65,326291,20260.94,321061,19925.89,126805,7869.0,130080,8062.92,54888,3508.87
300098.SZ,20251219,320002,19190.61,283781,17026.27,293874,17626.77,347629,20855.63,220176,13209.1,217607,13049.81,83627,5021.33,68661,4116.1,62945,3796.61
300098.SZ,20251218,356456,21114.12,248541,14741.11,228553,13533.63,294668,17458.89,175803,10422.88,237293,14052.63,73477,4372.48,53786,3190.47,-14230,-807.85
300098.SZ,20251217,366373,21329.1,264662,15430.32,361452,21073.76,354841,20696.46,226954,13234.44,294109,17133.1,47323,2754.87,88490,5132.3,-131153,-7550.56
300098.SZ,20251216,394814,23666.93,501293,30075.72,505853,30350.16,457751,27474.72,362225,21747.76,321526,19313.93,97702,5887.09,80023,4787.58,55157,3473.62
300098.SZ,20251215,371232,21841.57,330246,19419.67,306885,18039.81,291058,17116.45,183687,10802.22,230037,13529.1,48339,2843.92,58802,3462.32,-96348,-5622.89
300098.SZ,20251212,361205,21523.43,581077,34643.63,458260,27320.68,442494,26388.65,462509,27599.73,269398,16074.93,105699,6313.68,94703,5650.32,227394,13635.85
300098.SZ,20251211,272228,15945.78,416088,24402.98,306185,17950.34,282664,16573.06,249832,14661.68,182467,10694.77,77205,4536.77,24230,1423.76,50437,3023.14
300098.SZ,20251210,168121,9743.4,205572,11920.27,164973,9567.08,140415,8143.82,106747,6192.14,90326,5237.21,30460,1767.58,33987,1968.9,8022,494.77
300098.SZ,20251209,243935,14199.77,158483,9223.63,157067,9138.73,164880,9598.98,95532,5557.08,153631,8937.15,16404,955.72,35944,2091.55,-103670,-6015.55
300098.SZ,20251208,393305,23125.13,278390,16369.82,296567,17432.53,318995,18750.93,207142,12170.57,263577,15489.18,65549,3854.86,101601,5973.17,38693,2284.97
300098.SZ,20251205,234825,13365.5,235658,13396.43,212826,12098.62,245673,13967.93,169081,9607.64,139743,7949.68,44996,2560.86,40654,2318.56,87660,5001.0
300098.SZ,20251204,146043,8083.42,190619,10556.58,165067,9143.33,140557,7789.74,118192,6548.77,85177,4713.41,12716,704.04,25666,1419.84,13743,792.77
300098.SZ,20251203,229658,12778.46,286566,15923.19,227410,12651.82,172755,9607.23,111676,6213.96,130511,7263.72,48483,2682.25,27394,1532.36,-153456,-8546.23
300098.SZ,20251202,205379,11733.04,227760,13014.6,179609,10261.64,134073,7662.02,91806,5247.43,108349,6188.42,28251,1613.23,34863,1990.3,-77929,-4438.9
300098.SZ,20251201,398112,22894.18,390084,22469.07,335449,19309.62,385166,22154.87,242399,13961.32,237183,13641.39,93191,5370.2,56717,3270.0,252003,14498.98
300098.SZ,20251128,125014,6870.55,106456,5853.83,88308,4854.8,96795,5324.39,65900,3626.31,60402,3319.16,13921,767.93,29490,1622.21,22261,1238.85
300098.SZ,20251127,93626,5156.12,86514,4765.22,80183,4415.69,70515,3884.62,45387,2501.16,56552,3112.4,2909,160.0,8524,470.72,-23076,-1267.81
300098.SZ,20251126,136817,7608.13,128094,7117.0,124184,6895.3,104176,5790.85,56900,3164.19,73625,4088.36,19135,1061.49,31141,1732.9,-102852,-5705.82
300098.SZ,20251125,174667,9797.25,148703,8341.87,134689,7553.71,142311,7982.67,72389,4060.01,88312,4949.96,30612,1717.1,33030,1853.57,21831,1235.13
300098.SZ,20251124,192921,10520.55,185774,10135.0,164284,8966.29,196516,10747.16,120833,6600.02,123585,6736.79,51828,2845.21,23991,1313.12,70061,3857.63
300098.SZ,20251121,181299,9773.84,159239,8592.54,171749,9266.3,153606,8293.09,105525,5696.21,121448,6550.96,25875,1404.06,50154,2703.82,-93704,-5023.83
300098.SZ,20251120,149128,8222.4,144496,7982.1,150431,8299.46,151169,8347.65,99384,5486.26,102773,5667.91,24217,1348.55,24722,1359.02,17714,1019.47
300098.SZ,20251119,160644,8893.89,159349,8825.11,178302,9880.95,132423,7330.02,79161,4391.89,97252,5383.71,17778,984.93,46861,2612.83,-131007,-7251.7
300098.SZ,20251118,138028,7762.6,168816,9507.21,153495,8637.01,161835,9116.16,119069,6708.25,115351,6490.86,54684,3089.52,19274,1083.15,-29507,-1621.06
300098.SZ,20251117,139486,7812.28,173057,9696.6,149273,8364.11,161348,9045.22,117747,6606.87,78105,4383.24,30247,1700.34,24243,1358.53,74721,4205.39
300098.SZ,20251114,106260,5919.37,90842,5058.98,117284,6533.06,92408,5150.17,58828,3277.74,96358,5363.8,19823,1104.66,22587,1261.88,-58942,-3260.06
300098.SZ,20251113,111799,6204.39,107065,5946.79,101021,5613.42,106034,5896.67,75957,4228.49,85034,4718.83,29348,1630.01,19992,1114.04,60409,3368.1
300098.SZ,20251112,116826,6402.62,131472,7205.5,122264,6696.42,98492,5396.8,74414,4076.93,74529,4081.75,6550,359.24,15562,851.15,-62689,-3427.83
300098.SZ,20251111,134105,7473.97,140259,7814.36,134918,7518.6,117555,6549.44,76426,4256.87,89837,5005.75,15309,852.05,13107,731.93,-15670,-857.22
300098.SZ,20251110,111644,6221.88,130426,7264.97,113300,6309.87,102319,5699.24,64103,3569.18,62036,3454.57,25514,1419.48,19781,1101.63,-61661,-3424.11
300098.SZ,20251107,126688,7080.84,94985,5309.69,117838,6585.42,98921,5529.6,62833,3512.69,102916,5750.71,13310,743.6,23847,1332.56,-40696,-2262.03
300098.SZ,20251106,124266,7006.91,99422,5605.32,102787,5792.48,98470,5552.19,64176,3617.38,82473,4647.66,11424,644.38,22289,1255.99,-30791,-1720.12
300098.SZ,20251105,124436,7047.24,103621,5869.92,106482,6026.37,102934,5831.42,51596,2924.32,71152,4029.12,14640,831.69,19447,1099.17,-29488,-1655.6
300098.SZ,20251104,152556,8681.32,115459,6573.62,119224,6786.99,105411,6000.39,61472,3503.77,98476,5603.8,10531,597.91,24437,1392.18,-81670,-4639.48
300098.SZ,20251103,202114,11585.49,161130,9238.71,161099,9227.74,138808,7960.62,112487,6451.69,107872,6182.57,17442,996.92,85332,4879.94,-82883,-4714.56
300098.SZ,20251031,166484,9618.04,167199,9668.53,133050,7690.2,165989,9601.61,146563,8481.54,124052,7171.41,58381,3380.1,47237,2728.35,2781,181.52
300098.SZ,20251030,205836,11835.19,180998,10419.29,193888,11153.36,209439,12060.08,151174,8704.84,152289,8756.0,41401,2386.01,49573,2844.03,46440,2726.95
300098.SZ,20251029,167996,9617.39,157040,8993.11,165654,9489.24,177222,10146.98,125887,7210.92,112669,6456.45,34480,1974.01,47086,2695.02,-21642,-1216.23
300098.SZ,20251028,158636,9058.05,175996,10057.25,180506,10315.69,182209,10415.74,138484,7919.65,122871,7019.08,47376,2710.97,43926,2512.29,59042,3401.02
300098.SZ,20251027,166838,9394.19,141558,7972.28,150958,8497.89,155732,8770.94,97022,5469.29,114206,6430.82,26800,1508.42,30122,1695.75,-21629,-1200.25
300098.SZ,20251024,151377,8451.52,180088,10057.14,164962,9211.31,163335,9123.52,120700,6742.3,111202,6210.03,48135,2693.42,30550,1707.86,34945,1967.02
300098.SZ,20251023,124655,6725.88,135278,7306.17,113155,6117.07,104610,5662.8,78397,4252.45,78132,4226.04,15129,816.45,13316,716.84,-13758,-705.6
300098.SZ,20251022,120612,6567.68,98772,5380.72,100796,5490.19,102820,5601.97,52523,2862.85,70347,3829.46,13333,726.81,15325,835.39,-14003,-743.73
300098.SZ,20251021,112382,6108.74,119454,6494.6,92684,5038.07,101064,5494.88,69982,3806.69,69821,3796.84,33095,1801.8,17804,968.99,11527,636.66
300098.SZ,20251020,149062,8055.42,122887,6642.8,93985,5078.3,112714,6093.98,68924,3726.75,75664,4088.46,11985,649.08,12691,684.31,-8893,-468.34
300098.SZ,20251017,213086,11495.25,150351,8104.04,164104,8849.69,149224,8049.7,83730,4521.76,141194,7612.66,24697,1328.15,44848,2428.44,-85970,-4620.48
300098.SZ,20251016,135088,7498.41,114992,6386.09,125700,6978.15,105304,5850.67,57050,3171.3,89532,4967.09,16109,892.86,24120,1336.86,-40774,-2250.8
300098.SZ,20251015,157927,8786.94,130925,7287.47,138922,7732.56,139733,7784.45,90222,5022.36,88553,4925.87,20635,1152.12,48495,2696.19,9028,529.7
