ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
605399.SH,20251231,29314,3967.99,25883,3503.67,10847,1468.22,12850,1740.05,2570,348.25,3998,540.74,0,0.0,0,0.0,-4854,-656.46
605399.SH,20251230,31892,4385.68,28663,3941.4,12566,1727.07,13977,1920.72,3084,422.72,4924,675.49,809,110.59,787,108.45,-5377,-734.78
605399.SH,20251229,38066,5288.41,34448,4786.03,14887,2067.63,13649,1896.76,4240,589.93,8156,1132.84,0,0.0,941,130.33,-3539,-489.69
605399.SH,20251226,57057,8030.38,59712,8403.49,29164,4104.62,28929,4072.89,13040,1837.06,9768,1374.62,0,0.0,852,121.07,-1216,-161.85
605399.SH,20251225,38811,5333.39,37160,5105.26,17664,2426.89,15986,2198.41,3004,411.17,5997,821.76,6331,872.02,6667,918.05,11314,1568.78
605399.SH,20251224,30038,4111.71,28370,3882.5,11692,1600.05,12265,1678.59,2192,299.99,3287,450.65,0,0.0,0,0.0,-2492,-338.92
605399.SH,20251223,43847,5984.39,46249,6316.33,19354,2642.23,20571,2810.95,5233,715.35,7270,992.78,6444,886.36,788,108.27,8,-5.13
605399.SH,20251222,29459,3992.94,29359,3978.31,11524,1561.72,10343,1401.85,2932,396.76,3353,454.1,0,0.0,859,117.17,-2602,-349.57
605399.SH,20251219,33427,4515.24,32269,4357.05,12927,1746.18,12821,1732.09,5215,704.31,4739,640.64,0,0.0,1740,235.95,1586,219.8
605399.SH,20251218,37526,5068.9,35366,4776.97,14860,2006.93,14861,2008.39,5529,747.89,7650,1033.04,808,110.21,847,115.53,-1731,-230.35
605399.SH,20251217,37166,4902.89,36951,4874.68,16608,2191.96,16182,2138.23,5381,710.57,6934,914.04,1839,242.05,927,120.51,3856,516.46
605399.SH,20251216,42354,5552.35,37837,4958.35,16975,2226.29,17205,2256.12,4790,628.28,9040,1187.61,0,0.0,37,4.84,-6239,-813.83
605399.SH,20251215,38891,5257.92,35600,4814.01,18831,2545.4,16703,2259.34,3802,512.74,6943,938.22,2140,285.9,4418,590.39,6960,937.83
605399.SH,20251212,44295,6018.03,44509,6046.13,25620,3480.74,23589,3206.58,13240,1798.27,11782,1601.08,748,100.76,4023,544.0,-10655,-1445.82
605399.SH,20251211,64446,8967.57,60457,8414.54,31831,4428.37,34966,4863.43,12166,1689.0,13571,1884.82,738,103.84,187,25.99,-19982,-2787.39
605399.SH,20251210,86400,12528.26,97507,14132.57,44408,6440.28,35645,5174.29,10625,1538.59,8900,1289.09,2183,315.63,1565,226.82,-21049,-3019.53
