ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
601666.SH,20251231,50329,3972.96,42207,3330.88,32199,2540.07,32314,2549.72,9316,734.23,13523,1067.15,0,0.0,3800,299.52,-11066,-868.94
601666.SH,20251230,70120,5533.39,66967,5282.31,43020,3394.06,44928,3544.85,20471,1614.85,23159,1828.65,1444,113.5,0,0.0,-4972,-378.26
601666.SH,20251229,65763,5236.08,73399,5841.88,53808,4284.13,52563,4185.09,26486,2106.56,17546,1397.68,0,0.0,2549,202.12,-34621,-2742.73
601666.SH,20251226,71673,5698.01,61040,4850.8,43296,3441.41,48016,3817.94,22199,1763.6,29782,2367.5,5344,425.16,3674,291.94,-8106,-634.45
601666.SH,20251225,45268,3600.92,39434,3135.24,24203,1924.38,29384,2337.09,13842,1100.1,15348,1221.02,5609,446.42,4755,378.47,-12179,-964.58
601666.SH,20251224,62290,4955.52,55320,4399.72,35391,2813.13,48893,3886.43,16339,1297.67,9825,782.33,3205,254.81,3188,252.64,-14741,-1164.5
601666.SH,20251223,42498,3397.52,50588,4043.79,29562,2363.45,28337,2265.6,14361,1148.31,10613,847.89,7084,565.31,3968,317.31,-19096,-1523.5
601666.SH,20251222,53466,4298.51,58708,4718.69,42283,3397.99,39778,3197.08,13403,1076.78,9386,754.27,856,68.48,2136,171.72,-31786,-2550.37
601666.SH,20251219,65242,5250.94,55214,4442.88,43087,3466.11,45259,3643.03,16378,1317.88,16703,1345.91,5204,418.32,12735,1021.43,13057,1062.44
601666.SH,20251218,63239,5112.6,78946,6379.93,44190,3571.58,41974,3394.79,19357,1563.73,14786,1197.14,10864,881.5,1945,157.55,-25788,-2080.61
601666.SH,20251217,86428,6961.28,88961,7162.69,44670,3598.4,43643,3516.16,15933,1282.08,9832,791.92,0,0.0,4595,370.99,-24624,-1977.67
601666.SH,20251216,97983,8026.64,95533,7823.59,86848,7116.6,72166,5914.37,25755,2108.35,27629,2263.74,0,0.0,15258,1249.88,3569,306.63
601666.SH,20251215,123561,10153.68,119222,9797.78,105164,8643.04,111179,9140.8,42968,3531.84,38088,3128.39,1460,119.72,4663,381.3,84964,6986.68
601666.SH,20251212,138884,11232.51,132327,10697.84,95995,7763.59,100702,8147.52,32089,2594.65,31832,2578.97,19392,1561.46,21499,1727.88,49054,3978.24
601666.SH,20251211,134243,10880.41,130771,10596.63,153212,12415.84,140147,11358.86,26400,2138.67,39794,3225.68,0,0.0,3142,253.76,45108,3670.16
601666.SH,20251210,152321,12108.57,147484,11718.32,120554,9572.06,106593,8466.3,34010,2699.99,55909,4443.21,10714,850.95,7614,603.74,93515,7433.31
601666.SH,20251209,86808,6760.88,76305,5939.55,60403,4705.71,60671,4723.88,18283,1421.2,34018,2649.59,9955,769.52,4454,344.29,-4435,-320.46
601666.SH,20251208,68871,5380.02,69245,5407.55,49446,3862.27,47666,3723.92,26372,2059.01,24247,1894.49,1436,112.3,4968,387.64,-21066,-1641.62
601666.SH,20251205,65319,5130.89,61860,4855.23,37199,2920.41,44353,3484.53,21187,1662.95,15579,1223.74,0,0.0,1913,150.74,-11945,-927.11
601666.SH,20251204,57075,4493.06,57531,4527.81,38410,3022.71,36458,2870.08,9992,785.88,9967,784.65,1288,101.75,2809,220.86,-10066,-784.92
601666.SH,20251203,85495,6793.39,85929,6825.62,70286,5587.48,73633,5856.34,34238,2721.94,31005,2464.31,3783,299.83,3235,256.38,-25596,-2022.72
601666.SH,20251202,59859,4763.83,68471,5448.39,36924,2940.0,39635,3156.95,20740,1652.04,14276,1136.73,4859,386.19,0,0.0,-31574,-2509.25
601666.SH,20251201,141574,11310.77,127943,10219.99,100941,8056.84,87319,6971.0,26947,2146.79,50627,4039.56,2957,237.12,6530,520.97,58293,4654.58
