ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
603507.SH,20251231,71702,18945.97,65783,17375.92,42940,11357.51,42398,11212.65,22350,5902.81,25413,6720.0,2789,737.91,6188,1635.63,11025,2926.72
603507.SH,20251230,28402,7216.69,36433,9254.81,23515,5971.4,23755,6035.15,15858,4030.09,8083,2053.62,2901,734.32,2405,608.92,-14425,-3655.05
603507.SH,20251229,53704,13707.5,50087,12774.56,37182,9492.78,37719,9630.14,22953,5846.32,22521,5747.31,7613,1946.59,11124,2841.19,24348,6228.32
603507.SH,20251226,21847,5419.46,21556,5345.21,12251,3039.08,11497,2852.48,7408,1834.47,8964,2222.26,1079,267.13,568,140.2,-5909,-1461.14
603507.SH,20251225,22721,5636.56,20079,4977.57,13510,3349.91,11776,2921.23,7005,1737.65,9846,2440.53,2505,618.3,4041,1003.09,5838,1462.92
603507.SH,20251224,33211,8169.75,27762,6832.9,18547,4554.72,20036,4922.65,9621,2358.9,10288,2524.75,0,0.0,3293,803.07,9691,2367.44
603507.SH,20251223,18003,4346.87,17181,4148.69,10776,2600.42,9247,2233.12,3860,932.92,4913,1186.5,2214,531.1,3510,843.0,-1327,-322.34
603507.SH,20251222,24173,5861.54,27488,6660.24,19477,4722.42,18146,4400.03,11026,2670.49,7383,1791.55,6655,1615.33,8315,2017.94,-14438,-3492.58
603507.SH,20251219,19859,4903.94,19465,4804.46,12630,3118.45,14181,3502.97,6223,1538.31,7530,1862.21,2866,709.04,402,100.1,-3191,-776.14
603507.SH,20251218,16107,3945.01,19100,4676.99,12935,3168.65,10737,2630.35,6936,1698.92,5494,1347.25,0,0.0,647,158.0,-4364,-1063.52
603507.SH,20251217,20076,4929.93,22291,5469.11,14837,3641.16,14718,3611.03,8151,1997.9,6917,1700.55,862,211.71,0,0.0,-4516,-1093.89
603507.SH,20251216,24520,6108.52,25076,6242.51,23722,5910.88,20250,5046.5,8870,2210.27,11652,2906.09,1437,357.53,1571,392.1,-8472,-2110.31
603507.SH,20251215,32218,8117.44,38397,9673.75,21191,5339.06,25725,6482.4,12724,3202.49,15279,3849.72,16467,4151.48,3199,804.59,-11115,-2799.59
603507.SH,20251212,56233,13809.94,49315,12109.67,29899,7353.14,33475,8235.91,13923,3421.99,17708,4358.28,4721,1172.07,4278,1053.28,26448,6521.44
603507.SH,20251211,41841,10170.18,43196,10492.71,31772,7725.9,30152,7336.3,14326,3487.26,15840,3858.3,3182,773.5,1932,469.52,2000,510.59
603507.SH,20251210,19021,4493.91,17598,4157.11,12910,3048.93,13845,3270.74,7840,1850.54,7927,1871.56,2528,596.24,2928,690.2,-789,-182.78
603507.SH,20251209,18965,4549.14,20646,4952.27,14569,3494.29,12086,2900.38,6687,1607.26,8386,2013.59,1382,332.04,485,116.5,-7035,-1677.95
603507.SH,20251208,23365,5635.32,25221,6081.47,18916,4558.65,18088,4359.96,14222,3429.68,12602,3039.6,4083,981.52,4675,1124.12,-14271,-3434.48
603507.SH,20251205,29066,7093.7,23738,5790.57,20302,4955.33,20253,4940.65,15851,3871.14,16309,3981.19,3491,853.8,8410,2061.56,15595,3814.58
603507.SH,20251204,11527,2765.4,12426,2980.57,9116,2185.4,9728,2332.01,3762,901.25,2791,669.38,540,129.91,0,0.0,-5333,-1276.74
603507.SH,20251203,19407,4693.51,18001,4352.64,13320,3222.59,13813,3341.51,6729,1626.85,7643,1848.81,436,106.38,436,106.38,4587,1116.94
603507.SH,20251202,15990,3853.71,21033,5068.37,13035,3143.1,12688,3060.06,10640,2566.26,8608,2083.14,3456,839.46,791,190.97,-6320,-1519.17
