ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600753.SH,20251231,13571,1148.86,10810,914.42,13425,1136.03,12481,1056.28,3833,324.71,7485,634.33,0,0.0,53,4.56,4803,407.84
600753.SH,20251230,13720,1142.3,12648,1052.96,15956,1324.08,14976,1241.52,2600,217.32,4612,385.85,1652,139.1,1692,142.47,9490,791.31
600753.SH,20251229,5536,448.44,3595,291.06,4560,369.34,5306,429.82,1267,102.6,2462,199.51,0,0.0,0,0.0,3183,258.64
600753.SH,20251226,5576,450.07,6390,515.65,8586,692.83,9144,737.74,6870,553.51,5498,443.02,0,0.0,0,0.0,-6144,-493.94
600753.SH,20251225,4518,366.52,5650,458.17,6532,530.15,6168,500.33,4181,339.06,3916,317.93,503,40.69,0,0.0,-608,-48.64
600753.SH,20251224,6401,514.05,6710,538.63,7613,611.04,7966,639.48,3205,256.12,2543,203.11,0,0.0,0,0.0,269,23.74
600753.SH,20251223,4953,395.77,5586,446.13,4909,392.34,4561,364.67,768,61.17,300,23.88,0,0.0,183,14.6,-2510,-199.41
600753.SH,20251222,4085,326.35,4294,342.91,5648,451.14,4718,376.87,1127,89.98,1849,147.7,0,0.0,0,0.0,-243,-18.9
600753.SH,20251219,7591,601.5,6527,517.07,7997,632.76,6699,530.99,1,0.08,2363,186.27,0,0.0,0,0.0,3919,311.58
600753.SH,20251218,4860,382.05,4271,335.49,5253,412.6,4907,385.51,2439,191.5,3375,265.15,0,0.0,0,0.0,859,68.51
600753.SH,20251217,7912,615.92,9273,721.75,10181,792.6,9586,746.32,6135,477.33,5369,417.78,0,0.0,0,0.0,-3312,-256.63
600753.SH,20251216,6501,515.25,9255,733.3,9438,748.04,7495,594.35,4557,361.42,3746,297.06,1400,111.58,1400,111.58,-4207,-331.96
600753.SH,20251215,7478,597.06,8663,691.3,7234,576.71,6239,498.07,3530,281.73,3340,266.12,2029,161.91,2029,161.91,-2393,-189.88
600753.SH,20251212,5568,448.01,7406,595.81,7679,617.89,7912,636.91,7669,618.1,5598,451.28,0,0.0,0,0.0,-1427,-113.59
600753.SH,20251211,10655,854.55,12829,1027.74,11469,919.32,11096,890.47,5769,463.83,3969,319.49,0,0.0,0,0.0,-1558,-120.53
600753.SH,20251210,10672,850.36,9983,795.02,7690,612.5,7790,620.38,2899,230.13,3488,277.6,0,0.0,0,0.0,-2041,-160.94
600753.SH,20251209,10744,857.0,12775,1018.87,14271,1139.12,12817,1023.35,4374,348.95,3797,302.85,0,0.0,0,0.0,-8265,-658.5
600753.SH,20251208,11221,910.73,12963,1052.14,11843,961.92,11532,936.28,3544,286.68,2113,170.91,0,0.0,0,0.0,-9116,-738.62
600753.SH,20251205,9263,760.85,9106,748.16,8977,737.49,8686,713.53,3548,290.7,5571,456.82,1575,129.47,0,0.0,-2773,-227.03
600753.SH,20251204,10691,873.72,10157,830.0,12587,1028.79,10782,881.07,2229,181.9,4568,373.34,0,0.0,0,0.0,549,46.68
600753.SH,20251203,12476,1046.48,12982,1088.72,15486,1300.9,14653,1231.93,3893,325.84,2115,178.07,0,0.0,2105,174.5,-4347,-363.9
600753.SH,20251202,7344,618.66,9275,781.2,8966,755.36,7282,613.86,587,49.66,340,28.61,0,0.0,0,0.0,-3753,-315.15
600753.SH,20251201,19173,1637.62,20856,1780.3,23047,1968.55,23832,2038.6,8606,736.87,6138,524.14,0,0.0,0,0.0,-14294,-1219.16
600753.SH,20251128,13388,1163.39,14889,1293.3,14780,1283.51,14577,1265.91,5685,492.63,5397,468.6,2210,193.15,1200,104.88,-4691,-405.76
600753.SH,20251127,14723,1256.05,13640,1162.95,17294,1472.92,17348,1477.92,6726,571.4,7755,659.49,0,0.0,0,0.0,3733,318.45
600753.SH,20251126,14868,1248.57,15087,1266.17,16085,1350.72,16721,1405.75,5235,439.81,4380,367.18,0,0.0,0,0.0,-4786,-398.39
600753.SH,20251125,17799,1479.72,15065,1251.84,20352,1690.42,19701,1636.01,6933,575.71,9847,818.9,1825,151.48,2296,190.57,7217,603.75
600753.SH,20251124,26398,2184.37,30407,2515.62,35107,2906.62,35810,2965.94,19961,1655.41,17186,1426.0,3225,268.32,1288,107.16,-7779,-642.35
600753.SH,20251121,18718,1477.86,20989,1656.2,23955,1889.66,21742,1715.72,4808,378.7,4877,384.31,3431,271.9,3304,261.89,-6356,-497.93
600753.SH,20251120,21451,1739.05,21559,1746.67,22938,1858.33,21970,1781.2,6709,543.06,9882,800.42,3865,313.38,1552,125.53,-8038,-649.43
600753.SH,20251119,23946,2017.53,25428,2141.88,26103,2197.14,26674,2245.74,10475,887.12,8392,711.67,0,0.0,30,2.5,-3324,-266.71
600753.SH,20251118,30148,2542.24,31995,2697.33,40845,3440.1,38414,3239.13,16535,1397.5,17119,1443.38,0,0.0,0,0.0,-10820,-902.01
