ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
920566.BJ,20251231,11.12,2.4653,2.7118,1.94,18.887,19.1349,2.0046,3.8914,3.8481,3.1583,1.7986,14546.338,11234.6561,10213.4429,161755.2786,124929.3758
920566.BJ,20251230,11.28,1.4287,1.5716,1.14,19.1587,19.4102,2.0334,3.9474,3.9035,3.1135,1.773,14546.338,11234.6561,10213.4429,164082.6926,126726.9208
920566.BJ,20251229,11.33,1.9349,2.1284,1.7,19.2436,19.4962,2.0424,3.9649,3.9208,3.0997,1.7652,14546.338,11234.6561,10213.4429,164810.0095,127288.6536
920566.BJ,20251226,11.57,1.3527,1.488,1.15,19.6513,19.9092,2.0857,4.0489,4.0039,3.0354,1.7286,14546.338,11234.6561,10213.4429,168301.1307,129984.9711
920566.BJ,20251225,11.68,0.8952,0.9847,0.72,19.8381,20.0985,2.1055,4.0874,4.0419,3.0068,1.7123,14546.338,11234.6561,10213.4429,169901.2278,131220.7832
920566.BJ,20251224,11.69,0.7474,0.8222,0.57,19.8551,20.1157,2.1073,4.0909,4.0454,3.0043,1.7109,14546.338,11234.6561,10213.4429,170046.6912,131333.1298
920566.BJ,20251223,11.67,1.3399,1.4739,0.94,19.8211,20.0813,2.1037,4.0839,4.0385,3.0094,1.7138,14546.338,11234.6561,10213.4429,169755.7645,131108.4367
920566.BJ,20251222,11.87,1.3523,1.4876,1.01,20.1608,20.4254,2.1398,4.1539,4.1077,2.9587,1.6849,14546.338,11234.6561,10213.4429,172665.0321,133355.3679
920566.BJ,20251219,11.9,1.5273,1.68,1.1,20.2118,20.4771,2.1452,4.1644,4.1181,2.9512,1.6807,14546.338,11234.6561,10213.4429,173101.4222,133692.4076
920566.BJ,20251218,11.81,1.2504,1.3755,0.75,20.0589,20.3222,2.1289,4.1329,4.0869,2.9737,1.6935,14546.338,11234.6561,10213.4429,171792.2518,132681.2885
920566.BJ,20251217,11.79,1.0779,1.1857,0.62,20.0249,20.2878,2.1253,4.1259,4.08,2.9788,1.6964,14546.338,11234.6561,10213.4429,171501.325,132456.5954
920566.BJ,20251216,11.74,1.9401,2.1341,1.13,19.94,20.2017,2.1163,4.1084,4.0627,2.9915,1.7036,14546.338,11234.6561,10213.4429,170774.0081,131894.8626
920566.BJ,20251215,11.62,0.8728,0.96,0.48,19.7362,19.9952,2.0947,4.0664,4.0212,3.0224,1.7212,14546.338,11234.6561,10213.4429,169028.4476,130546.7039
920566.BJ,20251212,11.61,1.7888,1.9677,0.93,19.7192,19.978,2.0929,4.0629,4.0177,3.025,1.7227,14546.338,11234.6561,10213.4429,168882.9842,130434.3573
920566.BJ,20251211,11.61,2.6754,2.9429,1.56,19.7192,19.978,2.0929,4.0629,4.0177,3.025,1.7227,14546.338,11234.6561,10213.4429,168882.9842,130434.3573
920566.BJ,20251210,11.35,1.472,1.6192,0.87,19.2776,19.5306,2.046,3.9719,3.9277,3.0943,1.7621,14546.338,11234.6561,10213.4429,165100.9363,127513.3467
920566.BJ,20251209,11.49,1.7562,1.9318,0.92,19.5154,19.7715,2.0713,4.0209,3.9762,3.0565,1.7406,14546.338,11234.6561,10213.4429,167137.4236,129086.1986
920566.BJ,20251208,11.77,1.3246,1.457,0.61,19.991,20.2534,2.1217,4.1189,4.0731,2.9838,1.6992,14546.338,11234.6561,10213.4429,171210.3983,132231.9023
920566.BJ,20251205,11.75,2.3698,2.6067,1.06,19.957,20.2189,2.1181,4.1119,4.0662,2.9889,1.7021,14546.338,11234.6561,10213.4429,170919.4715,132007.2092
920566.BJ,20251204,11.74,1.6626,1.8289,0.73,19.94,20.2017,2.1163,4.1084,4.0627,2.9915,1.7036,14546.338,11234.6561,10213.4429,170774.0081,131894.8626
920566.BJ,20251203,11.93,1.3905,1.5295,0.49,20.2627,20.5287,2.1506,4.1748,4.1284,2.9438,1.6764,14546.338,11234.6561,10213.4429,173537.8123,134029.4473
920566.BJ,20251202,11.93,2.7565,3.0321,0.93,20.2627,20.5287,2.1506,4.1748,4.1284,2.9438,1.6764,14546.338,11234.6561,10213.4429,173537.8123,134029.4473
920566.BJ,20251201,12.15,2.7052,2.9756,0.98,20.6364,20.9073,2.1902,4.2518,4.2046,2.8905,1.6461,14546.338,11234.6561,10213.4429,176738.0067,136501.0716
920566.BJ,20251128,12.0,2.622,2.8842,0.95,20.3816,20.6491,2.1632,4.1993,4.1527,2.9266,1.6667,14546.338,11234.6561,10213.4429,174556.056,134815.8732
920566.BJ,20251127,12.32,1.9745,2.1719,0.75,20.9251,21.1998,2.2209,4.3113,4.2634,2.8506,1.6234,14546.338,11234.6561,10213.4429,179210.8842,138410.9632
920566.BJ,20251126,12.33,4.1654,4.5819,1.75,20.9421,21.217,2.2227,4.3148,4.2669,2.8483,1.6221,14546.338,11234.6561,10213.4429,179356.3475,138523.3097
920566.BJ,20251125,12.25,3.3274,3.6601,1.54,20.8062,21.0793,2.2083,4.2868,4.2392,2.8669,1.6327,14546.338,11234.6561,10213.4429,178192.6405,137624.5372
920566.BJ,20251124,11.87,1.6427,1.8069,0.63,20.1608,20.4254,2.1398,4.1539,4.1077,2.9587,1.6849,14546.338,11234.6561,10213.4429,172665.0321,133355.3679
920566.BJ,20251121,11.7,2.7051,2.9756,0.88,19.8721,20.1329,2.1091,4.0944,4.0489,3.0017,1.7094,14546.338,11234.6561,10213.4429,170192.1546,131445.4764
920566.BJ,20251120,12.16,1.2752,1.4027,0.33,20.6534,20.9245,2.192,4.2553,4.208,2.8881,1.6447,14546.338,11234.6561,10213.4429,176883.4701,136613.4182
920566.BJ,20251119,12.28,2.9284,3.2212,0.66,20.8572,21.131,2.2137,4.2973,4.2496,2.8599,1.6287,14546.338,11234.6561,10213.4429,178629.0306,137961.5769
920566.BJ,20251118,12.62,2.252,2.4772,0.46,21.4347,21.716,2.275,4.4163,4.3672,2.7829,1.5848,14546.338,11234.6561,10213.4429,183574.7856,141781.36
920566.BJ,20251117,12.89,3.8426,4.2269,0.83,21.8932,22.1806,2.3236,4.5108,4.4607,2.7246,1.5516,14546.338,11234.6561,10213.4429,187502.2968,144814.7171
920566.BJ,20251114,13.17,5.0046,5.505,1.29,22.3688,22.6624,2.3741,4.6088,4.5576,2.6666,1.5186,14546.338,11234.6561,10213.4429,191575.2715,147960.4208
920566.BJ,20251113,13.44,5.3651,5.9015,1.67,22.8274,23.127,2.4228,4.7033,4.651,2.6131,1.4881,14546.338,11234.6561,10213.4429,195502.7827,150993.778
920566.BJ,20251112,13.26,5.58,6.1379,2.18,22.5217,22.8173,2.3903,4.6403,4.5887,2.6485,1.5083,14546.338,11234.6561,10213.4429,192884.4419,148971.5399
920566.BJ,20251111,13.22,4.6385,5.1023,2.02,22.4537,22.7485,2.3831,4.6263,4.5749,2.6566,1.5129,14546.338,11234.6561,10213.4429,192302.5884,148522.1536
920566.BJ,20251110,13.0,2.4554,2.7009,0.84,22.0801,22.3699,2.3435,4.5493,4.4987,2.7015,1.5385,14546.338,11234.6561,10213.4429,189102.394,146050.5293
920566.BJ,20251107,12.81,1.3861,1.5247,0.3,21.7574,22.043,2.3092,4.4828,4.433,2.7416,1.5613,14546.338,11234.6561,10213.4429,186338.5898,143915.9446
920566.BJ,20251106,12.89,2.0363,2.2399,0.4,21.8932,22.1806,2.3236,4.5108,4.4607,2.7246,1.5516,14546.338,11234.6561,10213.4429,187502.2968,144814.7171
920566.BJ,20251105,13.01,2.3057,2.5363,0.42,22.0971,22.3871,2.3453,4.5528,4.5022,2.6994,1.5373,14546.338,11234.6561,10213.4429,189247.8574,146162.8759
920566.BJ,20251104,12.88,3.2762,3.6038,0.64,21.8763,22.1634,2.3218,4.5073,4.4572,2.7267,1.5528,14546.338,11234.6561,10213.4429,187356.8334,144702.3706
920566.BJ,20251103,13.14,5.5362,6.0897,1.25,22.3179,22.6108,2.3687,4.5983,4.5472,2.6727,1.5221,14546.338,11234.6561,10213.4429,191138.8813,147623.3812
920566.BJ,20251031,13.34,9.8875,10.8761,3.25,22.6575,22.955,2.4048,4.6683,4.6164,2.6327,1.4993,14546.338,11234.6561,10213.4429,194048.1489,149870.3124
920566.BJ,20251030,12.71,4.3023,4.7325,1.37,21.5875,21.8709,2.2912,4.4478,4.3984,2.7632,1.5736,14546.338,11234.6561,10213.4429,184883.956,142792.479
920566.BJ,20251029,12.8,4.2727,4.7,1.06,21.7404,22.0257,2.3074,4.4793,4.4295,2.7437,1.5625,14546.338,11234.6561,10213.4429,186193.1264,143803.5981
920566.BJ,20251028,12.38,1.6365,1.8001,0.39,21.027,21.303,2.2317,4.3323,4.2842,2.8368,1.6155,14546.338,11234.6561,10213.4429,180083.6644,139085.0425
920566.BJ,20251027,12.38,2.1207,2.3327,0.5,21.027,22.0755,2.3003,4.3323,4.3529,2.8368,1.6155,14546.338,11234.6561,10213.4429,180083.6644,139085.0425
920566.BJ,20251024,12.51,2.8658,3.1524,0.71,21.2478,22.3073,2.3244,4.3778,4.3986,2.8073,1.5987,14546.338,11234.6561,10213.4429,181974.6884,140545.5478
920566.BJ,20251023,12.51,4.7605,5.2365,1.38,21.2478,22.3073,2.3244,4.3778,4.3986,2.8073,1.5987,14546.338,11234.6561,10213.4429,181974.6884,140545.5478
920566.BJ,20251022,12.87,8.7264,9.5989,3.7,21.8593,22.9493,2.3913,4.5038,4.5252,2.7288,1.554,14546.338,11234.6561,10213.4429,187211.3701,144590.024
920566.BJ,20251021,12.32,2.7095,2.9804,1.29,20.9251,21.9685,2.2891,4.3113,4.3318,2.8506,1.6234,14546.338,11234.6561,10213.4429,179210.8842,138410.9632
920566.BJ,20251020,11.91,2.0598,2.2658,0.97,20.2287,21.2374,2.2129,4.1679,4.1876,2.9488,1.6793,14546.338,11234.6561,10213.4429,173246.8856,133804.7542
920566.BJ,20251017,11.97,1.904,2.0944,0.89,20.3306,21.3444,2.2241,4.1888,4.2087,2.934,1.6708,14546.338,11234.6561,10213.4429,174119.6659,134478.8335
920566.BJ,20251016,12.26,1.8569,2.0425,0.83,20.8232,21.8615,2.278,4.2903,4.3107,2.8646,1.6313,14546.338,11234.6561,10213.4429,178338.1039,137736.8838
920566.BJ,20251015,12.4,3.2683,3.5951,1.77,21.061,22.1112,2.304,4.3393,4.3599,2.8322,1.6129,14546.338,11234.6561,10213.4429,180374.5912,139309.7356
920566.BJ,20251014,12.08,1.4282,1.571,0.8,20.5175,21.5406,2.2445,4.2273,4.2474,2.9073,1.6556,14546.338,11234.6561,10213.4429,175719.763,135714.6457
920566.BJ,20251013,12.04,2.1764,2.3941,1.33,20.4495,21.4693,2.2371,4.2133,4.2333,2.9169,1.6611,14546.338,11234.6561,10213.4429,175137.9095,135265.2594
920566.BJ,20251010,12.11,1.9864,2.185,1.28,20.5684,21.5941,2.2501,4.2378,4.258,2.9001,1.6515,14546.338,11234.6561,10213.4429,176156.1532,136051.6854
920566.BJ,20251009,11.98,2.3564,2.5921,1.59,20.3476,21.3623,2.226,4.1923,4.2123,2.9315,1.6694,14546.338,11234.6561,10213.4429,174265.1292,134591.1801
920566.BJ,20250930,12.16,1.2875,1.4163,0.7,20.6534,21.6832,2.2594,4.2553,4.2755,2.8881,1.6447,14546.338,11234.6561,10213.4429,176883.4701,136613.4182
920566.BJ,20250929,12.15,1.0907,1.2005,0.51,20.6364,21.6654,2.2575,4.2518,4.272,2.8905,1.6461,14546.338,11167.2428,10146.0296,176738.0067,135682.0
920566.BJ,20250926,12.11,1.5057,1.6572,0.62,20.5684,21.5941,2.2501,4.2378,4.258,2.9001,1.6515,14546.338,11167.2428,10146.0296,176156.1532,135235.3103
920566.BJ,20250925,12.07,1.571,1.7291,0.56,20.5005,21.5227,2.2427,4.2238,4.2439,2.9097,1.657,14546.338,11167.2428,10146.0296,175574.2997,134788.6206
920566.BJ,20250924,12.28,1.9791,2.1783,0.69,20.8572,21.8972,2.2817,4.2973,4.3177,2.8599,1.6287,14546.338,11167.2428,10146.0296,178629.0306,137133.7416
920566.BJ,20250923,12.12,3.1322,3.4474,1.2,20.5854,21.6119,2.252,4.2413,4.2615,2.8977,1.6502,14546.338,11167.2428,10146.0296,176301.6166,135346.9827
920566.BJ,20250922,12.51,2.4782,2.7277,1.02,21.2478,22.3073,2.3244,4.3778,4.3986,2.8073,1.5987,14546.338,11167.2428,10146.0296,181974.6884,139702.2074
920566.BJ,20250919,12.78,2.9167,3.2102,1.24,21.7064,22.7888,2.3746,4.4723,4.4935,2.748,1.5649,14546.338,11167.2428,10146.0296,185902.1996,142717.363
920566.BJ,20250918,13.08,3.5719,3.9314,1.76,22.2159,23.3237,2.4303,4.5773,4.599,2.685,1.5291,14546.338,11167.2428,10146.0296,190266.101,146067.5358
920566.BJ,20250917,13.26,2.1652,2.3832,1.05,22.5217,23.6447,2.4638,4.6403,4.6623,2.6485,1.5083,14546.338,11167.2428,10146.0296,192884.4419,148077.6395
920566.BJ,20250916,13.3,1.9236,2.1172,0.77,22.5896,23.716,2.4712,4.6543,4.6764,2.6406,1.5038,14546.338,11167.2428,10146.0296,193466.2954,148524.3292
920566.BJ,20250915,13.37,1.5501,1.7061,0.5,22.7085,23.8409,2.4842,4.6788,4.701,2.6268,1.4959,14546.338,11167.2428,10146.0296,194484.5391,149306.0362
920566.BJ,20250912,13.27,2.5224,2.7763,0.66,22.5387,23.6625,2.4656,4.6438,4.6658,2.6466,1.5072,14546.338,11167.2428,10146.0296,193029.9053,148189.312
920566.BJ,20250911,13.44,1.9974,2.1984,0.48,22.8274,23.9657,2.4972,4.7033,4.7256,2.6131,1.4881,14546.338,11167.2428,10146.0296,195502.7827,150087.7432
920566.BJ,20250910,13.39,2.2702,2.4987,0.52,22.7425,23.8765,2.4879,4.6858,4.708,2.6228,1.4937,14546.338,11167.2428,10146.0296,194775.4658,149529.3811
920566.BJ,20250909,13.49,4.1527,4.5707,0.96,22.9123,24.0548,2.5065,4.7208,4.7432,2.6034,1.4826,14546.338,11167.2428,10146.0296,196230.0996,150646.1054
920566.BJ,20250908,13.88,4.6287,5.0946,1.18,23.5747,24.7503,2.579,4.8572,4.8803,2.5302,1.4409,14546.338,11167.2428,10146.0296,201903.1714,155001.3301
920566.BJ,20250905,13.93,5.9713,6.5723,1.73,23.6596,24.8394,2.5883,4.8747,4.8979,2.5212,1.4358,14546.338,11167.2428,10146.0296,202630.4883,155559.6922
920566.BJ,20250904,13.53,3.992,4.3938,1.1,22.9803,24.1262,2.5139,4.7348,4.7572,2.5957,1.4782,14546.338,11167.2428,10146.0296,196811.9531,151092.7951
920566.BJ,20250903,13.29,3.1965,3.5182,0.81,22.5726,23.6982,2.4694,4.6508,4.6729,2.6426,1.5049,14546.338,11167.2428,10146.0296,193320.832,148412.6568
920566.BJ,20250902,13.64,3.79,4.1715,0.93,23.1671,24.3223,2.5344,4.7733,4.7959,2.5748,1.4663,14546.338,11167.2428,10146.0296,198412.0503,152321.1918
920566.BJ,20250901,13.52,2.7303,3.0051,0.58,22.9633,24.1083,2.5121,4.7313,4.7537,2.5976,1.4793,14546.338,11167.2428,10146.0296,196666.4898,150981.1227
920566.BJ,20250829,13.32,3.5067,3.8597,0.73,22.6236,23.7517,2.4749,4.6613,4.6834,2.6366,1.5015,14546.338,11167.2428,10146.0296,193757.2222,148747.6741
920566.BJ,20250828,13.26,4.8898,5.382,1.05,22.5217,23.6447,2.4638,4.6403,4.6623,2.6485,1.5083,14546.338,11167.2428,10146.0296,192884.4419,148077.6395
