ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
920505.BJ,20251231,43.38,2.3045,4.6273,0.84,116.3245,141.6268,8.459,18.5738,17.5941,0.2375,0.3444,6486.773,3627.7191,1806.6608,281396.2127,157370.4546
920505.BJ,20251230,43.65,3.7214,7.4725,1.41,117.0485,142.5083,8.5117,18.6894,17.7036,0.236,0.3422,6486.773,3627.7191,1806.6608,283147.6415,158349.9387
920505.BJ,20251229,44.72,3.0165,6.0571,1.19,119.9177,146.0016,8.7203,19.1475,18.1376,0.2304,0.334,6486.773,3627.7191,1806.6608,290088.4886,162231.5982
920505.BJ,20251226,45.18,2.5045,5.029,0.81,121.1512,147.5034,8.81,19.3445,18.3241,0.228,0.3306,6486.773,3627.7191,1806.6608,293072.4041,163900.3489
920505.BJ,20251225,45.1,2.2185,4.4547,0.72,120.9367,147.2422,8.7944,19.3102,18.2917,0.2284,0.3312,6486.773,3627.7191,1806.6608,292553.4623,163610.1314
920505.BJ,20251224,45.26,2.3059,4.6302,0.74,121.3657,147.7646,8.8256,19.3787,18.3566,0.2276,0.3301,6486.773,3627.7191,1806.6608,293591.346,164190.5665
920505.BJ,20251223,45.76,3.1081,6.241,1.01,122.7065,149.397,8.9231,19.5928,18.5594,0.2251,0.3265,6486.773,3627.7191,1806.6608,296834.7325,166004.426
920505.BJ,20251222,46.6,2.5796,5.1798,0.82,124.959,152.1394,9.0869,19.9525,18.9001,0.2211,0.3206,6486.773,3627.7191,1806.6608,302283.6218,169051.7101
920505.BJ,20251219,46.61,5.2425,10.5267,1.81,124.9858,152.1721,9.0889,19.9567,18.9041,0.221,0.3205,6486.773,3627.7191,1806.6608,302348.4895,169087.9873
920505.BJ,20251218,45.16,2.0666,4.1497,0.59,121.0976,147.4381,8.8061,19.3359,18.316,0.2281,0.3308,6486.773,3627.7191,1806.6608,292942.6687,163827.7946
