ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
300900.SZ,20251231,39.07,37.6853,42.6351,1.04,,,8.9984,11.0766,9.9896,0.1822,,29715.1169,22607.4919,19982.8399,1160969.6173,883274.7085
300900.SZ,20251230,35.32,39.9563,45.2043,1.25,,,8.1348,10.0135,9.0308,0.2015,,29715.1169,22607.4919,19982.8399,1049537.9289,798496.6139
300900.SZ,20251229,36.55,40.1016,45.3688,1.38,,,8.4181,10.3622,9.3453,0.1947,,29715.1169,22607.4919,19982.8399,1086087.5227,826303.8289
300900.SZ,20251226,35.07,49.3385,55.8188,1.94,,,8.0772,9.9426,8.9669,0.203,,29715.1169,22607.4919,19982.8399,1042109.1497,792844.7409
300900.SZ,20251225,31.21,24.0241,27.1796,0.94,,,7.1882,8.8482,7.98,0.2281,,29715.1169,22607.4919,19982.8399,927408.7984,705579.8222
300900.SZ,20251224,26.01,26.9373,30.4754,1.19,,,5.9905,7.374,6.6504,0.2736,,29715.1169,22607.4919,19982.8399,772890.1906,588020.8643
300900.SZ,20251223,23.31,19.7615,22.357,0.9,,,5.3687,6.6085,5.96,0.3053,,29715.1169,22607.4919,19982.8399,692659.3749,526980.6362
300900.SZ,20251222,23.82,25.3028,28.6262,1.22,,,5.4861,6.7531,6.0904,0.2988,,29715.1169,22607.4919,19982.8399,707814.0846,538510.4571
300900.SZ,20251219,26.48,31.0483,35.1263,1.57,,,6.0988,7.5073,6.7706,0.2688,,29715.1169,22607.4919,19982.8399,786856.2955,598646.3855
300900.SZ,20251218,24.38,24.4485,27.6597,1.21,,,5.6151,6.9119,6.2336,0.2919,,29715.1169,22607.4919,19982.8399,724454.55,551170.6525
300900.SZ,20251217,22.47,12.5158,14.1597,0.58,,,5.1752,6.3704,5.7453,0.3168,,29715.1169,22607.4919,19982.8399,667698.6767,507990.343
300900.SZ,20251216,23.16,16.1359,18.2552,0.69,,,5.3341,6.566,5.9217,0.3073,,29715.1169,22607.4919,19982.8399,688202.1074,523589.5124
300900.SZ,20251215,24.34,19.2691,21.8,0.75,,,5.6059,6.9005,6.2234,0.2924,,29715.1169,22607.4919,19982.8399,723265.9453,550266.3528
300900.SZ,20251212,24.55,26.2483,29.6959,1.05,,,5.6543,6.9601,6.2771,0.2899,,29715.1169,22607.4919,19982.8399,729506.1199,555013.9261
300900.SZ,20251211,23.75,26.9822,30.5262,1.25,,,5.47,6.7333,6.0725,0.2997,,29715.1169,22607.4919,19982.8399,705734.0264,536927.9326
300900.SZ,20251210,23.88,19.2,21.7218,0.98,,,5.4999,6.7701,6.1058,0.2981,,29715.1169,22607.4919,19982.8399,709596.9916,539866.9066
300900.SZ,20251209,23.28,25.1255,28.4256,1.59,,,5.3618,6.6,5.9524,0.3057,,29715.1169,22607.4919,19982.8399,691767.9214,526302.4114
300900.SZ,20251208,22.85,30.5058,34.5126,2.58,,,5.2627,6.4781,5.8424,0.3115,,29715.1169,22607.4919,19982.8399,678990.4212,516581.1899
300900.SZ,20251205,21.36,23.6874,26.7987,2.66,,,4.9196,6.0557,5.4614,0.3332,,29715.1169,22607.4919,19982.8399,634714.897,482896.027
300900.SZ,20251204,19.25,9.2514,10.4666,1.24,,,4.4336,5.4575,4.922,0.3697,,29715.1169,22607.4919,19982.8399,572016.0003,435194.2191
300900.SZ,20251203,19.17,9.7889,11.0747,1.6,,,4.4152,5.4348,4.9015,0.3713,,29715.1169,22607.4919,19982.8399,569638.791,433385.6197
300900.SZ,20251202,18.84,5.5454,6.2738,0.97,,,4.3392,5.3413,4.8171,0.3778,,29715.1169,22607.4919,19982.8399,559832.8024,425925.1474
300900.SZ,20251201,18.96,10.9222,12.3568,2.5,,,4.3668,5.3753,4.8478,0.3754,,29715.1169,22607.4919,19982.8399,563398.6164,428638.0464
300900.SZ,20251128,18.42,8.9584,10.135,2.67,,,4.2424,5.2222,4.7097,0.3864,,29715.1169,22607.4919,19982.8399,547352.4533,416430.0008
300900.SZ,20251127,17.34,2.1067,2.3834,0.6,,,3.9937,4.916,4.4336,0.4105,,29715.1169,22607.4919,19982.8399,515260.127,392013.9095
300900.SZ,20251126,17.21,3.107,3.515,0.89,,,3.9637,4.8791,4.4004,0.4136,,29715.1169,22607.4919,19982.8399,511397.1618,389074.9356
300900.SZ,20251125,17.78,3.6328,4.1099,1.07,,,4.095,5.0407,4.5461,0.4003,,29715.1169,22607.4919,19982.8399,528334.7785,401961.206
300900.SZ,20251124,17.64,4.0131,4.5402,1.19,,,4.0628,5.0011,4.5103,0.4035,,29715.1169,22607.4919,19982.8399,524174.6621,398796.1571
300900.SZ,20251121,16.85,3.8996,4.4118,1.3,,,3.8808,4.7771,4.3083,0.4224,,29715.1169,22607.4919,19982.8399,500699.7198,380936.2385
300900.SZ,20251120,17.38,3.018,3.4144,1.08,,,4.0029,4.9273,4.4438,0.4095,,29715.1169,22607.4919,19982.8399,516448.7317,392918.2092
300900.SZ,20251119,17.99,2.9421,3.3286,1.09,,,4.1434,5.1003,4.5998,0.3956,,29715.1169,22607.4919,19982.8399,534574.953,406708.7793
300900.SZ,20251118,17.85,3.0442,3.444,1.19,,,4.1111,5.0606,4.564,0.3987,,29715.1169,22607.4919,19982.8399,530414.8367,403543.7304
300900.SZ,20251117,18.18,3.9102,4.4238,1.85,,,4.1871,5.1541,4.6484,0.3915,,29715.1169,22607.4919,19982.8399,540220.8252,411004.2027
300900.SZ,20251114,17.98,2.0296,2.2962,0.92,,,4.1411,5.0974,4.5972,0.3959,,29715.1169,22607.4919,19982.8399,534277.8019,406482.7044
300900.SZ,20251113,17.97,2.0612,2.3319,0.77,,,4.1388,5.0946,4.5947,0.3961,,29715.1169,22607.4919,19982.8399,533980.6507,406256.6294
300900.SZ,20251112,18.02,2.4909,2.8181,0.96,,,4.1503,5.1088,4.6075,0.395,,29715.1169,22607.4919,19982.8399,535466.4065,407387.004
300900.SZ,20251111,18.16,2.2761,2.5751,0.89,,,4.1825,5.1485,4.6433,0.3919,,29715.1169,22607.4919,19982.8399,539626.5229,410552.0529
300900.SZ,20251110,18.05,1.7257,1.9524,0.66,,,4.1572,5.1173,4.6151,0.3943,,29715.1169,22607.4919,19982.8399,536357.86,408065.2288
300900.SZ,20251107,18.04,2.5274,2.8594,0.98,,,4.1549,5.1145,4.6126,0.3945,,29715.1169,22607.4919,19982.8399,536060.7089,407839.1539
300900.SZ,20251106,18.29,4.3309,4.8997,1.83,,,4.2125,5.1853,4.6765,0.3892,,29715.1169,22607.4919,19982.8399,543489.4881,413491.0269
300900.SZ,20251105,17.92,2.0844,2.3581,0.81,,,4.1273,5.0804,4.5819,0.3972,,29715.1169,22607.4919,19982.8399,532494.8948,405126.2548
300900.SZ,20251104,17.87,2.0566,2.3268,0.66,,,4.1157,5.0663,4.5691,0.3983,,29715.1169,22607.4919,19982.8399,531009.139,403995.8803
300900.SZ,20251103,18.03,2.134,2.4143,0.54,,,4.1526,5.1116,4.61,0.3948,,29715.1169,22607.4919,19982.8399,535763.5577,407613.079
300900.SZ,20251031,17.98,2.3023,2.6047,0.49,,,4.1411,5.0974,4.5972,0.3959,,29715.1169,22607.4919,19982.8399,534277.8019,406482.7044
300900.SZ,20251030,17.89,3.2534,3.6807,0.73,,,4.1204,5.0719,4.5742,0.3979,,29715.1169,22607.4919,19982.8399,531603.4413,404448.0301
300900.SZ,20251029,18.27,3.0607,3.4627,0.72,,,4.2079,5.1797,4.6714,0.3896,,29715.1169,22607.4919,19982.8399,542895.1858,413038.877
300900.SZ,20251028,18.54,4.8603,5.4987,1.33,,,4.2701,5.2562,4.7404,0.3839,,29715.1169,22607.4919,19982.8399,550918.2673,419142.8998
300900.SZ,20251027,18.35,6.2501,7.0711,2.18,,,4.2263,5.2023,4.6918,0.3879,,29715.1169,22607.4919,19982.8399,545272.3951,414847.4764
300900.SZ,20251024,18.65,6.2541,7.0798,2.9,,,4.1815,5.2874,4.7387,0.3816,,29715.1169,22607.4919,19970.8399,554186.9302,421629.7239
300900.SZ,20251023,18.18,1.8569,2.1021,0.81,,,4.0761,5.1541,4.6192,0.3915,,29715.1169,22607.4919,19970.8399,540220.8252,411004.2027
300900.SZ,20251022,18.15,2.0544,2.3256,0.86,,,4.0694,5.1456,4.6116,0.3922,,29715.1169,22607.4919,19970.8399,539329.3717,410325.978
