ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
301126.SZ,20251231,12.29,11.6626,15.1169,1.07,94.9921,,1.4503,0.4824,0.4692,0.3272,0.8446,20540.32,13788.3269,10637.5825,252440.5328,169458.5376
301126.SZ,20251230,13.09,16.9471,21.9666,1.81,101.1755,,1.5447,0.5138,0.4997,0.3072,0.793,20540.32,13788.3269,10637.5825,268872.7888,180489.1991
301126.SZ,20251229,12.74,11.1385,14.4377,1.27,98.4702,,1.5034,0.5,0.4864,0.3157,0.8148,20540.32,13788.3269,10637.5825,261683.6768,175663.2847
301126.SZ,20251226,13.36,14.4678,18.753,1.59,103.2624,,1.5766,0.5244,0.51,0.301,0.7769,20540.32,13788.3269,10637.5825,274418.6752,184212.0474
301126.SZ,20251225,12.74,5.286,6.8516,0.45,98.4702,,1.5034,0.5,0.4864,0.3157,0.8148,20540.32,13788.3269,10637.5825,261683.6768,175663.2847
301126.SZ,20251224,12.83,6.8387,8.8642,0.55,99.1659,,1.514,0.5036,0.4898,0.3134,0.809,20540.32,13788.3269,10637.5825,263532.3056,176904.2341
301126.SZ,20251223,12.94,9.0019,11.6682,0.75,100.0161,,1.527,0.5079,0.494,0.3108,0.8022,20540.32,13788.3269,10637.5825,265791.7408,178420.9501
301126.SZ,20251222,13.11,8.3234,10.7887,0.65,101.3301,,1.5471,0.5145,0.5005,0.3067,0.7918,20540.32,13788.3269,10637.5825,269283.5952,180764.9657
301126.SZ,20251219,13.41,16.0074,20.7486,1.49,103.6488,,1.5825,0.5263,0.512,0.2999,0.774,20540.32,13788.3269,10637.5825,275445.6912,184901.4637
301126.SZ,20251218,13.52,18.0939,23.4532,2.07,104.499,,1.5955,0.5306,0.5162,0.2974,0.7678,20540.32,13788.3269,10637.5825,277705.1264,186418.1797
301126.SZ,20251217,12.38,10.3343,13.3952,1.21,95.6877,,1.4609,0.4859,0.4726,0.3248,0.8384,20540.32,13788.3269,10637.5825,254289.1616,170699.487
301126.SZ,20251216,11.91,7.0124,9.0894,0.77,92.055,,1.4055,0.4674,0.4547,0.3377,0.8715,20540.32,13788.3269,10637.5825,244635.2112,164218.9734
301126.SZ,20251215,12.54,12.1764,15.783,1.35,96.9244,,1.4798,0.4922,0.4787,0.3207,0.8278,20540.32,13788.3269,10637.5825,257575.6128,172905.6193
301126.SZ,20251212,11.77,6.261,8.1155,0.6,90.9729,,1.3854,0.462,0.4493,0.3417,0.695,20540.32,13788.3269,10637.5825,241759.5664,162288.6076
301126.SZ,20251211,12.15,8.014,10.3877,0.63,93.91,,1.4301,0.4769,0.4639,0.331,0.6733,20540.32,13788.3269,10637.5825,249564.888,167528.1718
301126.SZ,20251210,12.73,9.0693,11.7555,0.55,98.393,,1.4984,0.4996,0.486,0.3159,0.6426,20540.32,13788.3269,10637.5825,261478.2736,175525.4014
301126.SZ,20251209,12.98,9.9355,12.8783,0.62,100.3253,,1.5278,0.5094,0.4955,0.3098,0.6302,20540.32,13788.3269,10637.5825,266613.3536,178972.4832
301126.SZ,20251208,13.58,11.8223,15.3239,0.8,104.9628,,1.5984,0.533,0.5184,0.2961,0.6024,20540.32,13788.3269,10637.5825,278937.5456,187245.4793
301126.SZ,20251205,13.55,12.9968,16.8463,0.93,104.7309,,1.5949,0.5318,0.5173,0.2968,0.6037,20540.32,13788.3269,10637.5825,278321.336,186831.8295
301126.SZ,20251204,13.78,19.3787,25.1185,1.75,106.5086,,1.6219,0.5408,0.5261,0.2918,0.5936,20540.32,13788.3269,10637.5825,283045.6096,190003.1447
301126.SZ,20251203,13.93,28.1272,36.4582,4.17,107.668,,1.6396,0.5467,0.5318,0.2887,0.5872,20540.32,13788.3269,10637.5825,286126.6576,192071.3937
301126.SZ,20251202,13.07,8.1658,10.5845,1.39,101.0209,,1.5384,0.513,0.499,0.3077,0.6259,20540.32,13788.3269,10637.5825,268461.9824,180213.4326
301126.SZ,20251201,12.87,5.5925,7.2489,1.02,99.475,,1.5148,0.5051,0.4913,0.3125,0.6356,20540.32,13788.3269,10637.5825,264353.9184,177455.7672
301126.SZ,20251128,12.83,8.448,10.9502,1.74,99.1659,,1.5101,0.5036,0.4898,0.3134,0.6376,20540.32,13788.3269,10637.5825,263532.3056,176904.2341
301126.SZ,20251127,12.71,4.9307,6.3912,0.99,98.2384,,1.496,0.4988,0.4852,0.3164,0.6436,20540.32,13788.3269,10637.5825,261067.4672,175249.6349
301126.SZ,20251126,12.63,6.5701,8.5161,1.39,97.62,,1.4866,0.4957,0.4822,0.3184,0.6477,20540.32,13788.3269,10637.5825,259424.2416,174146.5687
301126.SZ,20251125,12.39,3.9251,5.0877,0.77,95.765,,1.4583,0.4863,0.473,0.3246,0.6602,20540.32,13788.3269,10637.5825,254494.5648,170837.3703
301126.SZ,20251124,12.04,3.4742,4.5033,0.58,93.0598,,1.4171,0.4726,0.4597,0.334,0.6794,20540.32,13788.3269,10637.5825,247305.4528,166011.4559
301126.SZ,20251121,11.78,5.3121,6.8855,0.7,91.0502,,1.3865,0.4623,0.4497,0.3414,0.6944,20540.32,13788.3269,10637.5825,241964.9696,162426.4909
301126.SZ,20251120,12.39,5.5897,7.3175,0.64,95.765,,1.4583,0.4863,0.473,0.3246,0.6602,20540.32,13788.3269,10532.5925,254494.5648,170837.3703
301126.SZ,20251119,12.38,5.3886,7.0543,0.5,95.6877,,1.4572,0.4859,0.4726,0.3248,0.6607,20540.32,13788.3269,10532.5925,254289.1616,170699.487
301126.SZ,20251118,12.65,5.6631,7.4136,0.52,97.7746,,1.4889,0.4965,0.4829,0.3179,0.6466,20540.32,13788.3269,10532.5925,259835.048,174422.3353
301126.SZ,20251117,12.83,8.0055,10.4801,0.81,99.1659,,1.5101,0.5036,0.4898,0.3134,0.6376,20540.32,13788.3269,10532.5925,263532.3056,176904.2341
301126.SZ,20251114,13.07,13.1692,17.24,1.68,101.0209,,1.5384,0.513,0.499,0.3077,0.6259,20540.32,13788.3269,10532.5925,268461.9824,180213.4326
301126.SZ,20251113,12.87,11.4149,14.9433,1.89,99.475,,1.5148,0.5051,0.4913,0.3125,0.6356,20540.32,13788.3269,10532.5925,264353.9184,177455.7672
