ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
920174.BJ,20251231,48.34,1.0318,1.8606,0.53,41.5803,56.5795,5.1771,5.446,5.5854,0.6041,,9000.8718,8700.0759,4824.5679,435102.1428,420561.669
920174.BJ,20251230,48.45,1.6705,3.0124,0.7,41.6749,56.7082,5.1889,5.4584,5.5981,0.6027,,9000.8718,8700.0759,4824.5679,436092.2387,421518.6774
920174.BJ,20251229,48.16,2.0602,3.7151,0.75,41.4254,56.3688,5.1579,5.4257,5.5646,0.6063,,9000.8718,8700.0759,4824.5679,433481.9859,418995.6553
920174.BJ,20251226,49.51,1.9117,3.4473,0.72,42.5867,57.9489,5.3024,5.5778,5.7206,0.5898,,9000.8718,8700.0759,4824.5679,445633.1628,430740.7578
920174.BJ,20251225,49.35,2.0531,3.7023,0.83,42.449,57.7616,5.2853,5.5598,5.7021,0.5917,,9000.8718,8700.0759,4824.5679,444193.0233,429348.7457
920174.BJ,20251224,49.95,2.1064,3.7985,0.89,42.9651,58.4639,5.3496,5.6274,5.7715,0.5846,,9000.8718,8700.0759,4824.5679,449593.5464,434568.7912
920174.BJ,20251223,50.51,3.8186,6.8861,1.96,43.4468,59.1193,5.4095,5.6904,5.8362,0.5781,,9000.8718,8700.0759,4824.5679,454634.0346,439440.8337
920174.BJ,20251222,49.65,3.7919,6.8379,2.56,42.7071,58.1127,5.3174,5.5936,5.7368,0.5881,,9000.8718,8700.0759,4824.5679,446893.2849,431958.7684
920174.BJ,20251219,48.31,1.5461,2.7881,0.97,41.5545,56.5443,5.1739,5.4426,5.582,0.6044,,9000.8718,8700.0759,4824.5679,434832.1167,420300.6667
920174.BJ,20251218,47.87,1.1529,2.0789,0.59,41.176,56.0294,5.1268,5.393,5.5311,0.61,,9000.8718,8700.0759,4824.5679,430871.7331,416472.6333
920174.BJ,20251217,48.27,1.5256,2.7511,0.78,41.5201,56.4975,5.1696,5.4381,5.5773,0.6049,,9000.8718,8700.0759,4824.5679,434472.0818,419952.6637
920174.BJ,20251216,47.94,1.7165,3.0953,0.83,41.2362,56.1113,5.1343,5.4009,5.5392,0.6091,,9000.8718,8700.0759,4824.5679,431501.7941,417081.6386
920174.BJ,20251215,47.78,1.4736,2.6574,0.7,41.0986,55.924,5.1172,5.3829,5.5207,0.6111,,9000.8718,8700.0759,4824.5679,430061.6546,415689.6265
920174.BJ,20251212,48.43,2.0879,3.765,1.04,41.6577,56.6848,5.1868,5.4561,5.5958,0.6029,,9000.8718,8700.0759,4824.5679,435912.2213,421344.6758
920174.BJ,20251211,48.95,3.0003,5.4104,1.76,42.105,57.2934,5.2425,5.5147,5.6559,0.5965,,9000.8718,8700.0759,4824.5679,440592.6746,425868.7153
920174.BJ,20251210,48.05,1.5542,2.8027,0.83,41.3308,56.24,5.1461,5.4133,5.5519,0.6077,,9000.8718,8700.0759,4824.5679,432491.89,418038.647
920174.BJ,20251209,48.25,2.2626,4.08,1.1,41.5029,56.4741,5.1675,5.4358,5.575,0.6052,,9000.8718,8700.0759,4824.5679,434292.0644,419778.6622
920174.BJ,20251208,49.93,1.6171,2.9161,0.81,42.9479,58.4405,5.3474,5.6251,5.7691,0.5848,,9000.8718,8700.0759,4824.5679,449413.529,434394.7897
920174.BJ,20251205,50.07,1.5703,2.8316,0.8,43.0684,58.6043,5.3624,5.6409,5.7853,0.5832,,9000.8718,8700.0759,4824.5679,450673.651,435612.8003
