ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
920062.BJ,20251231,9.61,1.4593,1.6764,0.56,42.3093,49.2199,2.4153,1.3457,1.1794,1.0289,0.3087,18870.6277,13338.1005,11610.956,181346.7322,128179.1458
920062.BJ,20251230,9.64,1.546,1.776,0.47,42.4413,49.3736,2.4229,1.3499,1.183,1.0257,0.3077,18870.6277,13338.1005,11610.956,181912.851,128579.2888
920062.BJ,20251229,9.68,2.6299,3.0211,0.76,42.6174,49.5785,2.4329,1.3555,1.1879,1.0215,0.3064,18870.6277,13338.1005,11610.956,182667.6761,129112.8128
920062.BJ,20251226,9.88,3.1256,3.5905,0.9,43.498,50.6028,2.4832,1.3835,1.2125,1.0008,0.3002,18870.6277,13338.1005,11610.956,186441.8017,131780.4329
920062.BJ,20251225,10.02,2.9896,3.4343,0.81,44.1143,51.3198,2.5184,1.4031,1.2297,0.9868,0.296,18870.6277,13338.1005,11610.956,189083.6896,133647.767
920062.BJ,20251224,10.09,2.8245,3.2446,0.68,44.4225,51.6784,2.536,1.4129,1.2383,0.9799,0.294,18870.6277,13338.1005,11610.956,190404.6335,134581.434
920062.BJ,20251223,10.02,4.8352,5.5544,1.17,44.1143,51.3198,2.5184,1.4031,1.2297,0.9868,0.296,18870.6277,13338.1005,11610.956,189083.6896,133647.767
920062.BJ,20251222,10.36,3.5563,4.0854,0.76,45.6112,53.0612,2.6038,1.4507,1.2714,0.9544,0.2863,18870.6277,13338.1005,11610.956,195499.703,138182.7212
920062.BJ,20251219,10.17,3.1222,3.5866,0.53,44.7747,52.0881,2.5561,1.4241,1.2481,0.9722,0.2917,18870.6277,13338.1005,11610.956,191914.2837,135648.4821
920062.BJ,20251218,10.04,4.1248,4.7383,0.62,44.2024,51.4223,2.5234,1.4059,1.2321,0.9848,0.2954,18870.6277,13338.1005,11610.956,189461.1021,133914.529
