ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
920346.BJ,20251231,25.02,2.2444,3.5614,1.17,45.2803,42.2224,4.3734,7.759,7.2881,1.319,1.3589,8067.7603,4460.3718,2810.9693,201855.3627,111598.5024
920346.BJ,20251230,25.27,2.8064,4.4531,1.43,45.7327,42.6443,4.4171,7.8365,7.3609,1.306,1.3455,8067.7603,4460.3718,2810.9693,203872.3028,112713.5954
920346.BJ,20251229,24.64,1.6493,2.617,0.78,44.5926,41.5812,4.307,7.6411,7.1774,1.3394,1.3799,8067.7603,4460.3718,2810.9693,198789.6138,109903.5612
920346.BJ,20251226,24.92,1.806,2.8658,0.82,45.0993,42.0537,4.3559,7.728,7.259,1.3243,1.3644,8067.7603,4460.3718,2810.9693,201048.5867,111152.4653
920346.BJ,20251225,25.31,1.7385,2.7587,0.72,45.8051,42.7118,4.4241,7.8489,7.3726,1.3039,1.3433,8067.7603,4460.3718,2810.9693,204195.0132,112892.0103
920346.BJ,20251224,25.15,1.6228,2.5751,0.51,45.5155,42.4418,4.3961,7.7993,7.326,1.3122,1.3519,8067.7603,4460.3718,2810.9693,202904.1715,112178.3508
920346.BJ,20251223,24.91,2.9632,4.7019,0.71,45.0812,42.0368,4.3541,7.7248,7.2561,1.3249,1.3649,8067.7603,4460.3718,2810.9693,200967.9091,111107.8615
920346.BJ,20251222,25.67,2.384,3.7829,0.58,46.4566,43.3193,4.487,7.9605,7.4774,1.2856,1.3245,8067.7603,4460.3718,2810.9693,207099.4069,114497.7441
920346.BJ,20251219,25.5,2.371,3.7622,0.52,46.149,43.0324,4.4573,7.9078,7.4279,1.2942,1.3333,8067.7603,4460.3718,2810.9693,205727.8877,113739.4809
920346.BJ,20251218,25.43,2.7302,4.3322,0.55,46.0223,42.9143,4.445,7.8861,7.4075,1.2978,1.337,8067.7603,4460.3718,2810.9693,205163.1444,113427.2549
920346.BJ,20251217,25.7,5.4294,8.6152,1.3,46.5109,43.37,4.4922,7.9698,7.4862,1.2841,1.323,8067.7603,4460.3718,2810.9693,207341.4397,114631.5553
920346.BJ,20251216,26.33,7.9234,12.5726,2.63,47.6511,44.4331,4.6024,8.1652,7.6697,1.2534,1.2913,8067.7603,4460.3718,2810.9693,212424.1287,117441.5895
920346.BJ,20251215,24.9,2.0268,3.2161,0.67,45.0631,42.0199,4.3524,7.7217,7.2531,1.3254,1.3655,8067.7603,4460.3718,2810.9693,200887.2315,111063.2578
920346.BJ,20251212,25.09,4.7687,7.5668,1.95,45.407,42.3406,4.3856,7.7807,7.3085,1.3153,1.3551,8067.7603,4460.3718,2810.9693,202420.1059,111910.7285
920346.BJ,20251211,24.7,4.8935,7.7649,2.66,44.7012,41.6824,4.3174,7.6597,7.1949,1.3361,1.3765,8067.7603,4460.3718,2810.9693,199273.6794,110171.1835
920346.BJ,20251210,24.16,1.2688,2.0133,0.62,43.7239,40.7711,4.2231,7.4923,7.0376,1.366,1.4073,8067.7603,4460.3718,2810.9693,194917.0888,107762.5827
920346.BJ,20251209,24.29,2.1315,3.3822,1.04,43.9591,40.9905,4.2458,7.5326,7.0755,1.3587,1.3998,8067.7603,4460.3718,2810.9693,195965.8977,108342.431
920346.BJ,20251208,24.92,2.1734,3.4488,0.89,45.0993,42.0537,4.3559,7.728,7.259,1.3243,1.3644,8067.7603,4460.3718,2810.9693,201048.5867,111152.4653
920346.BJ,20251205,24.86,1.7438,2.7669,0.74,44.9907,41.9524,4.3454,7.7093,7.2415,1.3275,1.3677,8067.7603,4460.3718,2810.9693,200564.5211,110884.8429
920346.BJ,20251204,24.6,1.8687,2.9652,0.82,44.5202,41.5137,4.3,7.6287,7.1658,1.3415,1.3821,8067.7603,4460.3718,2810.9693,198466.9034,109725.1463
920346.BJ,20251203,24.5,2.3836,3.7823,1.16,44.3392,41.3449,4.2825,7.5977,7.1366,1.347,1.3878,8067.7603,4460.3718,2810.9693,197660.1274,109279.1091
920346.BJ,20251202,24.91,2.0962,3.3263,1.04,45.0812,42.0368,4.3541,7.7248,7.2561,1.3249,1.3649,8067.7603,4460.3718,2810.9693,200967.9091,111107.8615
920346.BJ,20251201,25.34,4.1633,6.6062,2.65,45.8594,42.7624,4.4293,7.8582,7.3813,1.3024,1.3418,8067.7603,4460.3718,2810.9693,204437.046,113025.8214
920346.BJ,20251128,24.26,1.201,1.9057,0.61,43.9049,40.9399,4.2405,7.5233,7.0667,1.3603,1.4015,8067.7603,4460.3718,2810.9693,195723.8649,108208.6199
920346.BJ,20251127,24.26,1.6137,2.5605,0.81,43.9049,40.9399,4.2405,7.5233,7.0667,1.3603,1.4015,8067.7603,4460.3718,2810.9693,195723.8649,108208.6199
