ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
920720.BJ,20251231,14.05,4.8459,4.9315,1.35,65.9339,64.2145,7.4131,6.487,5.4093,0.8033,0.8134,26630.716,7158.8383,7034.5743,374161.5598,100581.6781
920720.BJ,20251230,14.54,7.0466,7.1711,2.5,68.2334,66.454,7.6717,6.7132,5.5979,0.7762,0.786,26630.716,7158.8383,7034.5743,387210.6106,104089.5089
920720.BJ,20251229,14.0,4.0511,4.1226,1.61,65.6993,63.986,7.3867,6.4639,5.39,0.8062,0.8163,26630.716,7158.8383,7034.5743,372830.024,100223.7362
920720.BJ,20251226,13.9,2.3146,2.3555,0.88,65.23,63.529,7.334,6.4177,5.3515,0.812,0.8222,26630.716,7158.8383,7034.5743,370166.9524,99507.8524
920720.BJ,20251225,13.85,2.283,2.3234,0.78,64.9954,63.3004,7.3076,6.3946,5.3323,0.8149,0.8252,26630.716,7158.8383,7034.5743,368835.4166,99149.9105
920720.BJ,20251224,13.81,2.2316,2.271,0.64,64.8077,63.1176,7.2865,6.3762,5.3169,0.8173,0.8276,26630.716,7158.8383,7034.5743,367770.188,98863.5569
920720.BJ,20251223,13.8,3.2068,3.2635,0.77,64.7607,63.0719,7.2812,6.3715,5.313,0.8179,0.8282,26630.716,7158.8383,7034.5743,367503.8808,98791.9685
920720.BJ,20251222,14.15,2.5784,2.624,0.58,66.4032,64.6716,7.4659,6.5331,5.4478,0.7976,0.8077,26630.716,7158.8383,7034.5743,376824.6314,101297.5619
920720.BJ,20251219,14.17,2.8456,2.8959,0.56,66.4971,64.763,7.4764,6.5424,5.4555,0.7965,0.8065,26630.716,7158.8383,7034.5743,377357.2457,101440.7387
920720.BJ,20251218,14.08,3.7752,3.8419,0.64,66.0747,64.3516,7.429,6.5008,5.4208,0.8016,0.8117,26630.716,7158.8383,7034.5743,374960.4813,100796.4433
920720.BJ,20251217,14.42,4.9745,5.0623,0.91,67.6703,65.9056,7.6083,6.6578,5.5517,0.7827,0.7926,26630.716,7158.8383,7034.5743,384014.9247,103230.4483
920720.BJ,20251216,14.33,6.7513,6.8706,1.46,67.2479,65.4943,7.5609,6.6162,5.5171,0.7876,0.7975,26630.716,7158.8383,7034.5743,381618.1603,102586.1528
920720.BJ,20251215,13.84,3.9457,4.0154,0.91,64.9484,63.2547,7.3023,6.39,5.3284,0.8155,0.8258,26630.716,7158.8383,7034.5743,368569.1094,99078.3221
920720.BJ,20251212,14.19,5.8964,6.0006,1.63,66.5909,64.8544,7.487,6.5516,5.4632,0.7954,0.8054,26630.716,7158.8383,7034.5743,377889.86,101583.9155
920720.BJ,20251211,14.38,8.0992,8.2422,3.07,67.4826,65.7228,7.5872,6.6393,5.5363,0.7849,0.7948,26630.716,7158.8383,7034.5743,382949.6961,102944.0948
920720.BJ,20251210,13.5,2.7562,2.8049,1.17,63.3529,61.7008,7.1229,6.233,5.1975,0.836,0.8466,26630.716,7158.8383,7034.5743,359514.666,96644.3171
920720.BJ,20251209,13.75,2.4357,2.4788,1.09,64.5261,62.8434,7.2548,6.3485,5.2938,0.8208,0.8312,26630.716,7158.8383,7034.5743,366172.345,98434.0266
920720.BJ,20251208,14.18,2.5385,2.5833,1.11,66.544,64.8087,7.4817,6.547,5.4593,0.7959,0.806,26630.716,7158.8383,7034.5743,377623.5529,101512.3271
920720.BJ,20251205,14.23,2.2424,2.2821,1.08,66.7786,65.0372,7.5081,6.5701,5.4786,0.7931,0.8031,26630.716,7158.8383,7034.5743,378955.0887,101870.269
920720.BJ,20251204,14.02,3.2148,3.2716,1.8,65.7931,64.0774,7.3973,6.4731,5.3977,0.805,0.8152,26630.716,7158.8383,7034.5743,373362.6383,100366.913
920720.BJ,20251203,13.9,1.3135,1.3367,0.69,65.23,63.529,7.334,6.4177,5.3515,0.812,0.8222,26630.716,7158.8383,7034.5743,370166.9524,99507.8524
920720.BJ,20251202,13.99,1.8504,1.8831,0.94,65.6524,63.9403,7.3815,6.4593,5.3862,0.8067,0.8169,26630.716,7158.8383,7034.5743,372563.7168,100152.1478
920720.BJ,20251201,14.11,2.7828,2.832,1.52,66.2155,64.4888,7.4448,6.5147,5.4324,0.7999,0.81,26630.716,7158.8383,7034.5743,375759.4028,101011.2084
920720.BJ,20251128,13.76,1.1812,1.2021,0.45,64.573,62.8891,7.2601,6.3531,5.2976,0.8202,0.8306,26630.716,7158.8383,7034.5743,366438.6522,98505.615
920720.BJ,20251127,13.66,1.7936,1.8253,0.67,64.1037,62.4321,7.2073,6.3069,5.2591,0.8262,0.8366,26630.716,7158.8383,7034.5743,363775.5806,97789.7312
920720.BJ,20251126,13.83,1.9788,2.0137,0.64,64.9015,63.209,7.297,6.3854,5.3246,0.8161,0.8264,26630.716,7158.8383,7034.5743,368302.8023,99006.7337
920720.BJ,20251125,13.94,2.1484,2.1863,0.66,65.4177,63.7118,7.3551,6.4362,5.3669,0.8096,0.8198,26630.716,7158.8383,7034.5743,371232.181,99794.2059
920720.BJ,20251124,13.74,2.0585,2.0948,0.58,64.4792,62.7977,7.2496,6.3438,5.2899,0.8214,0.8318,26630.716,7158.8383,7034.5743,365906.0378,98362.4382
920720.BJ,20251121,13.63,5.0891,5.179,1.56,63.9629,62.2949,7.1915,6.2931,5.2476,0.8281,0.8385,26630.716,7158.8383,7034.5743,362976.6591,97574.966
920720.BJ,20251120,14.48,2.188,2.2266,0.61,67.9518,66.1798,7.64,6.6855,5.5748,0.7794,0.7893,26630.716,7158.8383,7034.5743,385612.7677,103659.9786
920720.BJ,20251119,14.41,3.8698,3.9382,1.18,67.6233,65.8599,7.6031,6.6532,5.5479,0.7832,0.7931,26630.716,7158.8383,7034.5743,383748.6176,103158.8599
920720.BJ,20251118,14.82,2.9877,3.0404,0.9,69.5474,67.7338,7.8194,6.8425,5.7057,0.7616,0.7712,26630.716,7158.8383,7034.5743,394667.2111,106093.9836
920720.BJ,20251117,15.06,3.7187,3.7844,1.11,70.6737,68.8307,7.946,6.9533,5.7981,0.7494,0.7589,26630.716,7158.8383,7034.5743,401058.583,107812.1048
920720.BJ,20251114,15.32,3.5045,3.5664,1.01,71.8938,70.019,8.0832,7.0733,5.8982,0.7367,0.746,26630.716,7158.8383,7034.5743,407982.5691,109673.4028
920720.BJ,20251113,15.83,3.8732,3.9416,1.06,74.2871,72.3499,8.3523,7.3088,6.0946,0.713,0.722,26630.716,7158.8383,7034.5743,421564.2343,113324.4103
920720.BJ,20251112,15.61,2.3,2.3406,0.56,73.2547,71.3444,8.2362,7.2072,6.0099,0.723,0.7321,26630.716,7158.8383,7034.5743,415705.4768,111749.4659
920720.BJ,20251111,15.56,3.286,3.344,0.75,73.0201,71.1159,8.2098,7.1841,5.9906,0.7253,0.7345,26630.716,7158.8383,7034.5743,414373.941,111391.5239
920720.BJ,20251110,15.45,3.7801,3.8468,0.74,72.5039,70.6131,8.1518,7.1334,5.9483,0.7305,0.7397,26630.716,7158.8383,7034.5743,411444.5622,110604.0517
920720.BJ,20251107,15.69,4.189,4.263,0.67,73.6301,71.71,8.2784,7.2442,6.0407,0.7193,0.7284,26630.716,7158.8383,7034.5743,417835.934,112322.1729
920720.BJ,20251106,16.0,4.7657,4.8498,0.58,75.0849,73.1269,8.442,7.3873,6.16,0.7054,0.7143,26630.716,7158.8383,7034.5743,426091.456,114541.4128
920720.BJ,20251105,16.12,4.4363,4.5147,0.46,75.648,73.6753,8.5053,7.4427,6.2062,0.7002,0.709,26630.716,7158.8383,7034.5743,429287.1419,115400.4734
920720.BJ,20251104,16.14,4.853,4.9387,0.52,75.7419,73.7667,8.5159,7.4519,6.2139,0.6993,0.7081,26630.716,7158.8383,7034.5743,429819.7562,115543.6502
920720.BJ,20251103,16.57,7.337,7.4666,0.83,77.7598,75.732,8.7427,7.6505,6.3795,0.6811,0.6897,26630.716,7158.8383,7034.5743,441270.9641,118621.9506
920720.BJ,20251031,16.81,9.8057,9.9789,1.3,78.8861,76.8289,8.8694,7.7613,6.4719,0.6714,0.6799,26630.716,7158.8383,7034.5743,447662.336,120340.0718
