ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000905.SH,20251125,6954.6034,6915.1233,7018.4695,6912.3198,6868.9664,85.637,1.2467,162712530.0,289204914.942
000905.SH,20251124,6868.9664,6856.7546,6905.9229,6797.4956,6817.4103,51.5561,0.7562,166363913.0,270213254.39
000905.SH,20251121,6817.4103,6955.7485,6986.7784,6817.4103,7061.9497,-244.5394,-3.4628,208933384.0,310968718.151
000905.SH,20251120,7061.9497,7174.1046,7180.732,7056.9003,7122.7465,-60.7968,-0.8536,159618746.0,254158167.502
000905.SH,20251119,7122.7465,7141.2641,7178.1495,7086.1232,7151.0176,-28.2711,-0.3953,162786602.0,256755086.038
000905.SH,20251118,7151.0176,7215.0302,7230.5416,7118.4085,7235.3512,-84.3336,-1.1656,202214121.0,306540024.622
000905.SH,20251117,7235.3512,7248.9216,7262.3306,7202.5932,7235.4617,-0.1105,-0.0015,203050602.0,310823159.4
000905.SH,20251114,7235.4617,7283.6993,7329.5958,7235.4617,7355.2911,-119.8294,-1.6292,205864910.0,310485059.932
000905.SH,20251113,7355.2911,7243.64,7366.4121,7243.64,7243.2483,112.0428,1.5469,199890230.0,339596060.556
000905.SH,20251112,7243.2483,7264.792,7305.8564,7187.8685,7291.6084,-48.3601,-0.6632,185507010.0,313840341.324
000905.SH,20251111,7291.6084,7364.9251,7379.806,7281.9746,7343.8017,-52.1933,-0.7107,191660313.0,338597660.848
000905.SH,20251110,7343.8017,7357.3392,7384.7854,7289.7682,7327.9108,15.8909,0.2169,204501330.0,371310636.982
000905.SH,20251107,7327.9108,7307.2959,7371.4378,7285.8192,7345.723,-17.8122,-0.2425,192920578.0,336398935.52
000905.SH,20251106,7345.723,7243.1959,7352.1766,7243.1959,7229.341,116.382,1.6099,201722967.0,352809569.43
000905.SH,20251105,7229.341,7098.9557,7257.84,7098.9557,7210.8253,18.5157,0.2568,195580243.0,311844646.147
000905.SH,20251104,7210.8253,7315.1888,7323.7044,7167.3474,7333.6013,-122.776,-1.6742,193325842.0,326392392.688
000905.SH,20251103,7333.6013,7327.12,7336.5108,7214.8331,7331.0031,2.5982,0.0354,221687060.0,390397102.166
000905.SH,20251031,7331.0031,7385.7423,7430.8564,7331.0031,7385.7109,-54.7078,-0.7407,232041676.0,434918176.655
000905.SH,20251030,7385.7109,7462.4326,7463.6529,7375.2391,7480.9666,-95.2557,-1.2733,243412036.0,473832269.828
000905.SH,20251029,7480.9666,7350.7566,7480.9666,7350.7566,7341.0304,139.9362,1.9062,223844133.0,443141380.25
000905.SH,20251028,7341.0304,7344.4539,7404.756,7308.2722,7379.3941,-38.3637,-0.5199,202118463.0,422068633.885
000905.SH,20251027,7379.3941,7336.2041,7391.2121,7302.0165,7258.5343,120.8598,1.6651,232051821.0,471762068.046
000905.SH,20251024,7258.5343,7175.9233,7258.5343,7174.351,7142.9536,115.5807,1.6181,195323933.0,366061817.472
000905.SH,20251023,7142.9536,7108.8545,7153.6555,7022.2945,7128.4776,14.476,0.2031,188933732.0,286304409.856
000905.SH,20251022,7128.4776,7135.2084,7166.5571,7101.8265,7185.624,-57.1464,-0.7953,169743254.0,286200266.692
000905.SH,20251021,7185.624,7095.6159,7193.73,7082.2995,7069.6412,115.9828,1.6406,205973829.0,344991294.993
000905.SH,20251020,7069.6412,7092.8836,7129.9939,7033.3835,7016.0661,53.5751,0.7636,176834192.0,314675076.902
000905.SH,20251017,7016.0661,7226.4214,7254.5786,7009.8906,7231.5336,-215.4675,-2.9796,200044113.0,348113892.817
000905.SH,20251016,7231.5336,7269.2587,7305.9472,7206.4433,7294.0014,-62.4678,-0.8564,194936370.0,359837530.026
000905.SH,20251015,7294.0014,7205.7367,7294.0014,7153.4185,7194.8509,99.1505,1.3781,217559777.0,397458970.802
