month,year,month_num,industry,monthly_ret,monthly_vol,avg_daily_ret,med_pe,med_pb,total_mv,avg_turnover,avg_stock_count
2023-12-01,2023,12,交通运输,-0.032127559442936326,0.12449834425695057,-0.0015244346876884132,18.1434,1.2552,197085461.52010003,1.7264841553240224,83.38095238095238
2024-01-01,2024,1,交通运输,-0.06487000734965609,0.3006583483460058,-0.002871567971005505,14.5307,1.22805,197789746.1,1.7182191878543158,83.45454545454545
2024-02-01,2024,2,交通运输,0.04034027010297936,0.35820799744956383,0.002879848544984042,15.5216,1.21635,206528607.2963,1.864535092374251,82.0
2024-03-01,2024,3,交通运输,0.024057824951268403,0.13807039254530482,0.001168734855638695,15.8153,1.26965,210559142.511,1.3831250100673698,83.42857142857143
2024-04-01,2024,4,交通运输,0.00428853595878298,0.23547417682861188,0.0003187994033117691,15.41915,1.2619,216608417.2266,1.6120507219092821,82.7
2024-05-01,2024,5,交通运输,0.003379614179592094,0.16768764858309584,0.0002214339516314254,15.56495,1.2618,225342893.83130002,1.4984484124302087,83.85
2024-06-01,2024,6,交通运输,-0.06672973488794842,0.21968796510662872,-0.0035372963556843788,14.554400000000001,1.2312,222148608.17159998,1.1610905161558134,83.6842105263158
2024-07-01,2024,7,交通运输,0.027103281954584002,0.1607836824855232,0.0012124853353047732,15.1222,1.2671999999999999,223045024.22229996,1.4528505221202948,83.04347826086956
2024-08-01,2024,8,交通运输,-0.06325011744660125,0.11066263742919238,-0.002942317538572772,14.8507,1.1481,215400601.53570002,1.4335281872546444,83.13636363636364
2024-09-01,2024,9,交通运输,0.15406645342712455,0.32826380248458786,0.007766384968645001,16.71045,1.3439,242540294.17869994,1.4986960964254286,83.3157894736842
