window_end_date,industry_a,industry_b,correlation
2022-04-06,交通运输,传媒,0.7422816466141745
2022-04-06,交通运输,公用事业,0.8152204932912398
2022-04-06,交通运输,农林牧渔,0.7192107675473045
2022-04-06,交通运输,医药生物,0.6018419000200941
2022-04-06,交通运输,商贸零售,0.8850290556151142
2022-04-06,交通运输,国防军工,0.46267755378040754
2022-04-06,交通运输,基础化工,0.7948668750365923
2022-04-06,交通运输,家用电器,0.8409438355362073
2022-04-06,交通运输,建筑材料,0.8259529740765551
2022-04-06,交通运输,建筑装饰,0.7598420983249997
2022-04-06,交通运输,房地产,0.7982059020067975
2022-04-06,交通运输,有色金属,0.7036187872247479
2022-04-06,交通运输,机械设备,0.7921546292867366
2022-04-06,交通运输,汽车,0.7375212489229719
2022-04-06,交通运输,煤炭,0.6673305020082397
2022-04-06,交通运输,环保,0.850260451798936
2022-04-06,交通运输,电力设备,0.5894866431636883
2022-04-06,交通运输,电子,0.602933710622957
2022-04-06,交通运输,石油石化,0.6755378216199235
2022-04-06,交通运输,社会服务,0.6747173428307032
2022-04-06,交通运输,纺织服饰,0.8538266097571493
2022-04-06,交通运输,综合,0.7990019687456461
2022-04-06,交通运输,美容护理,0.7465966261274464
2022-04-06,交通运输,计算机,0.6429046705815344
2022-04-06,交通运输,轻工制造,0.865995886541312
2022-04-06,交通运输,通信,0.6113463474883349
2022-04-06,交通运输,钢铁,0.8565394409301791
2022-04-06,交通运输,银行,0.7711160566885519
2022-04-06,交通运输,非银金融,0.7984109277251655
2022-04-06,交通运输,食品饮料,0.718493420812352
2022-04-06,传媒,公用事业,0.6344976708234453
2022-04-06,传媒,农林牧渔,0.7584730111778636
2022-04-06,传媒,医药生物,0.5927844676529415
2022-04-06,传媒,商贸零售,0.871194362481166
2022-04-06,传媒,国防军工,0.590252884680108
2022-04-06,传媒,基础化工,0.762915265316125
2022-04-06,传媒,家用电器,0.8512930801341545
2022-04-06,传媒,建筑材料,0.6992461577519434
2022-04-06,传媒,建筑装饰,0.6907236283576584
2022-04-06,传媒,房地产,0.7191552769979297
2022-04-06,传媒,有色金属,0.5696364524667943
2022-04-06,传媒,机械设备,0.8007304823592442
2022-04-06,传媒,汽车,0.7964533904260483
2022-04-06,传媒,煤炭,0.5133352036144416
2022-04-06,传媒,环保,0.7917079715153952
2022-04-06,传媒,电力设备,0.6176952835719537
2022-04-06,传媒,电子,0.7493767409380705
2022-04-06,传媒,石油石化,0.4573089539937016
2022-04-06,传媒,社会服务,0.8001657500122857
2022-04-06,传媒,纺织服饰,0.8516849624610984
2022-04-06,传媒,综合,0.8352804645267451
2022-04-06,传媒,美容护理,0.7713459835498401
2022-04-06,传媒,计算机,0.8699324338433286
2022-04-06,传媒,轻工制造,0.8557361169023731
2022-04-06,传媒,通信,0.8362593702533424
2022-04-06,传媒,钢铁,0.6268743643406958
2022-04-06,传媒,银行,0.511046779494017
2022-04-06,传媒,非银金融,0.7008243192411765
2022-04-06,传媒,食品饮料,0.8001178950504026
2022-04-06,公用事业,农林牧渔,0.6292037792891618
2022-04-06,公用事业,医药生物,0.5848102471673375
2022-04-06,公用事业,商贸零售,0.7349401381823812
2022-04-06,公用事业,国防军工,0.6269497882986694
2022-04-06,公用事业,基础化工,0.8005220193631525
2022-04-06,公用事业,家用电器,0.7483681856906592
2022-04-06,公用事业,建筑材料,0.7566120042594036
2022-04-06,公用事业,建筑装饰,0.7578256492675051
2022-04-06,公用事业,房地产,0.6875369461859925
2022-04-06,公用事业,有色金属,0.8332201850160339
2022-04-06,公用事业,机械设备,0.8009295246355713
2022-04-06,公用事业,汽车,0.7670677538337929
2022-04-06,公用事业,煤炭,0.663845591600675
2022-04-06,公用事业,环保,0.8352515542481613
2022-04-06,公用事业,电力设备,0.75931199800882
2022-04-06,公用事业,电子,0.6982772576418393
2022-04-06,公用事业,石油石化,0.6917804782048516
2022-04-06,公用事业,社会服务,0.5528597157649324
2022-04-06,公用事业,纺织服饰,0.7134486998520434
2022-04-06,公用事业,综合,0.7426478921007768
2022-04-06,公用事业,美容护理,0.6942707326952852
2022-04-06,公用事业,计算机,0.5940491437352323
2022-04-06,公用事业,轻工制造,0.7872326670814117
2022-04-06,公用事业,通信,0.6366607059675656
2022-04-06,公用事业,钢铁,0.7833664324675493
2022-04-06,公用事业,银行,0.613003309136217
2022-04-06,公用事业,非银金融,0.6778844348590322
2022-04-06,公用事业,食品饮料,0.7047297398907161
2022-04-06,农林牧渔,医药生物,0.7211361370475935
2022-04-06,农林牧渔,商贸零售,0.8470036450112295
2022-04-06,农林牧渔,国防军工,0.6090636506131621
2022-04-06,农林牧渔,基础化工,0.7834610179279712
2022-04-06,农林牧渔,家用电器,0.778211901086577
2022-04-06,农林牧渔,建筑材料,0.6166925700316249
2022-04-06,农林牧渔,建筑装饰,0.6233901750562403
2022-04-06,农林牧渔,房地产,0.6172506825039553
2022-04-06,农林牧渔,有色金属,0.6482640550719788
2022-04-06,农林牧渔,机械设备,0.7557034274459983
2022-04-06,农林牧渔,汽车,0.7393812036352715
2022-04-06,农林牧渔,煤炭,0.5803790816946268
2022-04-06,农林牧渔,环保,0.7693063409382765
2022-04-06,农林牧渔,电力设备,0.5430606065865208
2022-04-06,农林牧渔,电子,0.6146135604429402
2022-04-06,农林牧渔,石油石化,0.5676659859305733
2022-04-06,农林牧渔,社会服务,0.6907032423282584
2022-04-06,农林牧渔,纺织服饰,0.8245918764893039
2022-04-06,农林牧渔,综合,0.7643854536064806
2022-04-06,农林牧渔,美容护理,0.7313234590657729
2022-04-06,农林牧渔,计算机,0.6534919360271445
2022-04-06,农林牧渔,轻工制造,0.8048351665845044
2022-04-06,农林牧渔,通信,0.6638974064178904
2022-04-06,农林牧渔,钢铁,0.597111046212974
2022-04-06,农林牧渔,银行,0.4491571706010144
2022-04-06,农林牧渔,非银金融,0.5427874231209198
2022-04-06,农林牧渔,食品饮料,0.7149156150856044
2022-04-06,医药生物,商贸零售,0.648382142641473
2022-04-06,医药生物,国防军工,0.6198114486263699
2022-04-06,医药生物,基础化工,0.7949910160949476
2022-04-06,医药生物,家用电器,0.6990945414325278
2022-04-06,医药生物,建筑材料,0.6106710397290627
2022-04-06,医药生物,建筑装饰,0.5137164552043766
2022-04-06,医药生物,房地产,0.4900556569947781
2022-04-06,医药生物,有色金属,0.6262153043185347
2022-04-06,医药生物,机械设备,0.7188944754573728
2022-04-06,医药生物,汽车,0.7615750167823069
2022-04-06,医药生物,煤炭,0.35425423921545907
2022-04-06,医药生物,环保,0.6734022003548016
2022-04-06,医药生物,电力设备,0.6576170373389997
2022-04-06,医药生物,电子,0.6767083386506229
2022-04-06,医药生物,石油石化,0.325778891690273
2022-04-06,医药生物,社会服务,0.48273018549269125
2022-04-06,医药生物,纺织服饰,0.6684227147625957
2022-04-06,医药生物,综合,0.6592515969944991
2022-04-06,医药生物,美容护理,0.8076701296044498
2022-04-06,医药生物,计算机,0.570174822803737
2022-04-06,医药生物,轻工制造,0.7405215856477292
2022-04-06,医药生物,通信,0.621417776887413
2022-04-06,医药生物,钢铁,0.5355457346613517
2022-04-06,医药生物,银行,0.2555407813815487
2022-04-06,医药生物,非银金融,0.426788934858597
2022-04-06,医药生物,食品饮料,0.6677954258065563
2022-04-06,商贸零售,国防军工,0.5925832502042987
2022-04-06,商贸零售,基础化工,0.8503062918550756
2022-04-06,商贸零售,家用电器,0.8864594581237843
2022-04-06,商贸零售,建筑材料,0.7810431939523074
2022-04-06,商贸零售,建筑装饰,0.7658752227353685
2022-04-06,商贸零售,房地产,0.779680081875511
2022-04-06,商贸零售,有色金属,0.6932855186026692
2022-04-06,商贸零售,机械设备,0.8739754848067911
2022-04-06,商贸零售,汽车,0.8346420270962549
2022-04-06,商贸零售,煤炭,0.5983085018015095
2022-04-06,商贸零售,环保,0.8589173670065902
2022-04-06,商贸零售,电力设备,0.6527393688934855
2022-04-06,商贸零售,电子,0.689433566574597
2022-04-06,商贸零售,石油石化,0.6166340260024386
2022-04-06,商贸零售,社会服务,0.8100316765724985
2022-04-06,商贸零售,纺织服饰,0.9439718287316455
2022-04-06,商贸零售,综合,0.8763579292153241
2022-04-06,商贸零售,美容护理,0.804609255597458
2022-04-06,商贸零售,计算机,0.7614097529292468
2022-04-06,商贸零售,轻工制造,0.9251598281331326
2022-04-06,商贸零售,通信,0.7452227489220004
2022-04-06,商贸零售,钢铁,0.7296191333089155
2022-04-06,商贸零售,银行,0.5911395749048216
2022-04-06,商贸零售,非银金融,0.7142788571076986
2022-04-06,商贸零售,食品饮料,0.7988050169079437
2022-04-06,国防军工,基础化工,0.7932907652438834
2022-04-06,国防军工,家用电器,0.6643823370041785
2022-04-06,国防军工,建筑材料,0.5024371697845103
2022-04-06,国防军工,建筑装饰,0.4623924347977591
2022-04-06,国防军工,房地产,0.4324773178750224
2022-04-06,国防军工,有色金属,0.7376298095407091
2022-04-06,国防军工,机械设备,0.7522327362458708
2022-04-06,国防军工,汽车,0.8113533070313717
2022-04-06,国防军工,煤炭,0.3438250937560499
2022-04-06,国防军工,环保,0.6248028713657592
2022-04-06,国防军工,电力设备,0.7898405532969826
2022-04-06,国防军工,电子,0.7877711544929952
2022-04-06,国防军工,石油石化,0.5068293243021793
2022-04-06,国防军工,社会服务,0.5431593054812458
2022-04-06,国防军工,纺织服饰,0.5828168334076006
2022-04-06,国防军工,综合,0.5963660670866154
2022-04-06,国防军工,美容护理,0.6730086492185454
2022-04-06,国防军工,计算机,0.6304531243713477
2022-04-06,国防军工,轻工制造,0.6464146878617698
2022-04-06,国防军工,通信,0.7037472719157915
2022-04-06,国防军工,钢铁,0.39802203048034956
2022-04-06,国防军工,银行,0.23288619520025328
2022-04-06,国防军工,非银金融,0.4623237550909002
2022-04-06,国防军工,食品饮料,0.6972320683433628
2022-04-06,基础化工,家用电器,0.8731032625336566
2022-04-06,基础化工,建筑材料,0.7895356338232931
2022-04-06,基础化工,建筑装饰,0.7362079900680613
2022-04-06,基础化工,房地产,0.6729225993686345
2022-04-06,基础化工,有色金属,0.8788349511160125
2022-04-06,基础化工,机械设备,0.939087593090155
2022-04-06,基础化工,汽车,0.9469592501479998
2022-04-06,基础化工,煤炭,0.528199369753539
2022-04-06,基础化工,环保,0.8972959579918696
2022-04-06,基础化工,电力设备,0.8662410496626191
2022-04-06,基础化工,电子,0.8587482475821734
2022-04-06,基础化工,石油石化,0.5749256701184072
2022-04-06,基础化工,社会服务,0.6654159873673055
2022-04-06,基础化工,纺织服饰,0.843706758947539
2022-04-06,基础化工,综合,0.8060333372339415
2022-04-06,基础化工,美容护理,0.8674691259092034
2022-04-06,基础化工,计算机,0.7443706840377331
2022-04-06,基础化工,轻工制造,0.8976247932902633
2022-04-06,基础化工,通信,0.7854719021399412
2022-04-06,基础化工,钢铁,0.6939588377214774
2022-04-06,基础化工,银行,0.469839194312363
2022-04-06,基础化工,非银金融,0.6720672920091675
2022-04-06,基础化工,食品饮料,0.8271459305833261
2022-04-06,家用电器,建筑材料,0.8893000001408994
2022-04-06,家用电器,建筑装饰,0.798252357558247
2022-04-06,家用电器,房地产,0.8200421920399875
2022-04-06,家用电器,有色金属,0.7292330360909082
2022-04-06,家用电器,机械设备,0.9142797338811672
2022-04-06,家用电器,汽车,0.8838507078087182
2022-04-06,家用电器,煤炭,0.5375609629996406
2022-04-06,家用电器,环保,0.8857326132946767
2022-04-06,家用电器,电力设备,0.737903027723034
2022-04-06,家用电器,电子,0.8041690576310273
2022-04-06,家用电器,石油石化,0.6052028726309903
2022-04-06,家用电器,社会服务,0.723338609796184
2022-04-06,家用电器,纺织服饰,0.8906084608038838
2022-04-06,家用电器,综合,0.8162380438646769
2022-04-06,家用电器,美容护理,0.8794953219717196
2022-04-06,家用电器,计算机,0.8045555337862507
2022-04-06,家用电器,轻工制造,0.9506311909642514
2022-04-06,家用电器,通信,0.7766314717469665
2022-04-06,家用电器,钢铁,0.7926500075945181
2022-04-06,家用电器,银行,0.6334756154554805
2022-04-06,家用电器,非银金融,0.7716850078497525
2022-04-06,家用电器,食品饮料,0.8477101525799984
2022-04-06,建筑材料,建筑装饰,0.902453522288896
2022-04-06,建筑材料,房地产,0.8569112709098107
2022-04-06,建筑材料,有色金属,0.6824155810125474
2022-04-06,建筑材料,机械设备,0.818901081236878
2022-04-06,建筑材料,汽车,0.756443664467248
2022-04-06,建筑材料,煤炭,0.5924196650104941
2022-04-06,建筑材料,环保,0.8707387450530519
2022-04-06,建筑材料,电力设备,0.6381386202850486
2022-04-06,建筑材料,电子,0.6660949362688642
2022-04-06,建筑材料,石油石化,0.5606408134518163
2022-04-06,建筑材料,社会服务,0.561815414554694
2022-04-06,建筑材料,纺织服饰,0.7762486334051739
2022-04-06,建筑材料,综合,0.7525772043905815
2022-04-06,建筑材料,美容护理,0.7666266240488424
2022-04-06,建筑材料,计算机,0.6573258421410659
2022-04-06,建筑材料,轻工制造,0.8730704552597813
2022-04-06,建筑材料,通信,0.6177249422663637
2022-04-06,建筑材料,钢铁,0.8936160285069936
2022-04-06,建筑材料,银行,0.7001609674053916
2022-04-06,建筑材料,非银金融,0.7385533066508161
2022-04-06,建筑材料,食品饮料,0.7263026563503495
2022-04-06,建筑装饰,房地产,0.7673982370704724
2022-04-06,建筑装饰,有色金属,0.6483019567640383
2022-04-06,建筑装饰,机械设备,0.8124853710238062
2022-04-06,建筑装饰,汽车,0.7388616317948666
2022-04-06,建筑装饰,煤炭,0.6315250547848333
2022-04-06,建筑装饰,环保,0.8544773502995489
2022-04-06,建筑装饰,电力设备,0.632417549919423
2022-04-06,建筑装饰,电子,0.6424161602741453
2022-04-06,建筑装饰,石油石化,0.5604275832482281
2022-04-06,建筑装饰,社会服务,0.568296124590885
2022-04-06,建筑装饰,纺织服饰,0.7581342903104324
2022-04-06,建筑装饰,综合,0.773461627783118
2022-04-06,建筑装饰,美容护理,0.6577632700870212
2022-04-06,建筑装饰,计算机,0.6750363739709304
2022-04-06,建筑装饰,轻工制造,0.8303324760753454
2022-04-06,建筑装饰,通信,0.6709440015083232
2022-04-06,建筑装饰,钢铁,0.8295294874732723
2022-04-06,建筑装饰,银行,0.5793564813561057
2022-04-06,建筑装饰,非银金融,0.6513213773673845
2022-04-06,建筑装饰,食品饮料,0.6700731197651376
2022-04-06,房地产,有色金属,0.6094953234345469
2022-04-06,房地产,机械设备,0.7027274875271211
2022-04-06,房地产,汽车,0.6569790254433773
2022-04-06,房地产,煤炭,0.6631798320495378
2022-04-06,房地产,环保,0.7566428046484913
2022-04-06,房地产,电力设备,0.49180800431269645
2022-04-06,房地产,电子,0.5474436498790793
2022-04-06,房地产,石油石化,0.5960999803916441
2022-04-06,房地产,社会服务,0.5690285660415572
2022-04-06,房地产,纺织服饰,0.730337577079141
2022-04-06,房地产,综合,0.7773048169701918
2022-04-06,房地产,美容护理,0.7018862493371344
2022-04-06,房地产,计算机,0.6189975052598192
2022-04-06,房地产,轻工制造,0.8161414703574335
2022-04-06,房地产,通信,0.5667881925011532
2022-04-06,房地产,钢铁,0.8533219313343011
2022-04-06,房地产,银行,0.7871944284510798
2022-04-06,房地产,非银金融,0.7760322140905523
2022-04-06,房地产,食品饮料,0.677394205151457
2022-04-06,有色金属,机械设备,0.8218245586817685
2022-04-06,有色金属,汽车,0.8175871983564913
2022-04-06,有色金属,煤炭,0.5787013598496482
2022-04-06,有色金属,环保,0.7962229835187654
2022-04-06,有色金属,电力设备,0.7937464374432258
2022-04-06,有色金属,电子,0.7522845046918307
2022-04-06,有色金属,石油石化,0.7214611677672222
2022-04-06,有色金属,社会服务,0.5166088723011416
2022-04-06,有色金属,纺织服饰,0.6971023500250788
2022-04-06,有色金属,综合,0.6776836520925571
2022-04-06,有色金属,美容护理,0.7228199900671191
2022-04-06,有色金属,计算机,0.6098529157081153
2022-04-06,有色金属,轻工制造,0.7504345805432285
2022-04-06,有色金属,通信,0.6315283931837158
2022-04-06,有色金属,钢铁,0.6762106851245561
2022-04-06,有色金属,银行,0.4703989619066486
2022-04-06,有色金属,非银金融,0.607338512968014
2022-04-06,有色金属,食品饮料,0.7169482309864921
2022-04-06,机械设备,汽车,0.9578394723506922
2022-04-06,机械设备,煤炭,0.5178121274179737
2022-04-06,机械设备,环保,0.9120115782674193
2022-04-06,机械设备,电力设备,0.8790531869584255
2022-04-06,机械设备,电子,0.8834737798357941
2022-04-06,机械设备,石油石化,0.6291759250920782
2022-04-06,机械设备,社会服务,0.7071907907362553
2022-04-06,机械设备,纺织服饰,0.8866161303109303
2022-04-06,机械设备,综合,0.8268595915395732
2022-04-06,机械设备,美容护理,0.8487818644651696
2022-04-06,机械设备,计算机,0.8178017478509588
2022-04-06,机械设备,轻工制造,0.9432753828423134
2022-04-06,机械设备,通信,0.8588294188268452
2022-04-06,机械设备,钢铁,0.7118352774856966
2022-04-06,机械设备,银行,0.43763789466146424
2022-04-06,机械设备,非银金融,0.6508522560823841
2022-04-06,机械设备,食品饮料,0.8301756975114909
2022-04-06,汽车,煤炭,0.47328690647313076
2022-04-06,汽车,环保,0.8653532516776083
2022-04-06,汽车,电力设备,0.9085968491770545
2022-04-06,汽车,电子,0.9234844929533246
2022-04-06,汽车,石油石化,0.5467485421871204
2022-04-06,汽车,社会服务,0.6705331406987268
2022-04-06,汽车,纺织服饰,0.8373668820389514
2022-04-06,汽车,综合,0.8037528614418569
2022-04-06,汽车,美容护理,0.8544608761636168
2022-04-06,汽车,计算机,0.8216894784372614
2022-04-06,汽车,轻工制造,0.897321348057201
2022-04-06,汽车,通信,0.8577049374230907
2022-04-06,汽车,钢铁,0.6476894830956542
2022-04-06,汽车,银行,0.41066322209082806
2022-04-06,汽车,非银金融,0.6488213363873414
2022-04-06,汽车,食品饮料,0.8358282366949075
2022-04-06,煤炭,环保,0.6305443725156916
2022-04-06,煤炭,电力设备,0.3434244663978688
2022-04-06,煤炭,电子,0.33399525685901876
2022-04-06,煤炭,石油石化,0.605161049259375
2022-04-06,煤炭,社会服务,0.43620182165135846
2022-04-06,煤炭,纺织服饰,0.5505938460302693
2022-04-06,煤炭,综合,0.6225769566178341
2022-04-06,煤炭,美容护理,0.4646014928364775
2022-04-06,煤炭,计算机,0.44924654625027055
2022-04-06,煤炭,轻工制造,0.5712158340705994
2022-04-06,煤炭,通信,0.4186687571790072
2022-04-06,煤炭,钢铁,0.6930298213937764
2022-04-06,煤炭,银行,0.6523117498521642
2022-04-06,煤炭,非银金融,0.49015116887839644
2022-04-06,煤炭,食品饮料,0.5338515815073971
2022-04-06,环保,电力设备,0.7596092786486334
2022-04-06,环保,电子,0.7711082745887855
2022-04-06,环保,石油石化,0.6085939802847835
2022-04-06,环保,社会服务,0.6649546992980075
2022-04-06,环保,纺织服饰,0.8818881455518545
2022-04-06,环保,综合,0.8374796253597401
2022-04-06,环保,美容护理,0.8025452226235948
2022-04-06,环保,计算机,0.7457577331840446
2022-04-06,环保,轻工制造,0.9130981476258409
2022-04-06,环保,通信,0.7565728250449018
2022-04-06,环保,钢铁,0.8012413715249123
2022-04-06,环保,银行,0.5901244933752058
2022-04-06,环保,非银金融,0.6810731145357191
2022-04-06,环保,食品饮料,0.7898042052126543
2022-04-06,电力设备,电子,0.9152740840719977
2022-04-06,电力设备,石油石化,0.4367170929472458
2022-04-06,电力设备,社会服务,0.5409929241824143
2022-04-06,电力设备,纺织服饰,0.6461214866726369
2022-04-06,电力设备,综合,0.6546621687378092
2022-04-06,电力设备,美容护理,0.7774004260558158
2022-04-06,电力设备,计算机,0.7084513992495192
2022-04-06,电力设备,轻工制造,0.7520612717106198
2022-04-06,电力设备,通信,0.7837300678068027
2022-04-06,电力设备,钢铁,0.5030995357899792
2022-04-06,电力设备,银行,0.2609598579206566
2022-04-06,电力设备,非银金融,0.5495615959996581
2022-04-06,电力设备,食品饮料,0.7941993812170681
2022-04-06,电子,石油石化,0.4170026219356191
2022-04-06,电子,社会服务,0.6170133112974451
2022-04-06,电子,纺织服饰,0.6799843292713017
2022-04-06,电子,综合,0.6859089211744311
2022-04-06,电子,美容护理,0.8165767733059042
2022-04-06,电子,计算机,0.8282430290096608
2022-04-06,电子,轻工制造,0.78742077453668
2022-04-06,电子,通信,0.8526818271579728
2022-04-06,电子,钢铁,0.544883194802109
2022-04-06,电子,银行,0.2967098100969788
2022-04-06,电子,非银金融,0.6114762987438798
2022-04-06,电子,食品饮料,0.8083747727310708
2022-04-06,石油石化,社会服务,0.39950438859852244
2022-04-06,石油石化,纺织服饰,0.640419878288889
2022-04-06,石油石化,综合,0.5810405881904276
2022-04-06,石油石化,美容护理,0.46051372438305144
2022-04-06,石油石化,计算机,0.4171989574295382
2022-04-06,石油石化,轻工制造,0.6133648872181685
2022-04-06,石油石化,通信,0.4188149799952102
2022-04-06,石油石化,钢铁,0.6674783315112582
2022-04-06,石油石化,银行,0.5406917048318254
2022-04-06,石油石化,非银金融,0.45399642316876554
2022-04-06,石油石化,食品饮料,0.42086038496884737
2022-04-06,社会服务,纺织服饰,0.7687700702480722
2022-04-06,社会服务,综合,0.6930687251100398
2022-04-06,社会服务,美容护理,0.661913621337291
2022-04-06,社会服务,计算机,0.7031185477717183
2022-04-06,社会服务,轻工制造,0.7321499373796723
2022-04-06,社会服务,通信,0.6701028798794694
2022-04-06,社会服务,钢铁,0.4678747869423348
2022-04-06,社会服务,银行,0.4157806302877859
2022-04-06,社会服务,非银金融,0.5766844576590736
2022-04-06,社会服务,食品饮料,0.7176338157060181
2022-04-06,纺织服饰,综合,0.8547641097138664
2022-04-06,纺织服饰,美容护理,0.8081512339673852
2022-04-06,纺织服饰,计算机,0.7609244973891757
2022-04-06,纺织服饰,轻工制造,0.9284395793839457
2022-04-06,纺织服饰,通信,0.7570273925773578
2022-04-06,纺织服饰,钢铁,0.7146282818866413
2022-04-06,纺织服饰,银行,0.52990131397594
2022-04-06,纺织服饰,非银金融,0.6554207096724953
2022-04-06,纺织服饰,食品饮料,0.7542637375477829
2022-04-06,综合,美容护理,0.7859938567871675
2022-04-06,综合,计算机,0.6810397756543871
2022-04-06,综合,轻工制造,0.8555162534621952
2022-04-06,综合,通信,0.7081307974128256
2022-04-06,综合,钢铁,0.7231499096627934
2022-04-06,综合,银行,0.5351071280940423
2022-04-06,综合,非银金融,0.6388985422959047
2022-04-06,综合,食品饮料,0.7239123515722973
2022-04-06,美容护理,计算机,0.7149771992567641
2022-04-06,美容护理,轻工制造,0.860827093969005
2022-04-06,美容护理,通信,0.7235291384591268
2022-04-06,美容护理,钢铁,0.6566813518710591
2022-04-06,美容护理,银行,0.48920777363009543
2022-04-06,美容护理,非银金融,0.6647166945960873
2022-04-06,美容护理,食品饮料,0.8529978614189799
2022-04-06,计算机,轻工制造,0.8070306865051557
2022-04-06,计算机,通信,0.9337361733499042
2022-04-06,计算机,钢铁,0.569975731568877
2022-04-06,计算机,银行,0.3868814238398346
2022-04-06,计算机,非银金融,0.6483734142240939
2022-04-06,计算机,食品饮料,0.7760178697838495
2022-04-06,轻工制造,通信,0.7985120258001103
2022-04-06,轻工制造,钢铁,0.7924706754285297
2022-04-06,轻工制造,银行,0.5808016554585259
2022-04-06,轻工制造,非银金融,0.7452152725988811
2022-04-06,轻工制造,食品饮料,0.8319915371851088
2022-04-06,通信,钢铁,0.5234215252705057
2022-04-06,通信,银行,0.2890123383062486
2022-04-06,通信,非银金融,0.5788702129411614
2022-04-06,通信,食品饮料,0.7747712339252232
2022-04-06,钢铁,银行,0.8148550675894253
2022-04-06,钢铁,非银金融,0.7359329049727925
2022-04-06,钢铁,食品饮料,0.6243272276419053
2022-04-06,银行,非银金融,0.8021617066266872
2022-04-06,银行,食品饮料,0.521195273913722
2022-04-06,非银金融,食品饮料,0.708546415730418
2022-05-09,交通运输,传媒,0.8176597167195031
2022-05-09,交通运输,公用事业,0.8291482062959585
2022-05-09,交通运输,农林牧渔,0.7166173854736752
2022-05-09,交通运输,医药生物,0.713797011335803
2022-05-09,交通运输,商贸零售,0.8908340230898162
2022-05-09,交通运输,国防军工,0.6234792872661802
2022-05-09,交通运输,基础化工,0.8215618966419118
2022-05-09,交通运输,家用电器,0.8597918169055581
2022-05-09,交通运输,建筑材料,0.8226975416191528
2022-05-09,交通运输,建筑装饰,0.7478117584241901
2022-05-09,交通运输,房地产,0.690096527623508
2022-05-09,交通运输,有色金属,0.7891327321450128
2022-05-09,交通运输,机械设备,0.8403184651936116
2022-05-09,交通运输,汽车,0.7735303207840059
2022-05-09,交通运输,煤炭,0.64773936981135
2022-05-09,交通运输,环保,0.86466604437106
2022-05-09,交通运输,电力设备,0.7110582288300613
2022-05-09,交通运输,电子,0.6913901401096954
2022-05-09,交通运输,石油石化,0.7217993643529649
2022-05-09,交通运输,社会服务,0.7804287733300777
2022-05-09,交通运输,纺织服饰,0.798313926908274
2022-05-09,交通运输,综合,0.8102721315458252
2022-05-09,交通运输,美容护理,0.7869717678283186
2022-05-09,交通运输,计算机,0.7537462049751719
2022-05-09,交通运输,轻工制造,0.8791775726123439
2022-05-09,交通运输,通信,0.7187621726748414
2022-05-09,交通运输,钢铁,0.839135035231957
2022-05-09,交通运输,银行,0.7344616693832622
2022-05-09,交通运输,非银金融,0.803445131421502
2022-05-09,交通运输,食品饮料,0.7571698834068343
2022-05-09,传媒,公用事业,0.7547577482748336
2022-05-09,传媒,农林牧渔,0.7740555903338416
2022-05-09,传媒,医药生物,0.7621574673981991
2022-05-09,传媒,商贸零售,0.8790985767051934
2022-05-09,传媒,国防军工,0.7484807667336271
2022-05-09,传媒,基础化工,0.841851686000751
2022-05-09,传媒,家用电器,0.8959804610828633
2022-05-09,传媒,建筑材料,0.8109468562831548
2022-05-09,传媒,建筑装饰,0.7455495816747199
2022-05-09,传媒,房地产,0.6994782625589602
2022-05-09,传媒,有色金属,0.7494135673556234
2022-05-09,传媒,机械设备,0.8793041676286416
2022-05-09,传媒,汽车,0.8630374415779408
2022-05-09,传媒,煤炭,0.533036078442442
2022-05-09,传媒,环保,0.8802211114578788
2022-05-09,传媒,电力设备,0.7917291434323761
2022-05-09,传媒,电子,0.8351298566203561
2022-05-09,传媒,石油石化,0.5829900259969687
2022-05-09,传媒,社会服务,0.8702108340822658
2022-05-09,传媒,纺织服饰,0.7944268029878025
2022-05-09,传媒,综合,0.848818930987882
2022-05-09,传媒,美容护理,0.8500650556468984
2022-05-09,传媒,计算机,0.9127009137514047
2022-05-09,传媒,轻工制造,0.8963896655330974
2022-05-09,传媒,通信,0.8743672175109066
2022-05-09,传媒,钢铁,0.7459262422608341
2022-05-09,传媒,银行,0.5740235465759795
2022-05-09,传媒,非银金融,0.8094567001589844
2022-05-09,传媒,食品饮料,0.8254866283254132
2022-05-09,公用事业,农林牧渔,0.6648540815268871
2022-05-09,公用事业,医药生物,0.7105785942187315
2022-05-09,公用事业,商贸零售,0.7689695539751868
2022-05-09,公用事业,国防军工,0.764023561218986
2022-05-09,公用事业,基础化工,0.8361345112777279
2022-05-09,公用事业,家用电器,0.8177537566851996
2022-05-09,公用事业,建筑材料,0.825968815633438
2022-05-09,公用事业,建筑装饰,0.7207185687264537
2022-05-09,公用事业,房地产,0.6671292649578121
2022-05-09,公用事业,有色金属,0.8533766901421193
2022-05-09,公用事业,机械设备,0.8671652707164539
2022-05-09,公用事业,汽车,0.8448581788419919
2022-05-09,公用事业,煤炭,0.6479197020911647
2022-05-09,公用事业,环保,0.8864922401722809
2022-05-09,公用事业,电力设备,0.8308185739985184
2022-05-09,公用事业,电子,0.7922574885595608
2022-05-09,公用事业,石油石化,0.7811776834097551
2022-05-09,公用事业,社会服务,0.6586897484744405
2022-05-09,公用事业,纺织服饰,0.7795669764466103
2022-05-09,公用事业,综合,0.8099373585537248
2022-05-09,公用事业,美容护理,0.7816526569583278
2022-05-09,公用事业,计算机,0.7448317563127369
